Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
21-Nov-2022 12:00 PM,06-Dec-2022 11:30 AM,21-Nov-2022 12:00 PM,05-Dec-2022 11:00 AM,NA ,NA ,21-Nov-2022 12:00 PM,05-Dec-2022 11:00 AM,03-Jan-2023 11:30 AM,Metalling and Tarring on Hobar to Khareda road km. 0/0 to 5/0,Metalling and Tarring on Hobar to Khareda road km. 0/0 to 5/0,Please refer Tender documents. ,NA ,"2,94,09,330",Civil Works - Roads,NA ,Tender,90.0,540.0,Chowari,176302.0,NA ,NA ,NA ,Superintending Engineer 7th Circle HPPWD Dalhousie,No ,No,PWD,SEVII - NIT- NABARD 2022-23-9720-40 DT 13-10-2022,2022_PWD_66733_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Bid for Part-1 of the Bid as per Section-6,1.0,ICICI BANK,Superintending Engineer,Superintending Engineer 7th Circle HPPWD Dalhousie,"5,89,000",No,fixed,,Nil,Nil,AOC,PWD,2022_PWD_66733_1,SEVII - NIT- NABARD 2022-23-9720-40 DT 13-10-2022,Metalling and Tarring on Hobar to Khareda road km. 0/0 to 5/0,Superintending Engineer,Internal,Dealing Assistant (C and C) Superintendent G-II Engineer Officer Executive Engineer (D) Executive Engineer Chowari Division,Deepak Mahajan,28-Dec-2022 03:18 PM,03-Jan-2023 11:30 AM,techsummary_100408.pdf (2889.82 KB),Superintending Engineer,Internal,Dealing Assistant (C and C) Superintendent (W) Assistant Engineer (D) Executive Engineer (D),Deepak Mahajan,13-Feb-2023 06:28 PM,finsummary_100408.pdf (334.21 KB),14-Feb-2023,"INR 29,409,000",540.0,Deepak Mahajan,24-Mar-2023 06:24 PM,AL.pdf (3542.00 KB),Award Letter,1.0,310738.0,M/s R.K Mahajan Govt Contractor,04-Dec-2022 05:38 PM,Accepted-AOC,Work is in progress,24-Mar-2023 06:25 PM,Technical,Bid opening summary,Deepak Mahajan,07-Dec-2022 11:49 AM,technical_100408.pdf,Finance,Finance Bid opening summary,Deepak Mahajan,13-Feb-2023 06:24 PM,finance_100408.pdf,BOQ Comparative Chart,1.0,310738.0,M/s R.K Mahajan Govt Contractor,INR,"26,355,949",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as per Section-1 Point No. 3 through online mode i.e. Scanned copy of e-Payment/,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,310727.0,Yashpal,05-Dec-2022 07:50 AM,Rejected-Finance,Other Than Lowest,13-Feb-2023 06:28 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section -2 Cl-16.2 through online mode i.e. Scanned copy of e-Payment/online pay,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per Q.1-Section-3 (1.1),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.3.1, (1.3.2) (1.3.3)",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.4), (1.5)",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.6), (1.8), (1.9), (1.10)",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.2), (1.7)",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section 2 Cl (4.2g) and Cl 4.3,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section 2 Cl(4.4A (b),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
