Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
27-Mar-2023,"INR 1,834,205",90.0,Narender verma,27-Mar-2023 11:59 AM,51340-4.pdf (682.00 KB),"Construction of link road from Nanidhar to Shankholi Km 0/0 to 2/600 (SH - Construction of Cross-Drainage works at various RDs in Km 0/0 to 2/600 i.e. 0/090, 1/611, 1/214, 1/742, 2/013, 1/904,2/267, 1",EE Shillai,Internal,"AE Shillai, HDM, Supdt.",Pramod Upreti,08-Sep-2021 04:55 PM,finsummary_76743.pdf (138.97 KB),EE Shillai,Internal,"AE Shillai, HDM, Supdt.",Pramod Upreti,31-Aug-2021 03:27 PM,31-Aug-2021 03:40 PM,techsummary_76743.pdf (479.96 KB),PWD,2021_PWD_51340_4,Ta-6409-6508dt-12-8-2021,"Construction of link road from Nanidhar to Shankholi Km 0/0 to 2/600 (SH - Construction of Cross-Drainage works at various RDs in Km 0/0 to 2/600 i.e. 0/090, 1/611, 1/214, 1/742, 2/013, 1/904,2/267, 1/075, 1/113, 1/809 2/091 and c/o wing walls",Finance,financial summary,Pramod Upreti,08-Sep-2021 04:37 PM,finance_76743.pdf,BOQ Comparative Chart,1.0,231507.0,yashpal sharma,INR,"1,834,205",Technical,technical summary,Pramod Upreti,31-Aug-2021 03:21 PM,technical_76743.pdf,1.0,231467.0,AJAY CHAUHAN,21-Aug-2021 11:42 PM,Rejected-Finance,Not lowest,08-Sep-2021 04:55 PM,AOC,"Construction of link road from Nanidhar to Shankholi Km 0/0 to 2/600 (SH - Construction of Cross-Drainage works at various RDs in Km 0/0 to 2/600 i.e. 0/090, 1/611, 1/214, 1/742, 2/013, 1/904,2/267, 1/075, 1/113, 1/809 2/091 and c/o wing walls","Construction of link road from Nanidhar to Shankholi Km 0/0 to 2/600 (SH - Construction of Cross-Drainage works at various RDs in Km 0/0 to 2/600 i.e. 0/090, 1/611, 1/214, 1/742, 2/013, 1/904,2/267, 1/075, 1/113, 1/809 2/091 and c/o wing walls",please refer to tender document  ,NA ,"25,50,100",Civil Works - Roads,NA ,Rate Contract,90.0,90.0,Shillai,173027.0,NA ,NA ,NA ,Shillai,No ,No,500.0,Nil,Nil,Yes,1.0,ICICI BANK,EE Shillai,Executive Engineer HPPWD Division Shillai,1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,PWD,Ta-6409-6508dt-12-8-2021,2021_PWD_51340_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,17-Aug-2021 03:00 PM,23-Aug-2021 12:30 PM,17-Aug-2021 03:00 PM,23-Aug-2021 10:00 AM,NA ,NA ,17-Aug-2021 03:00 PM,23-Aug-2021 10:00 AM,31-Aug-2021 03:40 PM,"45,760",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,231607.0,BAJURAM CONTRACTOR,23-Aug-2021 09:59 AM,Rejected-Finance,Not lowest,08-Sep-2021 04:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,231533.0,JAGAT SINGH,22-Aug-2021 05:41 PM,Rejected-Finance,Not lowest,08-Sep-2021 04:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,231540.0,Mast Ram Prasher,22-Aug-2021 06:14 PM,Rejected-Finance,Not lowest,08-Sep-2021 04:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Sale tax registration refers general rule sr. No 21 and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,231603.0,M/S SURENDER NEGI,23-Aug-2021 09:04 AM,Rejected-Finance,Not lowest,08-Sep-2021 04:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,231350.0,NARESH KUMAR,22-Aug-2021 07:19 PM,Rejected-Finance,Not lowest,08-Sep-2021 04:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant (Refer Schedule F with reference to Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,231504.0,natta ram,22-Aug-2021 03:26 PM,Rejected-Finance,Not lowest,08-Sep-2021 04:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,231395.0,tarun sharma,22-Aug-2021 06:05 PM,Rejected-Finance,Not lowest,08-Sep-2021 04:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,231507.0,yashpal sharma,22-Aug-2021 04:03 PM,Accepted-AOC,AOC,27-Mar-2023 12:00 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
