Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,500.0,Nil,Nil,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",14-Feb-2023 09:00 AM,21-Feb-2023 11:00 AM,14-Feb-2023 09:00 AM,21-Feb-2023 09:00 AM,NA ,NA ,14-Feb-2023 09:00 AM,21-Feb-2023 09:00 AM,02-Mar-2023 10:00 AM,"42,200",No,fixed,,Nil,Nil,"Job 2 Periodical maintenance on link road to Village Khad Km 0-0 to 1-0 VR023, Panjawar Bathri road to village Bhoolgarh Km 0-0 to 0-550, 1-240 to 1-410,1-660 to 1-800 VR134 Under Incentive Scheme PMGSY","Job 2 Periodical maintenance on link road to Village Khad Km 0-0 to 1-0 VR023, Panjawar Bathri road to village Bhoolgarh Km 0-0 to 0-550, 1-240 to 1-410,1-660 to 1-800 VR134 Under Incentive Scheme PMGSY",Please refer to Bidding Documents ,NA ,"23,10,095",Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,PWD,Job 2 Periodical maintenance on link road to Vill,2023_PWD_68746_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,PWD,2023_PWD_68746_1,Job 2 Periodical maintenance on link road to Vill,"Job 2 Periodical maintenance on link road to Village Khad Km 0-0 to 1-0 VR023, Panjawar Bathri road to village Bhoolgarh Km 0-0 to 0-550, 1-240 to 1-410,1-660 to 1-800 VR134 Under Incentive Scheme PMGSY","Executive Engineer, Una Division, HPPWD, Una",Internal,"Supdt. Gr II Una Divn. HDM Una Divn., DAO Una Divn., AE to EE Una Divn.",Arvind Chaudhary,24-Feb-2023 07:24 PM,02-Mar-2023 10:00 AM,techsummary_103659.pdf (76.55 KB),"Er. V.K. Dhiman, EE",Internal,"Er. Kuldeep Singh AE to EE Amit Singh DAO Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Arvind Chaudhary,02-Mar-2023 07:36 PM,finsummary_103659.pdf (421.82 KB),10-Mar-2023,"INR 2,310,095",30.0,Baldev Singh,22-Feb-2024 10:13 AM,Awardletter.pdf (1390.00 KB),Awardletter,1.0,325704.0,B T Construction Company,20-Feb-2023 03:00 PM,Rejected-Finance,Not L-1,02-Mar-2023,Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,22-Feb-2023 06:06 PM,technical_103659.pdf,1.0,325705.0,Harpal Singh,INR,"2,420,287",Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,02-Mar-2023 07:09 PM,finance_103659.pdf,BOQ Comparative Chart
,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,2.0,325705.0,Harpal Singh,20-Feb-2023 01:40 PM,Accepted-AOC,ok,22-Feb-2024,,,,,,,,,,,,,,,,
,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
