Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,TBOS,Virender Kumar Bhardwaj,16-Jun-2021 11:17 AM,technical_71884.pdf,1.0,214947.0,AASTHA CONSTRUCTION COMPANY,08-Jun-2021 12:01 PM,Rejected-Finance,Rejected being a not lowest contractor,29-Jul-2021 04:05 PM,Finance,FBOS,Virender Kumar Bhardwaj,29-Jul-2021 03:57 PM,finance_71884.pdf,BOQ Comparative Chart,1.0,215142.0,Pankaj Kapoor,INR,"8,679,287",Er. Virender Bhardwaj,Internal,1 DAO 2 HDM 3 Supdtt Gr II 4 AE to EE,Virender Kumar Bhardwaj,29-Jul-2021 04:05 PM,finsummary_71884.pdf (16.51 KB),31-Jul-2021,"INR 8,679,287",365.0,Harsh Puri,15-Mar-2023 03:20 PM,1.pdf (1504.00 KB),AOC,PWD,2021_PWD_47952_1,PWD-TA-Tender/2020-21- 1022-7 dated 06.05.2021,Construction of Sub Treasury Office building at Chowari in Tehsil Bhattiyat Distt. Chamba,Er. Virender Bhardwaj,Internal,1 DAO 2 HDM 3 Supdtt Gr II 4 AE to EE,Virender Kumar Bhardwaj,16-Jun-2021 11:20 AM,16-Jun-2021 11:30 AM,techsummary_71884.pdf (114.16 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form through online mode,31-May-2021 05:00 PM,09-Jun-2021 03:30 PM,31-May-2021 05:00 PM,09-Jun-2021 03:00 PM,31-May-2021 05:00 PM ,08-Jun-2021 05:00 PM ,31-May-2021 05:00 PM,09-Jun-2021 03:00 PM,16-Jun-2021 11:30 AM,1.0,ICICI BANK,PWD,PWD-TA-Tender/2020-21- 1022-7 dated 06.05.2021,2021_PWD_47952_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer HPPWD Division Dalhousie,Executive Engineer HPPWD Division Dalhousie,"2,000",Nil,Nil,No,Construction of Sub Treasury Office building at Chowari in Tehsil Bhattiyat Distt. Chamba,"/O Building Portion, Water Supply, Sanitary installation, Rain Water Harvesting System, C/O Septic Tank and Soak Pit, Site Development work and boundary wall with gate",Please refer Tender documents. ,NA ,"53,93,354",Civil Works,NA ,Tender,75.0,770.0,Dalhousie,176304.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Dalhousie,No ,No,"1,07,870",No,fixed,,Nil,Nil,AOC
,,,,,2.0,215142.0,Pankaj Kapoor,06-Jun-2021 07:39 PM,Accepted-AOC,Work Completed,15-Mar-2023 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Earnest Money through online mode,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractors Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Similar nature Work Done Certificate not less than 40 percent of the estimated cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,List of Machineries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Form No 7 and 8 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An Affidavit that Information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An affidavit that the contractor has not more than two works in hand (Dalhousie Circle only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
