Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Construction of link road from Dadaman to Bhated Bassa km. 0/0 to 3/400,Construction of link road from Dadaman to Bhated Bassa km. 0/0 to 3/400,Please refer Tender documents. ,NA ,"2,04,35,623",Civil Works,NA ,Tender,90.0,365.0,Chowari,176302.0,NA ,NA ,NA ,Superintending Engineer 7th circle HPPWD Dalhousie,No ,No,"5,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Bid for Part-1 of the Bid as per Section-6,21-Nov-2022 12:00 PM,06-Dec-2022 11:30 AM,21-Nov-2022 12:00 PM,05-Dec-2022 11:00 AM,NA ,NA ,21-Nov-2022 12:00 PM,05-Dec-2022 11:00 AM,03-Jan-2023 11:30 AM,"4,09,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,Superintending Engineer,Superintending Engineer 7th circle HPPWD Dalhousie,PWD,SEVII - NIT- NABARD 2022-23-9720-40 DT 13-10-2022,2022_PWD_66732_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Superintending Engineer,Internal,Dealing Assistant (C and C) Superintendent G-II Engineer Officer Executive Engineer (D) Executive Engineer Chowari Division,Deepak Mahajan,28-Dec-2022 03:27 PM,03-Jan-2023 11:30 AM,techsummary_100407.pdf (3649.94 KB),PWD,2022_PWD_66732_1,SEVII - NIT- NABARD 2022-23-9720-40 DT 13-10-2022,Construction of link road from Dadaman to Bhated Bassa km. 0/0 to 3/400,14-Feb-2023,"INR 20,436,000",365.0,Deepak Mahajan,24-Mar-2023 06:49 PM,AL.pdf (4778.00 KB),Award letter,Superintending Engineer,Internal,Dealing Assistant (C and C) Superintending (W) Assistant Engineer (D) Executive Engineer (D),Deepak Mahajan,13-Feb-2023 06:39 PM,finsummary_100407.pdf (473.95 KB),Finance,Finance Bid Opening Summary,Deepak Mahajan,13-Feb-2023 06:31 PM,finance_100407.pdf,BOQ Comparative Chart,1.0,310734.0,Rakesh Mahajan Govt Contractor,INR,"14,304,935",1.0,310736.0,M/s R.K Mahajan Govt Contractor,04-Dec-2022 04:51 PM,Rejected-Finance,Other Than Lowest,13-Feb-2023 06:39 PM,Technical,Bid opening summary,Deepak Mahajan,07-Dec-2022 11:58 AM,technical_100407.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as per Section-1 Point No. 3 through online mode i.e. Scanned copy of e-Payment/,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,310714.0,NAVNEET SHARMA,03-Dec-2022 11:46 PM,Rejected-Finance,Other Than Lowest,13-Feb-2023 06:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section -2 Cl-16.2 through online mode i.e. Scanned copy of e-Payment/online pay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,310747.0,Nishchal Mahajan,03-Dec-2022 05:38 PM,Rejected-Finance,Other Than Lowest,13-Feb-2023 06:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per Q.1-Section-3 (1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,310750.0,rajat thakur govt contractor,05-Dec-2022 10:49 AM,Rejected-Finance,Other Than Lowest,13-Feb-2023 06:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.3.1, (1.3.2) (1.3.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,310734.0,Rakesh Mahajan Govt Contractor,05-Dec-2022 09:12 AM,Accepted-AOC,Work in progress,24-Mar-2023 06:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.4), (1.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,310742.0,Sandeep Govt Contractor,05-Dec-2022 02:56 AM,Rejected-Finance,Other Than Lowest,13-Feb-2023 06:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.6), (1.8), (1.9), (1.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,310721.0,sanjeev singh govt contractor,04-Dec-2022 11:28 AM,Rejected-Technical,Non Responsive,28-Dec-2022 03:27 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.2), (1.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,310744.0,V S SAINI,05-Dec-2022 10:46 AM,Rejected-Finance,Other Than Lowest,13-Feb-2023 06:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section 2 Cl (4.2g) and Cl 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,310730.0,Yashpal,05-Dec-2022 07:47 AM,Rejected-Finance,Other Than Lowest,13-Feb-2023 06:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section 2 Cl(4.4A (b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
