EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"10,900",No,fixed,,Nil,Nil,350.0,Nil,Nil,No,1.0,ICICI BANK,16-Feb-2023 06:05 PM,22-Feb-2023 11:00 AM,16-Feb-2023 06:10 PM,22-Feb-2023 09:00 AM,NA ,NA ,16-Feb-2023 06:15 PM,22-Feb-2023 09:00 AM,01-Mar-2023 11:30 AM,Restoration of rain damage on link road Govt. High School Chowki Jamwalan to Ghariana Jaswalan Chowk km. 0/0 to 0/300,SH PL 80mm thick interlocking paver block at RD 0038 to 0060 0233 to 0280,Please refer Tender documents. ,NA ,"5,43,358",Civil Works,NA ,Rate Contract,75.0,60.0,TAUNI DEVI,177023.0,NA ,NA ,NA ,TAUNI DEVI,No ,No,EXECUTIVE ENGINEER,"Executive Engineer, Tauni Devi Division, HP.PWD., Tauni Devi",1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form only mode through e-payment,PWD,PWTDD-GA-NIT-22-23-16911-19 DT. 13.2.2023,2023_PWD_69086_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,325103.0,Avtar Singh,18-Feb-2023 12:15 PM,Accepted-AOC,WORKAWARDED,11-Mar-2023 04:28 PM,Technical,SUMMARYATTACHED,Krishan Bhardwaj,28-Feb-2023 05:37 PM,technical_104137.pdf,Finance,SUMMARYATTACHED,Krishan Bhardwaj,04-Mar-2023 01:12 PM,finance_104137.pdf,BOQ Comparative Chart,1.0,325103.0,Avtar Singh,INR,"514,262",EXECUTIVEENGINEER,Internal,SUPDT DAO HDM,Krishan Bhardwaj,28-Feb-2023 06:00 PM,01-Mar-2023 11:30 AM,techsummary_104137.pdf (1544.39 KB),PWD,2023_PWD_69086_1,PWTDD-GA-NIT-22-23-16911-19 DT. 13.2.2023,Restoration of rain damage on link road Govt. High School Chowki Jamwalan to Ghariana Jaswalan Chowk km. 0/0 to 0/300,11-Mar-2023,"INR 514,262",60.0,Krishan Bhardwaj,11-Mar-2023 04:27 PM,69086AWARD.pdf (753.00 KB),AWARDATTACHED,EXECUTIVEENGINEER,Internal,SUPDT DAO HDM,Krishan Bhardwaj,04-Mar-2023 01:13 PM,finsummary_104137.pdf (679.10 KB),AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration REFER GENERAL RULES NO 20,,,,,,,,,,,,,,,AOC,2.0,325179.0,sunny kumar chopra,18-Feb-2023 04:20 PM,Rejected-Finance,L2,04-Mar-2023 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Copy of GST, PAN, EPF, Labour license a/w TCC",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 7, 8 duly signed by the contractor (General Rule No.26.7)",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate during last five year and Work In Hand Certificate duly signed by the concern,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/Undertaking that information furnished with the bid are correct (Name of works,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that the contractor has not more than two work in hand (General Rule No. 26.1),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidder should must be uploaded working programme,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
