EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"20,304",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722 18713-793 dt 25/02/23,2023_HPIPH_69739_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,R/M of various LWSS in Jal Shakti Division Nahan Tehsil Nahan Distt. Sirmour HP,Providing and supplying of skilled and unskilled labour for various LWSS schemes under Subdivision Sarahan and Narag,Please refer Tender documents. ,NA ,"10,15,200",Civil Works,NA ,Tender,120.0,180.0,Pachhad,173001.0,NA ,NA ,NA ,Nahan,No ,No,27-Feb-2023 05:00 PM,06-Mar-2023 11:30 AM,27-Feb-2023 05:00 PM,06-Mar-2023 11:00 AM,NA ,NA ,27-Feb-2023 05:00 PM,06-Mar-2023 11:00 AM,09-Mar-2023 11:30 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,AOC,ER Ashish Rana EE,Internal,DM HDM EE,Ashish Rana,10-Mar-2023 11:35 AM,finsummary_105194.pdf (170.53 KB),1.0,331246.0,PARDEEP SINGH,INR,"720,900","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2023_HPIPH_69739_2,NHN-SMROO-722 18713-793 dt 25/02/23,R/M of various LWSS in Jal Shakti Division Nahan Tehsil Nahan Distt. Sirmour HP,ER Ashish Rana EE,Internal,TA Supdt HDM DAO EE,Ashish Rana,09-Mar-2023 11:27 AM,09-Mar-2023 11:30 AM,techsummary_105194.pdf (316.97 KB),1.0,331365.0,ADITYA BHANDARI,03-Mar-2023 06:26 PM,Rejected-Finance,Reject,10-Mar-2023 11:35 AM,Finance,Financial Bid Opening Summary,Ashish Rana,09-Mar-2023 12:15 PM,finance_105194.pdf,BOQ Comparative Chart,Technical,Technical Bid opening summary,Ashish Rana,09-Mar-2023 11:22 AM,technical_105194.pdf,28-Mar-2023,"INR 1,015,200",180.0,Ashish Rana,28-Mar-2023 07:04 PM,AOC.pdf (806.00 KB),Award to Contractor,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Cost of Tender Form as mentioned in NIT,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,331339.0,KAMLENDER SINGH,03-Mar-2023 05:59 PM,Rejected-Finance,Reject,10-Mar-2023 11:35 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPJSV as mentioned in NIT,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3.0,331246.0,PARDEEP SINGH,03-Mar-2023 03:38 PM,Accepted-AOC,AOC,28-Mar-2023 07:04 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4.0,331654.0,Parmod Kumar Thakur,04-Mar-2023 11:12 PM,Rejected-Finance,Reject,10-Mar-2023 11:35 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST Registration as mentioned in NIT,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint venture is not allowed as mentioned in NIT,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and condition as mentioned in NIT,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit specifying that the benefit availed under earnest money exemption has not been exhauste,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
