Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
15-Mar-2023,"INR 552,935",30.0,Sushil Kumar,15-Mar-2023 04:45 PM,award137marandi.pdf (1586.00 KB),"The two contractors were in L1 and award was made using a draw, In the draw, M/S ESS.PEE, VPO Karsog, Tehsil Karsog Distt. Mandi (H.P.) got selected.",Technical,Fulfill all the techno-commercial condition as per bid document,Sushil Kumar,27-Feb-2023 04:15 PM,technical_103793.pdf,Finance,Financial bid opened by tender committee.,Sushil Kumar,14-Mar-2023 04:16 PM,finance_103793.pdf,BOQ Comparative Chart,1.0,325445.0,KAMAKSHA POWER PROJECTS AND CONSTRUCTION PRIVATE LIMITED,27-Feb-2023 09:37 AM,Rejected-Finance,"The two contractors were in L1 and award was made using a draw, In the draw, M/S ESS.PEE, VPO Karsog, Tehsil Karsog Distt. Mandi (H.P.) got selected.",14-Mar-2023 04:23 PM,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,27-Feb-2023 04:18 PM,27-Feb-2023 04:20 PM,techsummary_103793.pdf (505.90 KB),1.0,325464.0,SATPAL,INR,"414,701.25",HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,2023_HPSEB_68817_1,184619/2022-23-8389-94 Dated 09-02-2023,"Tender for replacement of 35 Nos rotten wooden poles from existing 100 KVA 22/0.4 KV s/stn Bhanera , 50 KVA Kao-1st and 25 KVA Marandi under ESD HPSEBL Karsog.","Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,14-Mar-2023 04:23 PM,finsummary_103793.pdf (1004.63 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,14-Feb-2023 05:00 PM,27-Feb-2023 12:30 PM,14-Feb-2023 05:00 PM,27-Feb-2023 10:30 AM,NA ,NA ,14-Feb-2023 05:00 PM,27-Feb-2023 10:30 AM,27-Feb-2023 04:20 PM,"13,823",No,fixed,,Nil,Nil,1.0,ICICI BANK,590.0,Nil,Nil,No,"Tender for replacement of 35 Nos rotten wooden poles from existing 100 KVA 22/0.4 KV s/stn Bhanera , 50 KVA Kao-1st and 25 KVA Marandi under ESD HPSEBL Karsog.","Tender for replacement of 35 Nos rotten wooden poles from existing 100 KVA 22/0.4 KV s/stn Bhanera , 50 KVA Kao-1st and 25 KVA Marandi under ESD HPSEBL Karsog.",Please refer tender document  ,N/A ,"5,52,935",Supply and Erection,Electrical work ,Tender,180.0,30.0,Karsog,175011.0,NA ,NA ,NA ,"Office of Sr. Executive Engineer,ED Karsog",No ,No,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog","Office of Sr. Executive Engineer,ED Karsog",1.0,DATE CORRIGENDUM,Date,,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,184619/2022-23-8389-94 Dated 09-02-2023,2023_HPSEB_68817_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,2.0,325464.0,SATPAL,23-Feb-2023 03:01 PM,Accepted-AOC,"The two contractors were in L1 and award was made using a draw, In the draw, M/S ESS.PEE, VPO Karsog, Tehsil Karsog Distt. Mandi (H.P.) got selected.",15-Mar-2023 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,EMD,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3.0,329362.0,VISHAL ELECTRICAL GOVT CONT,27-Feb-2023 10:14 AM,Rejected-Finance,"Price bid was found to be the L 1, but at the same time it was also found to be less than 25 percent of the NIT amount as per the terms and conditions mentioned in the tender document hence rejected.",14-Mar-2023 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,A Class Electrical License from competent authority as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Certificate of turnover from CA as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work experience/ work done certificate as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Affidavit of non blacklisting as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Undertaking of no litigation in Govt./ Semi Govt. institution as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Registration of PAN, GST, EPF and insurance policies for work man as per bid document",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Cancelled Check, Contact no. and Email ID as per bid document",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
