S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
1,119979,AJIT ENTERPRISE,26-Jul-2021 09:14 AM,Rejected-AOC,Rejected as L3 Bidder,09-Mar-2023 03:34 PM,Industries and Commerce Department||Assam Gas Company Ltd - ICD,2021_ICD_22023_1,AGCL/HR-A/Manpower-Supply/09,AGCL/HR-A/Manpower-Supply/09,Technical,Total of 15 nos Bidder have bided for this Tender as per summary uploaded,Utpal Borgohain,26-Jul-2021 03:33 PM,technical_34180.pdf,AOC,"2,000",Nil,Nil,Yes,29-Jun-2021 09:00 AM,26-Jul-2021 02:30 PM,29-Jun-2021 11:00 AM,26-Jul-2021 02:00 PM,29-Jun-2021 11:00 AM ,15-Jul-2021 02:30 PM ,29-Jun-2021 12:00 PM,26-Jul-2021 02:00 PM,30-Jul-2021 04:00 PM,1.0,SBI Bank,1.0,Bid submission Last Date Modification,Date,,1.0,Fee/PreQual/Technical,.pdf,Tender Document,Industries and Commerce Department||Assam Gas Company Ltd - ICD,AGCL/HR-A/Manpower-Supply/09,2021_ICD_22023_1,Yes,Open Tender,Supply,Services,2.0,No,No,Online,No,No,No,AGCL/HR-A/Manpower-Supply/09,Same as above,Please refer Tender documents. ,NA ,,Manpower Supply,Service ,Tender,60.0,60.0,"Assam Gas Company Limited, Duliajan",786602.0,NA ,NA ,NA ,Assam Gas Company Limited,No ,No,"40,000",Yes,fixed,,Nil,Nil,General Manager (HR-A),"Assam Gas Company Limited P.O- Duliajan,",AOC
2,119997,ASSAM PETROLEUM LIMITED,26-Jul-2021 11:24 AM,Rejected-AOC,Rejected as L10 Bidder,09-Mar-2023 03:34 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Tender BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,118736,BRAHMAPUTRA ENTERPRISE,24-Jul-2021 12:16 PM,Rejected-AOC,Rejected as L5 Bidder,09-Mar-2023 03:34 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,120089,CHETIA INFRACON PVT. LTD,26-Jul-2021 01:09 PM,Rejected-AOC,Rejected as L7 Bidder,09-Mar-2023 03:34 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,119213,DEBANGEE ENTERPRISE,13-Jul-2021 08:37 PM,Rejected-Technical,Technically Not Qualified,30-Jul-2021 03:52 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,120041,Janus Aviation Private Limited,25-Jul-2021 04:01 PM,Rejected-Technical,Technically Not Qualified,30-Jul-2021 03:52 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,119845,MS/ K.D BORGOHAIN,21-Jul-2021 11:22 AM,Rejected-AOC,Rejected as L9 Bidder,09-Mar-2023 03:34 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,119978,M/s Lakshya Powertech Pvt. Ltd.,26-Jul-2021 01:17 PM,Rejected-AOC,Rejected as L4 Bidder,09-Mar-2023 03:34 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,119974,M/s R T ASSOCIATES,26-Jul-2021 01:06 PM,Rejected-AOC,Rejected as L2 Bidder,09-Mar-2023 03:34 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,120008,PEE BEE AGENCY,24-Jul-2021 01:14 PM,Rejected-AOC,Rejected as L6 Bidder,09-Mar-2023 03:34 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
