Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,NIT,"1,500",Nil,Nil,No,1.0,ICICI BANK,Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla||CEO BBNDA at Baddi Distt.Solan (H.P.)||Executive Engineer (Project Division) BBNDA,BBNDA-06(PROJECT)NIT/6819-29 DATED 28.01.2023,2023_BBNDA_67759_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Key Dates Changed,Date,,31-Jan-2023 05:00 PM,14-Feb-2023 11:30 AM,31-Jan-2023 05:00 PM,14-Feb-2023 11:00 AM,31-Jan-2023 05:00 PM ,13-Feb-2023 05:00 PM ,31-Jan-2023 05:00 PM,14-Feb-2023 11:00 AM,20-Feb-2023 03:00 PM,"C/o link road karsoli Gullerwala near Vetenary Disp. To Gurdwara Sahib punjab Border, GP Karsoli.","C/o link road karsoli Gullerwala near Vetenary Disp. To Gurdwara Sahib punjab Border, GP Karsoli.",Please refer Tender documents. ,NA ,"36,56,257",Civil Works - Roads,NA ,Tender,75.0,90.0,NALAGARH,173205.0,BBNDA BADDI ,EE BBNDA BADDI ,02-Feb-2023 02:30 PM ,BBNDA BADDI,No ,No,EE BBNDA BADDI,BBNDA BADDI,"73,200",No,fixed,,Nil,Nil,AOC,Technical,Bid Opening Summary,Satpal Singh,14-Feb-2023 04:35 PM,technical_102080.pdf,Finance,Financial Summary,Satpal Singh,21-Feb-2023 04:52 PM,finance_102080.pdf,BOQ Comparative Chart,01-Mar-2023,"INR 3,656,257",90.0,Satpal Singh,03-Mar-2023 11:45 AM,RamBinderAOC.pdf (3225.00 KB),AOC,1,322257,BHARMINDER SINGH,13-Feb-2023 03:28 PM,Rejected-AOC,Reject,03-Mar-2023 11:45 AM,Addl. CEO,Internal,"EE, JC, AE I, AE II, JDM and Clerk",Satpal Singh,15-Feb-2023 12:47 PM,20-Feb-2023 03:00 PM,techsummary_102080.pdf (2083.87 KB),Addl. CEO,Internal,"EE, JC, AE I, AE II, JDM and Clerk",Satpal Singh,21-Feb-2023 04:54 PM,finsummary_102080.pdf (1201.33 KB),Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla||CEO BBNDA at Baddi Distt.Solan (H.P.)||Executive Engineer (Project Division) BBNDA,2023_BBNDA_67759_1,BBNDA-06(PROJECT)NIT/6819-29 DATED 28.01.2023,"C/o link road karsoli Gullerwala near Vetenary Disp. To Gurdwara Sahib punjab Border, GP Karsoli.",1.0,320083.0,RAM BINDER SINGH,INR,"2,559,380",AOC
2.0,Finance,.xls,BOQ,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,319764,Chander Mohan Chawla,07-Feb-2023 09:07 PM,Rejected-AOC,Reject,03-Mar-2023 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,321976,Darshan Singh,12-Feb-2023 07:12 PM,Rejected-AOC,Reject,03-Mar-2023 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,320975,gobind sahib enterprises,08-Feb-2023 03:36 PM,Rejected-AOC,Reject,03-Mar-2023 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,320799,IQBAL MOHAMAD,13-Feb-2023 05:29 PM,Rejected-Finance,Reject,21-Feb-2023 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,322146,M/S Jaswant Rai Verma,13-Feb-2023 08:06 PM,Rejected-Technical,As per mentioned in Technical Evaluation.,15-Feb-2023 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,320797,mustak,07-Feb-2023 05:23 PM,Rejected-AOC,Reject,03-Mar-2023 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,320083,RAM BINDER SINGH,04-Feb-2023 04:26 PM,Accepted-AOC,Accept,03-Mar-2023 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,322526,rehana,13-Feb-2023 09:00 PM,Rejected-AOC,Reject,03-Mar-2023 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,320939,YOGESH GOVT.CONTRACTOR,13-Feb-2023 10:44 AM,Rejected-AOC,Reject,03-Mar-2023 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
