S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,02-Sep-2022 04:55 PM,15-Nov-2022 04:30 PM,02-Sep-2022 05:00 PM,15-Nov-2022 02:00 PM,05-Sep-2022 09:00 AM ,09-Sep-2022 05:00 PM ,21-Sep-2022 02:00 PM,15-Nov-2022 02:00 PM,29-Nov-2022 04:00 PM,Health and Family Welfare Department||Assam Medical Services Corporation Limited,2022-Proc-NHM/9643,2022_HFWD_26831_1,Yes,Open Tender,Buy,Goods,2.0,No,No,Online,No,No,No,1.0,EXTENSION NOTICE,Date,,"2,000",Nil,Nil,No,"MANAGING DIRECTOR, AMSCL","MANAGING DIRECTOR, AMSCL, CDWH CAMPUS, PATHERQUERY, NARENGI, GUWAHATI 781026",1.0,Fee/PreQual/Technical,.pdf,"COURT STAMP FEE, IPO, EMD, TENDER FEE",Supply of Hospital Furniture and Fixtures,Supply of Hospital Furniture and Fixtures for various organisation,Please refer Tender documents. ,NA ,,Furniture/ Fixture,NA ,Rate Contract,180.0,60.0,"MD, AMSCL, PATHERQUERY, NARENGI",781026.0,"O/o MD, AMSCL, PATHERQUERY, NARENGI ","O/o MD, AMSCL, CDWH CAMPUS, PATHERQUERY, NARENGI, GUWAHATI 781026 ",13-Sep-2022 03:30 PM ,"O/o MD, AMSCL, PATHERQUERY, NARENGI",No ,No,"27,24,165",Yes,fixed,,Nil,Nil,AOC,Health and Family Welfare Department||Assam Medical Services Corporation Limited,2022_HFWD_26831_1,2022-Proc-NHM/9643,Supply of Hospital Furniture and Fixtures,AMD AMSCL,Internal,"PROC EXPERT, CFO, AMSCL GM PROC, FDA, SR. MGR i.c. EXE BME PROC i.c. EXE BME PROC AMSCL",Ranjit Das,21-Jan-2023 06:15 PM,finsummary_41377.pdf (19058.03 KB),1.0,158784.0,MEDIMEK INDUSTRIES,INR,1.0,21-Jan-2023,INR 1.0,60.0,Anirban Talukdar,14-Mar-2023 03:43 PM,Shakti.hosp.furnitire.pdf (781.00 KB),Shakti Corporation for the item Revolving Stool,"Addl MD , AMSCL",Internal,"Proc Expert, GM AMSCL, CFO AMSCL, Sr Manager AMSCL, Executive BME AMSCL, Inspector of Drugs",Ranjit Das,23-Nov-2022 07:18 PM,29-Nov-2022 04:00 PM,techsummary_41377.pdf (728.43 KB),Technical,Preliminary Technical Evaluation Report,Anirban Talukdar,17-Nov-2022 08:22 PM,technical_41377.pdf,Finance,AS PER MINUTES,Ranjit Das,21-Jan-2023 06:02 PM,finance_41377.pdf,BOQ Comparative Chart,1,159127,Adish Healthcare Services,03-Oct-2022 03:07 PM,Rejected-Technical,As per minutes,23-Nov-2022 07:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,EXTENSION 1,Financial Bid Opening Date Corrigendum,,,,,,,,,,.pdf,TENDER_DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,161969.0,Agam Pharmaceuticals,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2,161969,Agam Pharmaceuticals,15-Nov-2022 12:34 PM,Accepted-AOC,L1 Bidder,14-Mar-2023 04:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,3.0,EXTENSION 1,Other,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,3.0,162141.0,ITAS G. PHARMA,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,162002,Computer World Services,15-Nov-2022 11:22 AM,Not Admitted-Finance,Not qualified for AOC,21-Jan-2023 06:02 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,4.0,TECHNICAL CORRIGENDUM,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,4.0,162226.0,M/s. Shakti Corporation,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4,162141,ITAS G. PHARMA,15-Nov-2022 01:56 PM,Accepted-AOC,L1 Bidder,14-Mar-2023 04:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,160003,LIFE LINE ENGINEERING,15-Oct-2022 01:59 PM,Rejected-Technical,As per minutes,23-Nov-2022 07:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,158784,MEDIMEK INDUSTRIES,15-Nov-2022 11:18 AM,Accepted-AOC,L1 Bidder,14-Mar-2023 04:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,162188,MEDI WAVES INC,15-Nov-2022 11:55 AM,Rejected-Technical,As per minutes,23-Nov-2022 07:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,161992,M/S A.N. DRUGS DISTRIBUTORS,15-Nov-2022 12:21 PM,Rejected-Technical,As per minutes,23-Nov-2022 07:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,162226,M/s. Shakti Corporation,15-Nov-2022 01:43 PM,Accepted-AOC,L1 Bidder,14-Mar-2023 04:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,162079,PAWAN COMMUNICATIONS PRIVATE LIMITED,15-Nov-2022 11:23 AM,Not Admitted-Finance,Not qualified for AOC,21-Jan-2023 06:02 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,161994,Progressive Enterprises,15-Nov-2022 01:20 PM,Not Admitted-Finance,Not qualified for AOC,21-Jan-2023 06:02 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,158521,Pul Pul Manufacturer,14-Nov-2022 06:02 PM,Rejected-Technical,As per minutes,23-Nov-2022 07:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,160549,Shrinath Construction,15-Nov-2022 01:28 PM,Rejected-Technical,As per minutes,23-Nov-2022 07:18 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,158717,Twenty First Century Techno Products Pvt Ltd,31-Oct-2022 05:09 PM,Rejected-Technical,As per minutes,23-Nov-2022 07:18 PM,AOC
