Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee,.pdf,Proof of tender fee,"1,59,348",Yes,fixed,,Nil,Nil,HPSEBL,CE(MM)-01/2022,2022_HPSEB_59305_1,Yes,Open Tender,Item Wise,Goods,3.0,No,Yes,Online,No,No,No,"Chief Engineer (MM), Shimla","Office of CE (MM), Vidyut Bhawan, Shimla",08-Apr-2022 10:00 AM,28-Apr-2022 03:30 PM,08-Apr-2022 10:00 AM,27-Apr-2022 05:00 PM,NA ,NA ,11-Apr-2022 10:00 AM,27-Apr-2022 05:00 PM,05-Jul-2022 12:00 PM,Procurement of Porcelain Insulators of different types and ratings,Procurement of Porcelain Insulators of different types and ratings,As per NIT ,EMD for general bidders is Rs. 159348 and for registered local units is NIL ,"1,59,34,849",Electrical Work/ Equipment,NA ,Tender,120.0,180.0,"Chief Engineer (MM), Shimla",171004.0,NA ,NA ,NA ,"Office of CE (MM), Vidyut Bhawan, Shimla",No ,No,1.0,Corrigendum No. II,Date,,"1,180",Nil,Nil,No,1.0,ICICI BANK,AOC,02-Mar-2023,"INR 5,894,299.41",180.0,Suraj Pandey,02-Mar-2023 05:11 PM,AS.pdf (371.00 KB),Two Nos. POs placed on dated 10.01.2023,Finance,Price bid opening summary,Suraj Pandey,05-Jul-2022 01:01 PM,finance_89781.pdf,BOQ Comparative Chart,Technical,Techno-Commercial Bid Packet Opening Summary,Suraj Pandey,28-Apr-2022 04:47 PM,technical_89781.pdf,Sr. Executive Engineer III,Internal,Assistant Engineer Junior Engineer,Suraj Pandey,04-Jul-2022 05:27 PM,05-Jul-2022 12:00 PM,techsummary_89781.pdf (359.82 KB),1.0,278950.0,Agarwal Porcelain,24-Apr-2022 09:46 PM,Rejected-Technical,Documents as per NIT are not submitted,04-Jul-2022 05:27 PM,Sr. Executive Engineer Civil,Internal,Assistant Engineer Junior Engineer Accounts Officer,Suraj Pandey,02-Mar-2023 05:06 PM,finsummary_89781.pdf (371.09 KB),HPSEBL,2022_HPSEB_59305_1,CE(MM)-01/2022,Procurement of Porcelain Insulators of different types and ratings,1.0,276901.0,Bhatinda Ceramics Pvt. Ltd.,INR,"3,370,365.56",AOC
,,.pdf,Proof of EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,corrigendumNo1,Technical Bid,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,276901.0,Bhatinda Ceramics Pvt. Ltd.,25-Apr-2022 10:41 AM,Accepted-AOC,Quoted L-1 rates,02-Mar-2023 05:12 PM,,,,,,,,,,,2.0,278591.0,R.R. INDUSTRIES,INR,"2,523,933.85",AOC
2.0,PreQual/Technical,.pdf,Renewed BIS certificate and Renewed ISO certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,278397.0,Garg Insulators Private limited,22-Apr-2022 06:49 PM,Rejected-AOC,Not quoted L-1 rates,02-Mar-2023 05:12 PM,,,,,,,,,,,,,,,,AOC
,,.pdf,Purchase order/supply orders and performance certificate thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,276891.0,JAI MAA CERAMICS,26-Apr-2022 01:27 PM,Rejected-AOC,Not quoted L-1 rates,02-Mar-2023 05:12 PM,,,,,,,,,,,,,,,,AOC
,,.pdf,"GTPs, Drawings and type test reports of offered material",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,278591.0,R.R. INDUSTRIES,23-Apr-2022 05:54 PM,Accepted-AOC,Quoted L-1 rates,02-Mar-2023 05:12 PM,,,,,,,,,,,,,,,,AOC
,,.pdf,"Capacity assessment and list of machinery,testing Equip,acceptance,routine tests to be carried out",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,277396.0,TARUNA DECHOME PVT. LTD.,27-Apr-2022 01:55 PM,Rejected-Finance,The firm has not given its consent for extending offer validity.,02-Mar-2023 05:06 PM,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit of arbitration/court cases and blacklisted/debarred by any Govt./Semi Govt. organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Balance sheet of last three years,detail of bought out items.acc.,fittings part of offered material",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"GST reg. No.,PAN No. a/w Income tax and GST clearance certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Power of attorney/Board of resolution to sign the bid doc and acceptance of terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
