EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.2,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"5,69,700",No,fixed,,Executive Engineer NH Division HPPWD Solan,Solan,Rectification of Black spot at Shoghi Town through construction of steel foot path on Kalka Shimla Wangtoo Road on NH-05 from Km131/00 to 145/100 and Km0/0 to 13/00,"Construction of Steel Foot path, Zebra crossing and rumble strips for speed breaker at Km.134/800 to Km.135/100 at Shoghi Bazar.",As per Tender Document. ,NA ,"2,84,80,992",Civil Works - Roads,NA ,Tender,120.0,270.0,Shimla,171001.0,NA ,NA ,NA ,Solan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and earnest money,PWD,3286-3315 dated 12.09.2022,2022_PWD_64935_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,corrigendum II,Date,,Executive Engineer NH Division HPPWD Solan,Executive Engineer NH Division HPPWD Solan,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,14-Sep-2022 12:00 PM,12-Oct-2022 11:00 AM,14-Sep-2022 12:00 PM,12-Oct-2022 10:30 AM,NA ,NA ,14-Sep-2022 12:00 PM,12-Oct-2022 10:30 AM,01-Dec-2022 11:35 AM,"5,000",Executive Engineer NH Division HPPWD Solan,Solan,No,1.0,DD - Demand Draft,AOC,Er Kulbir Singh Thakur EE,Internal,Miss Akriti Aggarwal DAO Sh Ghan Shaym Mehta HDM Sh Rajinder Singh Supdtt Gr II Smt SAmriti Verma TA,Kulbir Singh Thakur,01-Dec-2022 11:30 AM,01-Dec-2022 11:35 AM,techsummary_97685.pdf (572.54 KB),PWD,2022_PWD_64935_1,3286-3315 dated 12.09.2022,Rectification of Black spot at Shoghi Town through construction of steel foot path on Kalka Shimla Wangtoo Road on NH-05 from Km131/00 to 145/100 and Km0/0 to 13/00,14-Feb-2023,"INR 22,686,195",270.0,Kulbir Singh Thakur,22-Mar-2023 12:24 PM,rajeshloa.pdf (229.00 KB),LOA,Er Kulbir Singh Thakur EE,Internal,Miss Akriti Aggarwal DAO Sh Ghanshyam Mehta HDM Sh Rajinder Singh Supdtt Gr II Smt Samriti Verma TA,Kulbir Singh Thakur,08-Dec-2022 11:37 AM,finsummary_97685.pdf (250.21 KB),1.0,304916.0,13 G Construction,10-Oct-2022 11:48 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Dec-2022 11:27 AM,Technical,technical bid opening summary,Kulbir Singh Thakur,01-Dec-2022 11:27 AM,technical_97685.pdf,1.0,305037.0,RAJESH SHARMA,INR,"22,686,195",Finance,financial summary,Kulbir Singh Thakur,08-Dec-2022 11:34 AM,finance_97685.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor registrtion,,,,,,,,,,,,,,,2.0,corrigendum,Other,,,,2.0,Certificate Details ,Registration Certificate ,Registration Certificate Details ,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,305057.0,Inder Singh Chauhan Construction Co.,11-Oct-2022 02:59 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Dec-2022 11:27 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Number,,,,,,,,,,,,,,,,,,,,,3.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,307773.0,kapoor sanjee,11-Oct-2022 06:30 PM,Rejected-Finance,Being L2,08-Dec-2022 11:37 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST / Sales Tax number,,,,,,,,,,,,,,,,,,,,,4.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,302852.0,M V D Cementation and Construction Pvt. Ltd.,11-Oct-2022 06:11 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD and Tender Fee not submitted,01-Dec-2022 11:27 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tools and plant",,,,,,,,,,,,,,,,,,,,,5.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,305037.0,RAJESH SHARMA,11-Oct-2022 12:30 PM,Accepted-AOC,BEING L1,22-Mar-2023 12:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of bid,,,,,,,,,,,,,,,,,,,,,6.0,Certificate Details ,Affidavit regarding No Near Relative working in department ,Affidavit regarding No Near Relative working in department ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,304728.0,Rohit Sharma,28-Sep-2022 05:59 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Dec-2022 11:27 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of all of documents,,,,,,,,,,,,,,,,,,,,,7.0,Financial Details ,Annual Turn over certificates from CA ,Annual Turn over certificates from CA ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,307977.0,Vinay Thakur,12-Oct-2022 10:00 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Dec-2022 11:27 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding gazetted and non-Gazetted employees in HPPWD related to him.,,,,,,,,,,,,,,,,,,,,,8.0,Litigation Details ,Litigation Details ,Litigation Details ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,work in hand,,,,,,,,,,,,,,,,,,,,,9.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
