Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
HPSEBL||CE(Gen) Sundernagar||SE(Gen) Bhaba Nagar,HPSEBL/SEGB/DB-7/2022-23-01,2023_HPSEB_68101_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Superintending Engineer,"Superintending Engineer, Generation Circle, HPSEBL, Bhabanagar.","9,912",No,fixed,,Nil,Nil,"1,180",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and EMD,15-Feb-2023 12:00 PM,07-Mar-2023 11:00 AM,15-Feb-2023 12:00 PM,06-Mar-2023 03:00 PM,NA ,NA ,15-Feb-2023 12:00 PM,06-Mar-2023 03:00 PM,13-Mar-2023 02:30 PM,1.0,DateCorrigendum,Date,,Runner Repair Ganvi Stage 1,"Repair of 21 Bucket Pelton Runner D including building up of eroded buckets to its normal profile through weld deposition, grinding, stress relieving and static balancing.",Please refer Tender documents. ,NA ,"9,91,200",Repair and Maintenance Works,NA ,Tender,60.0,45.0,Ganvi Stage 1 Power House,172101.0,NA ,NA ,NA ,Bhabanagar,No ,No,AOC,Ranjeet Bhatia,Internal,"SE,RE,AE(W),AAO",Ranjeet Bhatia,13-Mar-2023 04:41 PM,finsummary_102559.pdf (680.43 KB),1.0,328750.0,JWALA INDUSTRIES,INR,"755,200",HPSEBL||CE(Gen) Sundernagar||SE(Gen) Bhaba Nagar,2023_HPSEB_68101_1,HPSEBL/SEGB/DB-7/2022-23-01,Runner Repair Ganvi Stage 1,Technical,Summary,Ashutosh Thakur,07-Mar-2023 01:08 PM,technical_102559.pdf,Finance,Fin Open Summary,Ranjeet Bhatia,13-Mar-2023 03:12 PM,finance_102559.pdf,BOQ Comparative Chart,20-Mar-2023,"INR 755,200",45.0,Ranjeet Bhatia,20-Mar-2023 12:35 PM,JwalaGanviRunner.pdf (18216.00 KB),NOA no. 4140-43 dated 20.03.2023,1.0,329268.0,GoGoal Hydro Pvt. Ltd.,06-Mar-2023 01:28 PM,Rejected-Finance,L4,13-Mar-2023 04:41 PM,Ranjeet Bhatia,Internal,"SE,RE,AE(W),AAO",Ranjeet Bhatia,13-Mar-2023 02:28 PM,13-Mar-2023 02:30 PM,techsummary_102559.pdf (225.81 KB),AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,.pdf,Power of Attorney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,325234.0,Himsut Hydro,25-Feb-2023 04:47 PM,Rejected-Finance,L3,13-Mar-2023 04:41 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidders Eligibility and Qualifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,326991.0,Industrial Processors & Metallizers (P) Ltd,06-Mar-2023 12:31 PM,Rejected-Finance,L5,13-Mar-2023 04:41 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Subcontractors Proposed by the Bidder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,328750.0,JWALA INDUSTRIES,24-Feb-2023 05:43 PM,Accepted-AOC,AOC,20-Mar-2023 12:35 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Manufacturers Authorisation Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,327063.0,New Guru Nanak Engg. Works,27-Feb-2023 12:19 PM,Rejected-Finance,L2,13-Mar-2023 04:41 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Completion Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Guarantee Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Integrity Pact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Declaration for tax exemptions, reductions, allowances or benefits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
