Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"Dr. S.K.Walia, EE",Palampur Division HP.PWD Palampur,27-Feb-2023 10:00 AM,04-Mar-2023 11:30 AM,27-Feb-2023 10:00 AM,04-Mar-2023 11:00 AM,NA ,NA ,27-Feb-2023 10:00 AM,04-Mar-2023 11:00 AM,07-Mar-2023 11:30 AM,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of tender form,"Annual Repair of Type-II Pooled Qtrs. at Lohna near Fire Station Palampur (Block A and B) (SW - C/o U-shape drain, 2 No. Gate, P/F Rain Water pipe and Interlocking Paver etc)","Annual Repair of Type-II Pooled Qtrs. at Lohna near Fire Station Palampur (Block A and B) (SW - C/o U-shape drain, 2 No. Gate, P/F Rain Water pipe and Interlocking Paver etc)",Please refer Tender documents. ,NA ,"5,04,240",Civil Works - Buildings,NA ,Tender,75.0,90.0,Palampur,176061.0,NA ,NA ,NA ,HP.PWD Division Palampur,No ,No,PWD,EE Plp NIT No. 19740-89 dt 22.02.2023,2023_PWD_69726_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"10,100",No,fixed,,Nil,Nil,AOC,"Dr. Suresh Kumar Walia, EE",Internal,"T/A, Supdt, HDM, DAO, AE TO EE, AE Palampur",Manoj Sood,06-Mar-2023 05:25 PM,07-Mar-2023 11:30 AM,techsummary_105179.pdf (200.28 KB),PWD,2023_PWD_69726_1,EE Plp NIT No. 19740-89 dt 22.02.2023,"Annual Repair of Type-II Pooled Qtrs. at Lohna near Fire Station Palampur (Block A and B) (SW - C/o U-shape drain, 2 No. Gate, P/F Rain Water pipe and Interlocking Paver etc)",17-Mar-2023,"INR 504,240",90.0,Manoj Sood,20-Mar-2023 12:49 PM,20792.pdf (260.00 KB),AOC,"Dr. Suresh Kumar Walia, EE",Internal,"T/A, Supdt, HDM, DAO, AE to EE, AE Palampur",Manoj Sood,13-Mar-2023 04:01 PM,finsummary_105179.pdf (161.92 KB),Finance,Financial bid opening summary,Manoj Sood,13-Mar-2023 03:45 PM,finance_105179.pdf,BOQ Comparative Chart,1.0,330898.0,AMAN KUMAR,INR,"418,913.58",1.0,331137.0,ADARSH SOOD,03-Mar-2023 12:46 PM,Rejected-Finance,Bidder is found L3,13-Mar-2023 04:01 PM,Technical,Technical bid opening summary,Manoj Sood,06-Mar-2023 05:23 PM,technical_105179.pdf,AOC
,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,330898.0,AMAN KUMAR,02-Mar-2023 04:30 PM,Accepted-AOC,AOC,20-Mar-2023 12:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,331406.0,AMIT SHARMA,04-Mar-2023 10:26 AM,Rejected-Finance,Bidder is found L4,13-Mar-2023 04:01 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,331172.0,RISHI KUMAR TUTANIEA,03-Mar-2023 01:38 PM,Rejected-Finance,Bidder is found L2,13-Mar-2023 04:01 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with the bid are true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,List of machinery and Equipment as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Form 7/8 duly signed by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund( EPF) registration number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
