Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
06-Feb-2023 10:00 AM,17-Feb-2023 11:30 AM,06-Feb-2023 10:00 AM,16-Feb-2023 05:00 PM,NA ,NA ,06-Feb-2023 10:00 AM,16-Feb-2023 05:00 PM,25-Feb-2023 03:30 PM,1.0,Fee/PreQual/Technical,.pdf,Form of Bid for Part-I of the Bid as per Section-6.,1.0,ICICI BANK,PWD,NABARD 12,2023_PWD_68095_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Metalling and Tarring Kharat Jandrah Aerla Dola Karidiana road Km 0/000 to 8/035) Under NABARD RIDF XXVIII,"Formation cutting, retaining walls, breast wall, Cross drainage work, GSB, WBM-II, WBM-III, Tarring, cement concrete parapets , drain and parapet including five year routine maintenance). Under NABARD RIDF XXVIII",Please refer Tender documents. ,NA ,"5,81,69,694",Civil Works - Roads,NA ,Tender,120.0,540.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,O/o S E 5th circle HP PWD Palampur,No ,No,"11,64,000",No,fixed,,Nil,Nil,Superintending Engineer,O/o S E 5th circle HP PWD Palampur,"5,000",Nil,Nil,No,AOC,PWD,2023_PWD_68095_1,NABARD 12,Metalling and Tarring Kharat Jandrah Aerla Dola Karidiana road Km 0/000 to 8/035) Under NABARD RIDF XXVIII,SE 5th C Palampur,Internal,"EE (D) 5th Palampur, EE Tanda, DAO Tanda, AE (D) 5th Palampur, Supdt-II (B) 5th Palampur",Suresh Kumar Walia,21-Feb-2023 10:08 AM,25-Feb-2023 03:30 PM,techsummary_102551.pdf (784.00 KB),SE 5th C Palampur,Internal,"EE (D) 5th Palampur, EE Tanda, DAO Tanda, AE (D) 5th Palampur, Supdt-II (B) 5th Palampur",Suresh Kumar Walia,04-Mar-2023 11:56 AM,finsummary_102551.pdf (189.68 KB),10-Mar-2023,"INR 58,169,694",540.0,Suresh Kumar Walia,15-Mar-2023 11:46 AM,Award.pdf (267.00 KB),Award,Finance,sum,Suresh Kumar Walia,04-Mar-2023 11:54 AM,finance_102551.pdf,BOQ Comparative Chart,1.0,324259.0,Sanjal Sharma,INR,"52,230,232",1.0,323963.0,garg,15-Feb-2023 07:41 PM,Rejected-Finance,Lowest 2,04-Mar-2023 11:56 AM,Technical,sum,Suresh Kumar Walia,21-Feb-2023 10:06 AM,technical_102551.pdf,AOC
,,,,,,,,,,,.pdf,Bid Security as per Section-2 Cl-16.1 (online),2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,324259.0,Sanjal Sharma,16-Feb-2023 04:49 PM,Accepted-AOC,Award,15-Mar-2023 11:46 AM,,,,,,AOC
,,,,,,,,,,,.pdf,Registration as per Q.I-Section 3(1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,322697.0,Ujjawal Singh,15-Feb-2023 04:49 PM,Rejected-Finance,Lowest 3,04-Mar-2023 11:56 AM,,,,,,AOC
,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.3.1), (1.3.2), (1.3.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.4) along with document i.e. Bill, R.C. etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.6), (1.9)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.2), (1.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Q.I. as per Section 3(1.10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Q.I. as per Section-2 Cl(4.2 g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"PAN, Address of Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
