Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :
Providing and laying interlocking paver in front side of court yard of CLBP at Ind. Area Mehatpur Distt. Una (HP) (Balance work),(Balance work),Please refer Tender documents. ,NA ,"9,63,933",Civil Works,NA ,Tender,120.0,90.0,Mehatpur,174315.0,NA ,NA ,NA ,HPSIDC Shimla,No ,No,Executive Engineer,HPSIDC Shimla,"1,200",Nil,Nil,No,1.0,ICICI BANK,16-Feb-2023 11:00 AM,24-Feb-2023 11:00 AM,16-Feb-2023 11:00 AM,23-Feb-2023 05:00 PM,NA ,NA ,16-Feb-2023 11:00 AM,23-Feb-2023 05:00 PM,13-Mar-2023 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),"19,300",No,fixed,,Nil,Nil,HP SIDC Limited,Job No. 8,2023_SIDC_68944_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Finance,Financial summary,Sushant Singh Negi,15-Mar-2023 02:40 PM,finance_103967.pdf,BOQ Comparative Chart,Technical,Tender Summary,Sushant Singh Negi,13-Mar-2023 03:28 PM,,EE,Internal,"DM, Manager(F), AE(HQ)",Sushant Singh Negi,13-Mar-2023 03:58 PM,13-Mar-2023 04:00 PM,techsummary_103967.pdf (537.18 KB),1,326523,Abhinav sharma Govt Contractor,23-Feb-2023 05:42 AM,Accepted-AOC,AOC,13-Apr-2023,29-Mar-2023,"INR 674,750",90.0,Sushant Singh Negi,13-Apr-2023 12:40 PM,abhinavsharma.pdf (1447.00 KB),Award letter,1.0,326523.0,Abhinav sharma Govt Contractor,INR,"674,750",EE,Internal,"DM, Manager(F), AE(HQ)",Sushant Singh Negi,15-Mar-2023 03:02 PM,finsummary_103967.pdf (40.65 KB),HP SIDC Limited,2023_SIDC_68944_1,Job No. 8,Providing and laying interlocking paver in front side of court yard of CLBP at Ind. Area Mehatpur Distt. Una (HP) (Balance work)
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Signed copy of agreement form and approved make for materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,327525,Ankush Kaushal Govt Cont,23-Feb-2023 03:35 PM,Rejected-Finance,Eighth lowest bidder,15-Mar-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,326206,Atul Shrma,21-Feb-2023 12:54 PM,Rejected-Finance,Sixth lowest bidder,15-Mar-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that you have not more than 2 works in hand each of Rs.100 lakh or above in any department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,327018,MONIKA,22-Feb-2023 09:15 PM,Rejected-Finance,Second lowest bidder,15-Mar-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,325735,Ravinder Singh Govt Contractor,23-Feb-2023 02:01 PM,Rejected-Finance,Third lowest bidder,15-Mar-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,326212,Rishabh Singh Jhajj,22-Feb-2023 08:07 PM,Rejected-Finance,Seventh lowest bidder,15-Mar-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,327197,Roshan Lal,23-Feb-2023 03:35 PM,Rejected-Finance,Tenth lowest bidder,15-Mar-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,326278,Saurabh Loomba,22-Feb-2023 06:30 PM,Rejected-Finance,Fourth lowest bidder,15-Mar-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,325663,Shallu Malik Govt Contractor,20-Feb-2023 03:51 PM,Rejected-Finance,Fifth lowest bidder,15-Mar-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,327202,SUMIT KUMAR,23-Feb-2023 01:53 PM,Rejected-Finance,Ninth lowest bidder,15-Mar-2023,,,,,,,,,,,,,,,,,,,,,,
