object_id,Others_tenders_awarded_value
02-023-00003,3680477.0
02-023-00005,4625274.0
02-023-00008,8273746.0
02-024-02128,3237630.0
02-026-00017,3156750.0
02-027-00018,984167.0
02-027-00026,3237753.0
02-027-00028,3401084.0
02-028-02854,3854808.0
02-028-02855,4229068.0
02-028-02856,10530387.0
02-028-02859,23833160.0
02-029-00066,4302225.0
02-030-02109,4018315.0
02-031-00059,1935058.0
02-031-00060,3088088.0
02-031-00064,15864540.4
02-032-00053,5386112.0
02-032-01637,1137325.0
02-033-00044,4059952.0
02-033-00047,16710395.0
