Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,TechnicalBidOpeningSummary,Bhupinder Singh,11-Mar-2020 03:32 PM,technical_51523.pdf,1.0,150639.0,Reena Kumari,24-Feb-2020 01:44 PM,Rejected-Technical,As per Technical Bid Evaluation Proceeding,11-Mar-2020 05:26 PM,Finance,Proceedingregardingopeningoffinancialbids,Ravi Dutt Sharma,14-Mar-2020 05:17 PM,finance_51523.pdf,BOQ Comparative Chart,1.0,150720.0,Shivalik Construction Company,INR,"1,185,079",Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant , Prem Chand, Sr. Assistant",Ravi Dutt Sharma,14-Mar-2020 06:08 PM,finsummary_51523.pdf (679.03 KB),15-May-2020,"INR 969,835",30.0,Ravi Dutt Sharma,17-May-2020 04:51 PM,Awardletter.PDF (1754.00 KB),Award letter,PWD,2020_PWD_35142_1,Job 9 Periodical maintenance on link road to vill,"Job 9 Periodical maintenance on link road to village Bharolian Kalan road km.0-00 to 1-200 Sub Head Patch work , 30 mm thick BC , zebra crossing and side lines VR097 ii Link road Behdala Chattara Pirnigah road km. 0-0 to 0-040 Sub Head Patch wo",Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant , Prem Chand, Sr. Assistant",Bhupinder Singh,11-Mar-2020 05:26 PM,12-Mar-2020 02:00 PM,techsummary_51523.pdf (879.96 KB),AOC,"Job 9 Periodical maintenance on link road to village Bharolian Kalan road km.0-00 to 1-200 Sub Head Patch work , 30 mm thick BC , zebra crossing and side lines VR097 ii Link road Behdala Chattara Pirnigah road km. 0-0 to 0-040 Sub Head Patch wo","Job 9 Periodical maintenance on link road to village Bharolian Kalan road km.0-00 to 1-200 Sub Head Patch work , 30 mm thick BC , zebra crossing and side lines VR097 ii Link road Behdala Chattara Pirnigah road km. 0-0 to 0-040 Sub Head Patch wo",Please refer to Bidding Documents ,NA ,"9,69,835",Civil Works - Roads,NA ,Tender,120.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),17-Feb-2020 10:00 AM,25-Feb-2020 11:00 AM,17-Feb-2020 10:30 AM,24-Feb-2020 05:00 PM,NA ,NA ,17-Feb-2020 10:30 AM,24-Feb-2020 05:00 PM,12-Mar-2020 02:00 PM,PWD,Job 9 Periodical maintenance on link road to vill,2020_PWD_35142_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","19,400",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,1.0,FDR - Fixed Deposit,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,AOC
,,,,,2.0,150720.0,Shivalik Construction Company,24-Feb-2020 04:30 PM,Accepted-AOC,ok,17-May-2020 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
