Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
16-May-2020,"INR 952,400",61.0,Pradeep Singh,16-May-2020 04:14 PM,33930.pdf (162.00 KB),ER K K SHARMA,Internal,,Kishore Kumar Sharma,06-Feb-2020 05:12 PM,finsummary_49042.pdf (149.66 KB),ER K K SHARMA,Internal,,Kishore Kumar Sharma,03-Feb-2020 02:31 PM,04-Feb-2020 11:00 AM,techsummary_49042.pdf (1023.09 KB),PWD,2020_PWD_33930_1,MDII-RR DAMAGES ON CHANON GALOO TO SADYANA ROAD,R/R Damages on Chanon Galoo to Sadyana Road km 0/0 to 2/500.,Technical,Summary,Kishore Kumar Sharma,03-Feb-2020 02:29 PM,technical_49042.pdf,1.0,146867.0,AJAY JAMWAL,27-Jan-2020 05:07 PM,Rejected-Finance,L2,06-Feb-2020 05:12 PM,1.0,146198.0,DEVINDER KUMAR,INR,"952,400",Finance,Bid opening Summary,Kishore Kumar Sharma,06-Feb-2020 05:10 PM,finance_49042.pdf,BOQ Comparative Chart,AOC,350.0,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,Yes,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,"16,500",Yes,fixed,,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",07-Jan-2020 05:00 PM,29-Jan-2020 11:30 AM,07-Jan-2020 05:00 PM,29-Jan-2020 11:00 AM,NA ,NA ,07-Jan-2020 05:00 PM,29-Jan-2020 11:00 AM,04-Feb-2020 11:00 AM,1.0,DD - Demand Draft,PWD,MDII-RR DAMAGES ON CHANON GALOO TO SADYANA ROAD,2020_PWD_33930_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,R/R Damages on Chanon Galoo to Sadyana Road km 0/0 to 2/500.,C/O Wire crated Retaining wall at RD 0/225 to 0/240,Please refer Tender documents. ,NA ,"8,11,880",Civil Works,NA ,Tender,120.0,61.0,EE MANDI DIVISION NO-II HPPWD MANDI,175001.0,NA ,NA ,NA ,EE MANDI DIVISION NO-II HPPWD MANDI,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,147143.0,ANIL KUMAR,28-Jan-2020 04:50 PM,Rejected-Technical,Non Responsive,03-Feb-2020 02:31 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,"Earnest money(indicated in Schedule-F),",,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,146267.0,BALDEV SINGH,21-Jan-2020 05:37 PM,Rejected-Technical,NON Responsive,03-Feb-2020 02:31 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,146198.0,DEVINDER KUMAR,29-Jan-2020 10:27 AM,Accepted-AOC,L1,16-May-2020 04:14 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,GST(General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,147260.0,nitish thakur,29-Jan-2020 10:25 AM,Rejected-Finance,L4,06-Feb-2020 05:12 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Copy of PAN Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,147201.0,Rohit Saklani,28-Jan-2020 07:29 PM,Rejected-Finance,L3,06-Feb-2020 05:12 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,"Form No. 8 duly signed (General Rule No.26.7),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,"Affidavit regarding all the Information furnished with the bid are correct,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Affidavit showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
