Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Er. Narender Kumar EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Sh. Kishan Singh Supdt.G-II., Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,30-May-2020 01:08 PM,finsummary_48371.pdf (599.65 KB),30-May-2020,"INR 2,073,613",90.0,Kishan Lal Chaudhary,30-May-2020 01:16 PM,AOC.72.pdf (562.00 KB),WORK AWARDED TO SH. DINESH KUMAR GUPTA,PWD,2019_PWD_33557_1,AR AND MO TO MACHHER JABIYANA WASNI ROAD,A/R AND M/O to Machher Jabiyana Wasni road Km 0/0 to 8/465 (SH Providing and Fixing Interlocking Paver block on pathway along road side between Km 0/0 to 1/350),Er. N.K VERMA EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Sh. Krishan Singh Supdt. G-II, Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,06-Jan-2020 11:53 AM,06-Jan-2020 11:55 AM,techsummary_48371.pdf (1195.50 KB),1.0,143038.0,DINESH KUMAR GUPTA,INR,"2,439,994",Finance,SUMMARY,Kishan Lal Chaudhary,21-Jan-2020 12:35 PM,finance_48371.pdf,BOQ Comparative Chart,Technical,SUMMARY,Kishan Lal Chaudhary,06-Jan-2020 11:29 AM,technical_48371.pdf,1.0,142997.0,Ajeet Singh Govt. Contractor,01-Jan-2020 03:01 PM,Rejected-AOC,L6,30-May-2020 01:16 PM,AOC,1.0,DD - Demand Draft,500.0,EE RAJGARH,RAJGARH,No,1.0,Corrigendum,Other,,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,21-Dec-2019 02:00 PM,02-Jan-2020 11:00 AM,21-Dec-2019 02:00 PM,01-Jan-2020 05:00 PM,NA ,NA ,21-Dec-2019 02:00 PM,01-Jan-2020 05:00 PM,06-Jan-2020 11:55 AM,"39,000",No,fixed,,EE RAJGARH,RAJGARH,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,PWD,AR AND MO TO MACHHER JABIYANA WASNI ROAD,2019_PWD_33557_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,A/R AND M/O to Machher Jabiyana Wasni road Km 0/0 to 8/465 (SH Providing and Fixing Interlocking Paver block on pathway along road side between Km 0/0 to 1/350),A/R AND M/O to Machher Jabiyana Wasni road Km 0/0 to 8/465 (SH Providing and Fixing Interlocking Paver block on pathway along road side between Km 0/0 to 1/350),Please refer Tender documents. ,NA ,"20,73,613",Civil Works - Roads,NA ,Tender,90.0,90.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,143291.0,Babu Ram,31-Dec-2019 09:20 PM,Rejected-AOC,L5,30-May-2020 01:16 PM,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,143038.0,DINESH KUMAR GUPTA,31-Dec-2019 12:37 PM,Accepted-AOC,L1,30-May-2020 01:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,143376.0,HPPWD,01-Jan-2020 03:36 PM,Rejected-AOC,L7,30-May-2020 01:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,142993.0,Pawan Kumar,30-Dec-2019 12:50 PM,Rejected-AOC,L8,30-May-2020 01:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,142799.0,Satish Thakur,30-Dec-2019 10:42 AM,Rejected-AOC,L2,30-May-2020 01:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,142786.0,sukhpal,01-Jan-2020 04:02 PM,Rejected-AOC,L3,30-May-2020 01:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,142261.0,Tapender Thakur,24-Dec-2019 11:38 AM,Rejected-AOC,L4,30-May-2020 01:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor to submit the incomplete works on proforma mentioned S. No. 19 as per General Rules 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
