S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Tender Fess,Other,,PWD,PWD Civil Work -7578-98-Tanda,2020_PWD_35618_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,EE HP PWD Division Tanda at Nagrota Bagwan,1.0,DD - Demand Draft,500.0,Executive Engineer HP PWD Tanda,Kangra,No,26-Feb-2020 05:00 PM,09-Mar-2020 11:30 AM,26-Feb-2020 05:00 PM,07-Mar-2020 05:00 PM,NA ,NA ,26-Feb-2020 05:00 PM,07-Mar-2020 05:00 PM,13-Mar-2020 11:30 AM,"25,000",No,fixed,,Executive Engineer HP PWD Tanda,Tanda at Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,Repair of Govt. Senior Secondary School at Nagrota Bagwan (Boys) in Distt. Kangra (H.P.) (SH-Replacement of Roof.),Repair of Govt. Senior Secondary School at Nagrota Bagwan (Boys) in Distt. Kangra (H.P.) (SH-Replacement of Roof.),Please refer Tender documents. ,NA ,"12,50,000",Civil Works,NA ,Tender,120.0,90.0,Tanda,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,AOC,PWD,2020_PWD_35618_2,PWD Civil Work -7578-98-Tanda,Repair of Govt. Senior Secondary School at Nagrota Bagwan (Boys) in Distt. Kangra (H.P.) (SH-Replacement of Roof.),Dr Suresh Kumar walia,Internal,Er Ankit AE Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,12-Mar-2020 02:45 PM,13-Mar-2020 11:30 AM,techsummary_52288.pdf (781.29 KB),Dr Suresh Kumar walia,Internal,Er JN SHarma AE Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,11-May-2020 12:41 PM,finsummary_52288.pdf (781.29 KB),26-May-2020,"INR 1,250,000",90.0,Suresh Kumar Walia,27-May-2020 12:07 PM,Award.pdf (369.00 KB),Award,1.0,152636.0,Ashwani,05-Mar-2020 08:09 PM,Rejected-AOC,Lowest 4,27-May-2020 12:07 PM,Technical,Sum,Suresh Kumar Walia,12-Mar-2020 02:44 PM,technical_52288.pdf,Finance,Sum,Suresh Kumar Walia,11-May-2020 12:36 PM,finance_52288.pdf,BOQ Comparative Chart,1.0,153211.0,Neeraj,INR,"1,214,861",AOC
,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,153377.0,Bhag Singh,07-Mar-2020 02:11 PM,Rejected-AOC,Lowest 6,27-May-2020 12:07 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,153371.0,Kulbir Kumar,07-Mar-2020 01:12 PM,Rejected-AOC,Lowest 3,27-May-2020 12:07 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,152610.0,Megh Chand Rana,04-Mar-2020 06:48 PM,Rejected-AOC,Lowest 5,27-May-2020 12:07 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,153407.0,Munish Kumar,07-Mar-2020 03:15 PM,Rejected-AOC,Lowest 2,27-May-2020 12:07 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,153211.0,Neeraj,06-Mar-2020 05:10 PM,Accepted-AOC,Lowest 1,27-May-2020 12:07 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery as per SBD,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
