S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,DD - Demand Draft,PWD,No.PWC-WA-Contt.14635-734 dated 8.1.2020,2020_PWD_33995_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,13-Jan-2020 10:00 AM,28-Jan-2020 11:30 AM,13-Jan-2020 10:00 AM,27-Jan-2020 05:00 PM,NA ,NA ,13-Jan-2020 10:00 AM,27-Jan-2020 05:00 PM,03-Feb-2020 11:30 AM,Annual Maintenance of Chamba Tissa road Km. 4/0 to 5/500 Providing and Laying Bitumenous Concrete,Annual Maintenance of Chamba Tissa road Km. 4/0 to 5/500 Providing and Laying Bitumenous Concrete,Please refer Tender documents. ,NA ,"25,23,693",Civil Works,NA ,Tender,90.0,60.0,Chamba,176310.0,NA ,NA ,NA ,"Executive Engineer,Chamba Division HPPWD.,Chamba",No ,No,"Executive Engineer,Chamba Division HPPWD.,Chamba","Executive Engineer,Chamba Division HPPWD.,Chamba","45,400",No,fixed,,"Executive Engineer,Chamba Division HPPWD.,Chamba","Executive Engineer,Chamba Division HPPWD.,Chamba",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form in shape of Demand Draft,"1,500","Executive Engineer,Chamba Division HPPWD.,Chamba","Executive Engineer,Chamba Division HPPWD.,Chamba",No,AOC,PWD,2020_PWD_33995_1,No.PWC-WA-Contt.14635-734 dated 8.1.2020,Annual Maintenance of Chamba Tissa road Km. 4/0 to 5/500 Providing and Laying Bitumenous Concrete,EE,Internal,Senior Assistant Superintendent and Assistant,Jeet Singh Thakur,30-Jan-2020 07:05 PM,03-Feb-2020 11:30 AM,techsummary_49231.pdf (222.23 KB),EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,25-May-2020 12:20 PM,finsummary_49231.pdf (157.23 KB),25-May-2020,"INR 2,523,693",60.0,Jeet Singh Thakur,25-May-2020 12:21 PM,6.AOC18068.pdf (720.00 KB),Annual Maintenance of Chamba Tissa road Km. 4/0 to 5/500 Providing and Laying Bitumenous Concrete,1.0,146754.0,Des Raj and Co.,27-Jan-2020 01:24 PM,Rejected-AOC,L2,25-May-2020 12:21 PM,Technical,Bid opening Summary,Jeet Singh Thakur,30-Jan-2020 06:39 PM,technical_49231.pdf,1.0,146569.0,sahab singh thakur,INR,"3,225,942",Finance,Bid opening Summary,Jeet Singh Thakur,25-May-2020 12:17 PM,finance_49231.pdf,BOQ Comparative Chart,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,146569.0,sahab singh thakur,24-Jan-2020 10:30 PM,Accepted-AOC,L1,25-May-2020 12:21 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 and as per invitation of bid ),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. No.,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8 ,duly signed by the contractor",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect.,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Own Hot Mix Plant, Paver Finisher and road Roller documentary proof .",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done at least one similar work of forty percent of the estimated value of work (without L.D.),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
