Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EE BBNDA BADDI,BBNDA BADDI,"20,700",No,fixed,,EE BBNDA BADDI,BBNDA BADDI,Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla||CEO BBNDA at Baddi Distt.Solan (H.P.)||Executive Engineer (Project Division) BBNDA,BBNDA-06-ONLINE-2019-20 958-68 DATE 11.02.2020,2020_BBNDA_35068_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,15-Feb-2020 11:00 AM,06-Mar-2020 10:30 AM,15-Feb-2020 11:00 AM,04-Mar-2020 05:00 PM,15-Feb-2020 11:00 AM ,04-Mar-2020 04:00 PM ,15-Feb-2020 11:00 AM,04-Mar-2020 05:00 PM,16-Mar-2020 04:50 PM,R/R Damages of Bagheri Bagribass road.(SH- C/o 100 mtr Retaining wall at RD 0/400),R/R Damages of Bagheri Bagribass road.(SH- C/o 100 mtr Retaining wall at RD 0/400),Please refer Tender documents. ,NA ,"10,34,000",Civil Works - Others,RETAINING WALL ,Tender,90.0,90.0,NALAGARH,174101.0,NA ,NA ,NA ,BBNDA BADDI,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,FDR - Fixed Deposit,500.0,EE BBNDA BADDI,BBNDA BADDI,No,AOC,Addl. CEO,Internal,"EE, JC, AE I, AE II, JDM, Clerk",Satpal Singh,16-Mar-2020 04:42 PM,16-Mar-2020 04:50 PM,techsummary_51424.pdf (292.77 KB),1,152468,AJAY CHAUHAN,04-Mar-2020 01:48 PM,Rejected-Finance,Reject,28-May-2020 03:39 PM,Finance,Financial Summary,pardeep kumar,28-May-2020 03:32 PM,finance_51424.pdf,BOQ Comparative Chart,Technical,Bid Opening summary,Satpal Singh,16-Mar-2020 03:42 PM,technical_51424.pdf,28-May-2020,"INR 1,034,000",90.0,Satpal Singh,28-May-2020 03:54 PM,JRC.pdf (407.00 KB),AOC,Addl. CEO,Internal,"EE, JC, AE I, AE II, JDM",pardeep kumar,28-May-2020 03:39 PM,finsummary_51424.pdf (286.85 KB),Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla||CEO BBNDA at Baddi Distt.Solan (H.P.)||Executive Engineer (Project Division) BBNDA,2020_BBNDA_35068_1,BBNDA-06-ONLINE-2019-20 958-68 DATE 11.02.2020,R/R Damages of Bagheri Bagribass road.(SH- C/o 100 mtr Retaining wall at RD 0/400),1.0,152450.0,JRC CONTRACTOR,INR,"849,335",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,2,152469,Amarjeet kaur Govt. contractor,04-Mar-2020 01:23 PM,Rejected-AOC,REJECT,28-May-2020 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,152533,DARA SINGH CONTARCTOR,04-Mar-2020 03:55 PM,Rejected-AOC,REJECT,28-May-2020 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,151984,gobind sahib enterprises,02-Mar-2020 01:23 PM,Rejected-Finance,Reject,28-May-2020 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,152273,IQBAL MOHAMAD,03-Mar-2020 04:06 PM,Rejected-Finance,Reject,28-May-2020 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,152450,JRC CONTRACTOR,04-Mar-2020 12:49 PM,Accepted-AOC,ACCEPT,28-May-2020 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,152466,KARAM CHAND,04-Mar-2020 01:25 PM,Rejected-Finance,Reject,28-May-2020 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,152426,LAJJA RAM,04-Mar-2020 04:27 PM,Rejected-Finance,Reject,28-May-2020 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,151759,mangla constructions,28-Feb-2020 06:55 PM,Rejected-Finance,Reject,28-May-2020 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,152375,MANJIT SINGH & CO,03-Mar-2020 10:18 PM,Rejected-Finance,Reject,28-May-2020 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
