Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,07-Apr-2020 10:30 AM,05-May-2020 11:00 AM,07-Apr-2020 10:30 AM,05-May-2020 10:30 AM,NA ,NA ,07-Apr-2020 10:30 AM,05-May-2020 10:30 AM,11-May-2020 10:30 AM,350.0,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,No,PWD,R/R on various roads under Barsar Chakmoh,2020_PWD_36591_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,Restoration of rain damage on various roads under Barsar Sub-Division,"Hiring of excavator cum loader D-76 for removal of slip, clearance of drain and catch pit etc. Bhota,Bijhari and Chakmoh section )Deposit Head",Please refer Tender documents. ,NA ,"6,00,000",Civil Works - Roads,NA ,Tender,120.0,180.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,"12,000",No,fixed,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,1.0,Deadline for submission of Bids is 05-05-2020,Date,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,AOC,PWD,2020_PWD_36591_1,R/R on various roads under Barsar Chakmoh,Restoration of rain damage on various roads under Barsar Sub-Division,EE,Internal,Supdt HDM DAO,Pramod Kashyap,08-May-2020 06:11 PM,11-May-2020 10:30 AM,techsummary_54023.pdf (1115.08 KB),EE,Internal,Supdt HDM DAO,Pramod Kashyap,11-May-2020 05:05 PM,finsummary_54023.pdf (191.84 KB),16-May-2020,"INR 600,000",180.0,Pramod Kashyap,16-May-2020 02:23 PM,awardhiringchakmoh.pdf (416.00 KB),Restoration of rain damage on various roads under Barsar Sub-Division,1.0,156855.0,ASHWANI KUMAR GOVT CONTRACTOR,16-Apr-2020 07:15 PM,Rejected-Finance,L 2,11-May-2020 05:05 PM,Technical,techbidopeningsummary,Pramod Kashyap,05-May-2020 01:52 PM,technical_54023.pdf,1.0,156789.0,Sanjeev Kumar,INR,"645,000",Finance,fin,Pramod Kashyap,11-May-2020 05:02 PM,finance_54023.pdf,BOQ Comparative Chart,AOC
,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,2.0,extended Deadline for submission of Bids,Other,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,157578.0,BRAHAM DASS SHARMA,05-May-2020 09:18 AM,Rejected-Finance,L 3,11-May-2020 05:05 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,156787.0,dinesh kumar,12-Apr-2020 04:32 PM,Rejected-Finance,L 4,11-May-2020 05:05 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Similar Work done certificate ( Only Completed work ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,156775.0,Dinesh Kumar Sharma,17-Apr-2020 09:04 AM,Rejected-Finance,L 6,11-May-2020 05:05 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,"G.S.T. No.with latest clearance return, EPF No.with latest clearance return,Labour Licence, Pan Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,156789.0,Sanjeev Kumar,05-May-2020 09:52 AM,Accepted-AOC,L1,16-May-2020 02:23 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of machinery tool and plant with ownership documents / Affidavit Magistrate/Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,156879.0,sunil kumar,22-Apr-2020 09:27 AM,Rejected-Finance,L 5,11-May-2020 05:05 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Aff. That information submitted by bidder is true and correctattested by Magistrate/Notary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand certificate countersigned by the Engineer in charge not below the rank of Executive Eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Aff. bidder should not have more then 2 contracts at a time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
