Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Periodical Renewal on Dhamla to Khanud Narmela road (Actual Name Dhamla Manwa Dhanchukriya road) Km 0/0 to 19/0 (SH P/L WBM G-II , M/T in km 5/0 to 9/0 i/c Drain)","Periodical Renewal on Dhamla to Khanud Narmela road (Actual Name Dhamla Manwa Dhanchukriya road) Km 0/0 to 19/0 (SH P/L WBM G-II , M/T in km 5/0 to 9/0 i/c Drain)",Please refer Tender documents. ,NA ,"35,29,565",Civil Works - Roads,NA ,Tender,120.0,180.0,RAJGARH DIVISION HPPWD RAJAGRH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJAGRH,No ,No,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJAGRH,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,09-Dec-2019 09:00 AM,27-Dec-2019 11:00 AM,09-Dec-2019 09:00 AM,26-Dec-2019 05:00 PM,NA ,NA ,09-Dec-2019 09:00 AM,26-Dec-2019 05:00 PM,31-Dec-2019 12:05 PM,"60,500",No,fixed,,EE RAJGARH,RAJGARH,"1,500",EE RAJGARH,RAJGARH,No,PWD,PERIODICAL RENEWAL ON DHAMLA TO KHANUD,2019_PWD_33215_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,141911.0,Jagmohan Singh,21-Dec-2019 12:21 PM,Rejected-AOC,L2,30-May-2020 01:01 PM,Technical,SUMMARY,Kishan Lal Chaudhary,28-Dec-2019 12:02 PM,technical_47865.pdf,Finance,SUMMARY,Kishan Lal Chaudhary,01-Jan-2020 12:50 PM,finance_47865.pdf,BOQ Comparative Chart,1.0,142557.0,premsingh,INR,"4,892,185",PWD,2019_PWD_33215_1,PERIODICAL RENEWAL ON DHAMLA TO KHANUD,"Periodical Renewal on Dhamla to Khanud Narmela road (Actual Name Dhamla Manwa Dhanchukriya road) Km 0/0 to 19/0 (SH P/L WBM G-II , M/T in km 5/0 to 9/0 i/c Drain)",Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Sh. Kishan Singh Supdt. G-II, Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,31-Dec-2019 11:58 AM,31-Dec-2019 12:05 PM,techsummary_47865.pdf (640.57 KB),Er. Narender Kumar EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Sh. Kishan Singh Supdt.G-II., Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,30-May-2020 12:56 PM,finsummary_47865.pdf (700.86 KB),30-May-2020,"INR 3,529,565",180.0,Kishan Lal Chaudhary,30-May-2020 01:01 PM,AOC.73.pdf (555.00 KB),work awarded to sh. Prem Singh,AOC
,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,142557.0,premsingh,26-Dec-2019 02:39 PM,Accepted-AOC,L1,30-May-2020 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PROOF OF MANDATORY MACHINERY TOOL AND PLANTS as per Gen. Rules 25 and Schedule F Sr. No.6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
