S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,Executive Engineer,EE HP PWD Division Tanda at Nagrota Bagwan,500.0,Executive Engineer HP PWD Tanda,Kangra,No,"41,700",No,fixed,,Executive Engineer HP PWD Tanda,Tanda at Nagrota Bagwan,PWD,PWD Civil Work -7521-40-Tanda,2020_PWD_35412_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,24-Feb-2020 03:00 PM,06-Mar-2020 11:30 AM,24-Feb-2020 03:00 PM,05-Mar-2020 05:00 PM,NA ,NA ,24-Feb-2020 03:00 PM,05-Mar-2020 05:00 PM,21-Mar-2020 03:00 PM,Periodic maintenance of Malan to Kawari road Km 0/000 to 6/000 under Annual Maintenance Plan for the year 2020-21 PMGSY (HP0408VR045) in Distt. Kangra (H.P.),Providing and laying 30mm thick bitumen concrete with paver finisher complete in Km 4/000 to 6/000,Please refer Tender documents. ,NA ,"22,74,159",Civil Works - Roads,NA ,Tender,120.0,90.0,Tanda,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,AOC,1.0,152146.0,Navneet Thakur,03-Mar-2020 09:42 AM,Accepted-AOC,Lowest 1,27-May-2020 01:17 PM,Technical,Sum,Suresh Kumar Walia,17-Mar-2020 04:55 PM,technical_52038.pdf,1.0,152146.0,Navneet Thakur,INR,"2,465,301",Finance,Sum,Suresh Kumar Walia,19-May-2020 02:25 PM,finance_52038.pdf,BOQ Comparative Chart,Dr Suresh Kumar walia,Internal,Er JN SHarma AE Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,17-Mar-2020 04:57 PM,21-Mar-2020 03:00 PM,techsummary_52038.pdf (838.52 KB),PWD,2020_PWD_35412_4,PWD Civil Work -7521-40-Tanda,Periodic maintenance of Malan to Kawari road Km 0/000 to 6/000 under Annual Maintenance Plan for the year 2020-21 PMGSY (HP0408VR045) in Distt. Kangra (H.P.),26-May-2020,"INR 2,274,159",90.0,Suresh Kumar Walia,27-May-2020 01:17 PM,Award.pdf (368.00 KB),Award,Dr Suresh Kumar walia,Internal,Er JN SHarma AE Ajit Kumar Supdt Gr II Suraj Parkash DAO,Suresh Kumar Walia,19-May-2020 02:27 PM,finsummary_52038.pdf (194.79 KB),AOC
2.0,FDR - Fixed Deposit,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,152730.0,pritam singh thkur,05-Mar-2020 02:13 PM,Rejected-AOC,Lowest 3,27-May-2020 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Copy of Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,152846.0,Rohit,05-Mar-2020 03:37 PM,Rejected-Technical,Not Fulfill criteria,17-Mar-2020 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,152896.0,Ujjawal Singh,05-Mar-2020 03:34 PM,Rejected-Technical,Not Fulfill criteria,17-Mar-2020 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,152664.0,VP SHARMA,04-Mar-2020 09:34 PM,Rejected-AOC,Lowest2,27-May-2020 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Under taking no arbitration/litigation with PWD in pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Detail of Machinery as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
