S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,DD - Demand Draft,1.0,Deadline for submission of Bids is 05-05-2020,Date,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,PWD,R/R on various roads under Dhaneta sub Division,2020_PWD_36589_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,Restoration of rain damage on various roads under Dhaneta Sub-Division,"Hiring of excavator cum loader D-76 for removal of slip, clearance of drain and catch pit etc. )Deposit Head",Please refer Tender documents. ,NA ,"6,00,000",Civil Works - Roads,NA ,Tender,120.0,180.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,350.0,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,No,"12,000",No,fixed,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,07-Apr-2020 10:30 AM,05-May-2020 11:00 AM,07-Apr-2020 10:30 AM,05-May-2020 10:30 AM,NA ,NA ,07-Apr-2020 10:30 AM,05-May-2020 10:30 AM,11-May-2020 10:30 AM,AOC,EE,Internal,Supdt HDM DAO,Pramod Kashyap,08-May-2020 06:13 PM,11-May-2020 10:30 AM,techsummary_54021.pdf (1054.64 KB),PWD,2020_PWD_36589_1,R/R on various roads under Dhaneta sub Division,Restoration of rain damage on various roads under Dhaneta Sub-Division,16-May-2020,"INR 600,000",180.0,Pramod Kashyap,16-May-2020 02:16 PM,awardhiringdhaneta.pdf (443.00 KB),Restoration of rain damage on various roads under Dhaneta Sub-Division,EE,Internal,Supdt HDM DAO,Pramod Kashyap,11-May-2020 04:39 PM,finsummary_54021.pdf (199.89 KB),Finance,fin,Pramod Kashyap,11-May-2020 04:34 PM,finance_54021.pdf,BOQ Comparative Chart,1.0,157581.0,AJINDER THAKUR,INR,"500,000",1.0,157581.0,AJINDER THAKUR,05-May-2020 07:27 AM,Accepted-AOC,L 1,16-May-2020 02:16 PM,Technical,bid opening summary,Pramod Kashyap,05-May-2020 01:43 PM,technical_54021.pdf,AOC
2.0,FDR - Fixed Deposit,2.0,Deadline for submission of Bids is 24-04-2020,Other,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,156850.0,ASHWANI KUMAR GOVT CONTRACTOR,16-Apr-2020 07:19 PM,Rejected-Finance,L 5,11-May-2020 04:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,157579.0,BRAHAM DASS SHARMA,05-May-2020 01:34 AM,Rejected-Finance,L 2,11-May-2020 04:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar Work done certificate ( Only Completed work ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,156794.0,dinesh kumar,13-Apr-2020 06:24 PM,Rejected-Finance,L 8,11-May-2020 04:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"G.S.T. No.with latest clearance return, EPF No.with latest clearance return,Labour Licence, Pan Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,156776.0,Dinesh Kumar Sharma,17-Apr-2020 09:02 AM,Rejected-Finance,L 9,11-May-2020 04:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with ownership documents / Affidavit Magistrate/Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,156801.0,geeta devi,14-Apr-2020 12:57 PM,Rejected-Finance,L 7,11-May-2020 04:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. That information submitted by bidder is true and correctattested by Magistrate/Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,157580.0,KALYANI DEVI GOVT CONT,05-May-2020 07:09 AM,Rejected-Finance,L 6,11-May-2020 04:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate countersigned by the Engineer in charge not below the rank of Executive Eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,157588.0,RAFEEK MOHAMMAD,05-May-2020 08:40 AM,Rejected-Finance,L 3,11-May-2020 04:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. bidder should not have more then 2 contracts at a time each of Rs.100.00lacs or more in circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,156878.0,SURENDER MOHAN GOVT CONT,17-Apr-2020 08:50 AM,Rejected-Finance,L4,11-May-2020 04:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
