Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Construction of Medical College Division building HP PWD at Tanda now renamed HP PWD Divisional office building Tanda at Nagrota Bagwan (SH Construction of Building work Water supply and Sanitary installation),Construction of Medical College Division building HP PWD at Tanda now renamed HP PWD Divisional office building Tanda at Nagrota Bagwan (SH Construction of Building work Water supply and Sanitary installation),Please refer Tender documents. ,NA ,"1,87,96,922",Civil Works - Buildings,NA ,Tender,120.0,730.0,TANDA,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,"5,000",EE HPPWD Division Tanda at Nagrota Bagwan,Kangra,No,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,"2,20,500",No,fixed,,EE HPPWD Division Tanda at Nagrota Bagwan,Tanda at Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,PWD,PWD CIVIL-7911-30-TANDA,2019_PWD_31964_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,04-Oct-2019 05:00 PM,31-Oct-2019 11:30 AM,04-Oct-2019 05:00 PM,30-Oct-2019 05:00 PM,NA ,NA ,04-Oct-2019 05:00 PM,30-Oct-2019 05:00 PM,02-Nov-2019 11:00 AM,1.0,DD - Demand Draft,AOC,Finance,Sum,Suresh Kumar Walia,13-Nov-2019 02:52 PM,finance_45979.pdf,BOQ Comparative Chart,1.0,135309.0,Ashwani Sood,INR,"21,170,021.28",1.0,135309.0,Ashwani Sood,30-Oct-2019 03:12 PM,Accepted-AOC,Lowest 1,12-May-2020 11:52 AM,Technical,Sum,Suresh Kumar Walia,01-Nov-2019 04:40 PM,technical_45979.pdf,Dr Suresh Kumar Walia,Internal,Er JN Sharma AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,01-Nov-2019 04:42 PM,02-Nov-2019 11:00 AM,techsummary_45979.pdf (772.98 KB),PWD,2019_PWD_31964_1,PWD CIVIL-7911-30-TANDA,Construction of Medical College Division building HP PWD at Tanda now renamed HP PWD Divisional office building Tanda at Nagrota Bagwan (SH Construction of Building work Water supply and Sanitary installation),30-Mar-2020,"INR 21,170,021",730.0,Suresh Kumar Walia,12-May-2020 11:52 AM,Award.pdf (1083.00 KB),Award,Dr Suresh Kumar Walia,Internal,Er JN Sharma AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,13-Nov-2019 02:56 PM,finsummary_45979.pdf (194.54 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,135246.0,SANDHIR MALHI,29-Oct-2019 05:02 PM,Rejected-AOC,Lowest 3,12-May-2020 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,135296.0,SANJAY SONI,30-Oct-2019 01:28 PM,Rejected-AOC,Lowest 4,12-May-2020 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,135250.0,Ujjawal Singh,30-Oct-2019 02:03 PM,Rejected-AOC,Lowest 2,12-May-2020 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF No.,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand detail,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
