Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Executive Engineer,EE HP PWD Division Tanda at Nagrota Bagwan,PWD,PWD Civil Work -7578-98-Tanda,2020_PWD_35618_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,Executive Engineer HP PWD Tanda,Kangra,Yes,"43,000",No,fixed,,Executive Engineer HP PWD Tanda,Tanda at Nagrota Bagwan,26-Feb-2020 05:00 PM,09-Mar-2020 11:30 AM,26-Feb-2020 05:00 PM,07-Mar-2020 05:00 PM,NA ,NA ,26-Feb-2020 05:00 PM,07-Mar-2020 05:00 PM,17-Mar-2020 11:30 AM,Construction of Cow Sadan at Nagrota Bagwan in Distt. Kangra (H.P.) DEPOSIT WORK. (SH - Construction of Civil work only.),Construction of Cow Sadan at Nagrota Bagwan in Distt. Kangra (H.P.) DEPOSIT WORK. (SH Construction of Civil work only.),Please refer Tender documents. ,NA ,"23,50,000",Civil Works,NA ,Tender,120.0,180.0,Tanda,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,1.0,Tender Fess,Fee,,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,AOC,Dr Suresh Kumar walia,Internal,Er JN Sharma AE Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,13-Mar-2020 05:23 PM,17-Mar-2020 11:30 AM,techsummary_52286.pdf (733.61 KB),PWD,2020_PWD_35618_1,PWD Civil Work -7578-98-Tanda,Construction of Cow Sadan at Nagrota Bagwan in Distt. Kangra (H.P.) DEPOSIT WORK. (SH - Construction of Civil work only.),26-May-2020,"INR 23,500,000",180.0,Suresh Kumar Walia,28-May-2020 10:40 AM,Award.pdf (293.00 KB),Award,Dr Suresh Kumar walia,Internal,Er JN SHarma AE Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,11-May-2020 12:48 PM,finsummary_52286.pdf (733.61 KB),1.0,153384.0,Bhag Singh,07-Mar-2020 02:31 PM,Rejected-AOC,Lowest 3,28-May-2020 10:40 AM,Technical,Sum,Suresh Kumar Walia,13-Mar-2020 05:22 PM,technical_52286.pdf,Finance,Sum,Suresh Kumar Walia,11-May-2020 12:44 PM,finance_52286.pdf,BOQ Comparative Chart,1.0,153218.0,Neeraj,INR,"2,553,204",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest Money in shape of FDR as per SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,153218.0,Neeraj,06-Mar-2020 05:29 PM,Accepted-AOC,Lowest 1,28-May-2020 10:40 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,153373.0,Parveen Kumar,07-Mar-2020 01:23 PM,Rejected-AOC,Lowest 2,28-May-2020 10:40 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,153408.0,Sanjay Kaistha,07-Mar-2020 03:43 PM,Rejected-AOC,Lowest 4,28-May-2020 10:40 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery as per SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
