Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
24-Jul-2019 05:00 PM,03-Aug-2019 11:30 AM,24-Jul-2019 05:00 PM,03-Aug-2019 11:00 AM,NA ,NA ,24-Jul-2019 05:00 PM,03-Aug-2019 11:00 AM,06-Aug-2019 03:00 PM,PWD,MDII-SHAHEED SUBEDAR KHEM CHAND,2019_PWD_30416_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,Yes,1.0,DD - Demand Draft,"33,100",Yes,fixed,,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,Construction of A/A for Shaheed Subedar Khem Chand GSSS Saigaloo Tehsil Kotli Distt. Mandi,C/O ground floor including stair case,Please refer Tender documents. ,NA ,"16,51,186",Civil Works,NA ,Tender,120.0,180.0,EE MANDI DIVISION NO-II HPPWD MANDI,175001.0,NA ,NA ,NA ,EE MANDI DIVISION NO-II HPPWD MANDI,No ,No,AOC,Finance,Bid opening Summary,Pradeep Singh,16-Aug-2019 09:39 AM,finance_43827.pdf,BOQ Comparative Chart,1.0,126641.0,GIRDHARI LAL,INR,"2,089,525",1.0,126543.0,CHAND RAM,02-Aug-2019 12:09 PM,Rejected-Finance,L3,16-Aug-2019 09:43 AM,Technical,Summary,Pradeep Singh,06-Aug-2019 02:44 PM,technical_43827.pdf,ER PRADEEP SINGH,Internal,,Pradeep Singh,06-Aug-2019 02:46 PM,06-Aug-2019 03:00 PM,techsummary_43827.pdf (302.39 KB),PWD,2019_PWD_30416_1,MDII-SHAHEED SUBEDAR KHEM CHAND,Construction of A/A for Shaheed Subedar Khem Chand GSSS Saigaloo Tehsil Kotli Distt. Mandi,18-May-2020,"INR 2,089,525",180.0,Pradeep Singh,18-May-2020 04:43 PM,30416.pdf (167.00 KB),ER PRADEEP SINGH,Internal,,Pradeep Singh,16-Aug-2019 09:43 AM,finsummary_43827.pdf (124.46 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,.pdf,"Earnest money(indicated in Schedule-F),",,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,126512.0,Desh Raj,02-Aug-2019 12:19 PM,Rejected-Finance,L4,16-Aug-2019 09:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,126641.0,GIRDHARI LAL,03-Aug-2019 09:30 AM,Accepted-AOC,L1,18-May-2020 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST(General Rule No.21),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,126623.0,VIJAY KUMAR,02-Aug-2019 05:00 PM,Rejected-Finance,L2,16-Aug-2019 09:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,126519.0,YOG RAJ,01-Aug-2019 07:32 PM,Rejected-Technical,NON Responsive,06-Aug-2019 02:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8 duly signed (General Rule No.26.7),",,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit regarding all the Information furnished with the bid are correct,",,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted off,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
