Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,"1,500",EE RAJGARH,RAJGARH,No,1.0,DD - Demand Draft,PWD,ARMO CHAILLA NERIPUL YASHWANT NAGAR ROAD 55 TO 57,2019_PWD_32691_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"63,000",No,fixed,,EE RAJGARH,RAJGARH,A/R M/O to Chailla Neripul Yashwant Nagar Kumarhatti road km 19/775 to 62/0 (SH Providing renewal coat in Km. 55/0 to 57/675).,A/R M/O to Chailla Neripul Yashwant Nagar Kumarhatti road km 19/775 to 62/0 (SH Providing renewal coat in Km. 55/0 to 57/675).,Please refer Tender documents. ,NA ,"36,74,754",Civil Works - Roads,NA ,Tender,120.0,90.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,18-Nov-2019 05:00 PM,30-Nov-2019 11:00 AM,18-Nov-2019 05:00 PM,29-Nov-2019 05:00 PM,NA ,NA ,18-Nov-2019 05:00 PM,29-Nov-2019 05:00 PM,03-Dec-2019 04:40 PM,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,AOC,Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Smt. Asha Kamal HDM, , Sh. Kishan Singh Supdt. G-II. Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,03-Dec-2019 04:30 PM,03-Dec-2019 04:40 PM,techsummary_47147.pdf (649.50 KB),PWD,2019_PWD_32691_1,ARMO CHAILLA NERIPUL YASHWANT NAGAR ROAD 55 TO 57,A/R M/O to Chailla Neripul Yashwant Nagar Kumarhatti road km 19/775 to 62/0 (SH Providing renewal coat in Km. 55/0 to 57/675).,29-May-2020,"INR 3,674,754",90.0,Kishan Lal Chaudhary,29-May-2020 03:47 PM,AOC.75.pdf (967.00 KB),work awarded to M/S Asphalt Carpet Construction,Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Smt. Asha Kamal HDM, Sh. Balbir Singh Sr. Asstt. Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,29-May-2020 03:43 PM,finsummary_47147.pdf (811.21 KB),1.0,137895.0,ashish kaushal,29-Nov-2019 11:31 AM,Rejected-Technical,Original DD and Bid security not deposited,03-Dec-2019 04:30 PM,Technical,SUMMARY,Kishan Lal Chaudhary,03-Dec-2019 04:21 PM,technical_47147.pdf,1.0,137809.0,Asphalt Carpet Construction Company,INR,"5,089,434",Finance,SUMMARY,Kishan Lal Chaudhary,21-Dec-2019 01:46 PM,finance_47147.pdf,BOQ Comparative Chart,AOC
,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,137809.0,Asphalt Carpet Construction Company,27-Nov-2019 05:03 PM,Accepted-AOC,L1,29-May-2020 03:47 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,137893.0,naresh vij govt contractor,29-Nov-2019 11:23 AM,Rejected-Technical,Original DD and Bid security not deposited,03-Dec-2019 04:30 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,137815.0,Ravinder Kumar Gupta,27-Nov-2019 05:22 PM,Rejected-AOC,L2,29-May-2020 03:47 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Undertaking regarding uploaded documents are clear scan, true and correct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,PROOF OF MANDATORY MACHINERY TOOL AND PLANTS as per Gen. Rules 25 and Schedule F Sr. No.6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
