Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
PWD,PWD Civil Work -6248-77-Tanda,2020_PWD_34329_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,24-Jan-2020 06:00 PM,12-Feb-2020 11:30 AM,24-Jan-2020 06:00 PM,11-Feb-2020 05:00 PM,NA ,NA ,24-Jan-2020 06:00 PM,11-Feb-2020 05:00 PM,26-Feb-2020 11:30 AM,500.0,Executive Engineer HP PWD Tanda,Kangra,No,Executive Engineer,EE HP PWD Division Tanda at Nagrota Bagwan,"22,210",No,fixed,,Executive Engineer HP PWD Tanda,Tanda at Nagrota Bagwan,Construction of Additional Alteration in Govt. High School at Sunhi in Distt Kangra (HP) (Deposit Work) (SH-Construction of 2 Nos Class room only),Construction of Additional Alteration in Govt. High School at Sunhi in Distt Kangra (HP) (Deposit Work) (SH-Construction of 2 Nos Class room only),Please refer Tender documents. ,NA ,"11,10,207",Civil Works - Buildings,NA ,Tender,120.0,180.0,Tanda,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,AOC,PWD,2020_PWD_34329_2,PWD Civil Work -6248-77-Tanda,Construction of Additional Alteration in Govt. High School at Sunhi in Distt Kangra (HP) (Deposit Work) (SH-Construction of 2 Nos Class room only),Dr Suresh Kumar walia,Internal,Er Ankit AE Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,22-Feb-2020 01:51 PM,26-Feb-2020 11:30 AM,techsummary_49989.pdf (736.33 KB),Dr Suresh Kumar walia,Internal,Er Ankit AE Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,02-Mar-2020 01:36 PM,finsummary_49989.pdf (194.22 KB),28-May-2020,"INR 1,110,207",180.0,Suresh Kumar Walia,29-May-2020 03:17 PM,Award.pdf (290.00 KB),Award,1.0,148908.0,Arpit Sharma,10-Feb-2020 05:23 PM,Rejected-AOC,Lowest 5,29-May-2020 03:17 PM,Technical,Sum,Suresh Kumar Walia,22-Feb-2020 01:49 PM,technical_49989.pdf,Finance,Sum,Suresh Kumar Walia,02-Mar-2020 01:33 PM,finance_49989.pdf,BOQ Comparative Chart,1.0,148951.0,Bhag Singh,INR,"1,210,677",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest Money in shape of FDR as per SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,149006.0,ASHISH KUMAR GOVT CONTRACTOR,11-Feb-2020 02:29 PM,Rejected-AOC,Lowest 6,29-May-2020 03:17 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,148951.0,Bhag Singh,10-Feb-2020 07:27 PM,Accepted-AOC,Lowest 1,29-May-2020 03:17 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,147677.0,Megh Chand Rana,31-Jan-2020 06:59 PM,Rejected-AOC,Lowest 3,29-May-2020 03:17 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,149023.0,Parveen Kumar,11-Feb-2020 03:38 PM,Rejected-AOC,Lowest 2,29-May-2020 03:17 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,149016.0,Ravinder Kumar,11-Feb-2020 01:31 PM,Rejected-AOC,Lowest 4,29-May-2020 03:17 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery as per SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
