Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,25-May-2020 12:44 PM,finsummary_49236.pdf (182.27 KB),25-May-2020,"INR 1,536,388",60.0,Jeet Singh Thakur,25-May-2020 12:46 PM,9.AOC18151.pdf (835.00 KB),Annual Maintenance of Nand Gaon to Koh road Km. 0/0 to 1/800 Providing and Laying Bitumenous Concrete,PWD,2020_PWD_33995_6,No.PWC-WA-Contt.14635-734 dated 8.1.2020,Annual Maintenance of Nand Gaon to Koh road Km. 0/0 to 1/800 Providing and Laying Bitumenous Concrete,EE,Internal,Senior Assistant Superintendent and Assistant,Jeet Singh Thakur,30-Jan-2020 07:20 PM,03-Feb-2020 11:30 AM,techsummary_49236.pdf (210.48 KB),Technical,Bid opening Summary,Jeet Singh Thakur,30-Jan-2020 06:46 PM,technical_49236.pdf,1.0,146627.0,Ms R.K. Mahajan,25-Jan-2020 01:39 PM,Rejected-AOC,L2,25-May-2020 12:46 PM,Finance,Bid opening Summary,Jeet Singh Thakur,25-May-2020 12:40 PM,finance_49236.pdf,BOQ Comparative Chart,1.0,146536.0,Surinder Pal Dhall,INR,"1,969,890",AOC,500.0,"Executive Engineer,Chamba Division HPPWD.,Chamba","Executive Engineer,Chamba Division HPPWD.,Chamba",No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form in shape of Demand Draft,1.0,DD - Demand Draft,"30,600",No,fixed,,"Executive Engineer,Chamba Division HPPWD.,Chamba","Executive Engineer,Chamba Division HPPWD.,Chamba",PWD,No.PWC-WA-Contt.14635-734 dated 8.1.2020,2020_PWD_33995_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Annual Maintenance of Nand Gaon to Koh road Km. 0/0 to 1/800 Providing and Laying Bitumenous Concrete,Annual Maintenance of Nand Gaon to Koh road Km. 0/0 to 1/800 Providing and Laying Bitumenous Concrete,Please refer Tender documents. ,NA ,"15,36,388",Civil Works,NA ,Tender,90.0,60.0,Chamba,176310.0,NA ,NA ,NA ,"Executive Engineer,Chamba Division HPPWD.,Chamba",No ,No,"Executive Engineer,Chamba Division HPPWD.,Chamba","Executive Engineer,Chamba Division HPPWD.,Chamba",13-Jan-2020 10:00 AM,28-Jan-2020 11:30 AM,13-Jan-2020 10:00 AM,27-Jan-2020 05:00 PM,NA ,NA ,13-Jan-2020 10:00 AM,27-Jan-2020 05:00 PM,03-Feb-2020 11:30 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,146536.0,Surinder Pal Dhall,24-Jan-2020 06:19 PM,Accepted-AOC,L1,25-May-2020 12:46 PM,,,,,,,,,,,,AOC,,,,,,,.pdf,Earnest Money in shape of FDR,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Copy of G.S.T. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,"Form No. 8 ,duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,"Own Hot Mix Plant, Paver Finisher and road Roller documentary proof .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Work done at least one similar work of forty percent of the estimated value of work (without L.D.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
