S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,ICICI BANK,Executive Engineer,Jal Shakti Division Dharampur Bharari,1.0,Fee,.pdf,Cost of tender form in the shape of Demand Draft or e-payment of Rs.2500/-,"Engineering, procurement, construction, testing, commissioning, of multi village rural water supply scheme for Kamlah and Mandap Area in Dharampur Block of Mandi District (HP) including trial run for 03 months and operation and maintenance for 5 year","Engineering, procurement, construction, testing, commissioning, of multi village rural water supply scheme for Kamlah and Mandap Area in Dharampur Block of Mandi District (HP) including trial run for 03 months and operation and maintenance for 5 year",Please refer Tender documents. ,NA ,"1,22,53,13,299",Civil Works - Water Works,NA ,Tender,180.0,730.0,Sidhpur and Seoh,175040.0,Shimla ,Engineer in Chief Jal Shakti Vibhag Jal Shakti Bhawan Tutikandi Shimla ,07-Mar-2020 11:00 AM ,Dharampur Bharari,No ,No,29-Feb-2020 06:00 PM,16-Mar-2020 02:30 PM,29-Feb-2020 06:00 PM,16-Mar-2020 12:00 PM,NA ,NA ,29-Feb-2020 06:00 PM,16-Mar-2020 12:00 PM,19-Mar-2020 06:25 PM,"1,22,53,133",No,fixed,,EE Dharampur Bharari,Dharampur,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",15271-15321 dated 29.02.2020,2020_HPIPH_35794_1,Yes,Open Tender,Turn-key,Works,3.0,No,No,Both(Online/Offline),No,No,No,"2,500",EE Dharampur Bharari,Dharampur,No,AOC,Engineer-in-Chief,Internal,,Rakesh Prashar,29-May-2020 11:42 AM,finsummary_52571.pdf (924.83 KB),1.0,154593.0,Unipro Techno Infrastructure Pvt Ltd,INR,"1,219,245,452","HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",2020_HPIPH_35794_1,15271-15321 dated 29.02.2020,"Engineering, procurement, construction, testing, commissioning, of multi village rural water supply scheme for Kamlah and Mandap Area in Dharampur Block of Mandi District (HP) including trial run for 03 months and operation and maintenance for 5 year",1.0,154425.0,DEVENDRA CONSTRUTION CO.,14-Mar-2020 04:02 PM,Rejected-AOC,rejected,29-May-2020 11:48 AM,Engineer in chief,Internal,,Rakesh Prashar,19-Mar-2020 06:20 PM,19-Mar-2020 06:25 PM,techsummary_52571.pdf (589.27 KB),Technical,Minutes of meeting,Rakesh Prashar,19-Mar-2020 06:15 PM,technical_52571.pdf,Finance,proceeding of negotiation,Rakesh Prashar,29-May-2020 11:37 AM,finance_52571.pdf,BOQ Comparative Chart,29-May-2020,"INR 1,225,313,299",730.0,Rakesh Prashar,29-May-2020 11:48 AM,awardletterkamlah.pdf (11578.00 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,.pdf,Certificate of Registration with IPH Department in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,154555.0,Laxmi Civil Engineering Services Pvt. Ltd.,16-Mar-2020 10:59 AM,Rejected-AOC,rejected,29-May-2020 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Income Tax/EPF/GST registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3.0,154551.0,NKG INFRASTRUCTURE LIMITED,14-Mar-2020 11:30 AM,Rejected-AOC,rejected,29-May-2020 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,"Work done, experience, annum turn over and other eligibility criteria as per Pre qualification",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4.0,154593.0,Unipro Techno Infrastructure Pvt Ltd,15-Mar-2020 01:01 PM,Accepted-AOC,1st lowest,29-May-2020 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,The authorization letter regarding digital signature certificate (DSC) of the person authorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,undertaking that I have carefully studied tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Earnest money only in the shape of small saving instruments fixed depositor payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,2.0,PreQual/Technical,.pdf,Detailed proposal alongwith drawings of the proposed percolation well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Make/Model of the proposed pumping machinery alongwith the characteristic curves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Flow diagram of Booster stage/Complete scheme as per the site condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
