Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Er. Sanjeev Agnihotri E.E,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Dinesh Kumar, DAO, Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant",Ravi Dutt Sharma,18-Jan-2020 10:21 AM,finsummary_48380.pdf (737.03 KB),16-May-2020,"INR 34,320,840",548.0,Ravi Dutt Sharma,18-May-2020 03:02 PM,Awardletter.PDF (1590.00 KB),Award letter,PWD,2019_PWD_33570_1,Construction of building of Govt. Industrial Train,"Construction of building of Govt. Industrial Training Institute Santokhgarh at Mehatpur Tehsil and Distt. Una Sub Head Construction of building portion, Water Supply and Sanitary Installation, Boundary Wall, Rain Water Harvesting Tank ,Septic Tank",Er. Sanjeev Agnihotri E.E,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Dinesh Kumar, DAO, Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant",Ravi Dutt Sharma,15-Jan-2020 11:33 AM,17-Jan-2020 10:00 AM,techsummary_48380.pdf (144.57 KB),Technical,TechnicalBidOpeningSummary,Bhupinder Singh,03-Jan-2020 05:49 PM,technical_48380.pdf,1.0,143518.0,", D.S.Rathore",02-Jan-2020 12:46 PM,Rejected-AOC,ok,18-May-2020 03:02 PM,1.0,143514.0,m/s kathuria constrution co.,INR,"38,955,952",Finance,Proceedingregardingopeningoffinancialbids,Ravi Dutt Sharma,18-Jan-2020 10:07 AM,finance_48380.pdf,BOQ Comparative Chart,AOC,PWD,Construction of building of Govt. Industrial Train,2019_PWD_33570_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"3,76,000",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",23-Dec-2019 10:00 AM,03-Jan-2020 11:00 AM,23-Dec-2019 10:30 AM,02-Jan-2020 05:00 PM,NA ,NA ,23-Dec-2019 10:30 AM,02-Jan-2020 05:00 PM,17-Jan-2020 10:00 AM,"5,000","Executive Engineer, Una Division, HPPWD, Una",Una,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),1.0,FDR - Fixed Deposit,"Construction of building of Govt. Industrial Training Institute Santokhgarh at Mehatpur Tehsil and Distt. Una Sub Head Construction of building portion, Water Supply and Sanitary Installation, Boundary Wall, Rain Water Harvesting Tank ,Septic Tank","Construction of building of Govt. Industrial Training Institute Santokhgarh at Mehatpur Tehsil and Distt. Una Sub Head Construction of building portion, Water Supply and Sanitary Installation, Boundary Wall, Rain Water Harvesting Tank ,Septic Tank",Please refer to Bidding Documents ,NA ,"3,43,20,840",Civil Works - Buildings,NA ,Tender,120.0,548.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,143540.0,Himachal Techno Engineers,02-Jan-2020 01:50 PM,Rejected-AOC,ok,18-May-2020 03:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,143571.0,KDN Infrastructure Pvt. Ltd.,02-Jan-2020 04:17 PM,Rejected-AOC,ok,18-May-2020 03:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,143514.0,m/s kathuria constrution co.,02-Jan-2020 03:44 PM,Accepted-AOC,ok,18-May-2020 03:02 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/ C.A. Annual Report a/w balance sheet as Per General Rules 28.2a and 28.2b,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Credit facility of minimum 10Percent of estimated cost from the Scheduled Bank be attached.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,AOC
