Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
500.0,Executive Engineer HP PWD Tanda,Kangra,No,"42,000",No,fixed,,Executive Engineer HP PWD Tanda,Tanda at Nagrota Bagwan,30-Jan-2020 03:00 PM,18-Feb-2020 11:00 AM,30-Jan-2020 03:00 PM,17-Feb-2020 05:00 PM,NA ,NA ,30-Jan-2020 03:00 PM,17-Feb-2020 05:00 PM,04-Mar-2020 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,PWD,PWD Civil Work -6631-45-Tanda,2020_PWD_34414_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Construction of 60.837 mtrs span centre to centre bearing (2 span of 30.00 mtrs each) RCC Box Girder Bridge over Baner Khad on Dadh to Suvidha Complex Baroi Chowk road at RD 0/486 under RIDF-XXI (NABARD) in Distt Kangra (HP),"Construction of Balance work of formation cutting, Retaining wall, Edge wall, U-Shape drain, Cross Drainage, Parapets, Metalling and Tarring etcetera",Please refer Tender documents. ,NA ,"22,35,030",Civil Works - Roads,NA ,Tender,120.0,180.0,Tanda,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,1.0,DD - Demand Draft,Executive Engineer,EE HP PWD Division Tanda at Nagrota Bagwan,AOC,1.0,149451.0,BITTHAL BHARDWAJ,14-Feb-2020 05:05 PM,Rejected-Technical,Not Fulfill criteria,29-Feb-2020 12:55 PM,Technical,Sum,Suresh Kumar Walia,29-Feb-2020 12:53 PM,technical_50313.pdf,1.0,149102.0,Rahul,INR,"2,881,212",Finance,Sum,Suresh Kumar Walia,06-Mar-2020 04:21 PM,finance_50313.pdf,BOQ Comparative Chart,PWD,2020_PWD_34414_1,PWD Civil Work -6631-45-Tanda,Construction of 60.837 mtrs span centre to centre bearing (2 span of 30.00 mtrs each) RCC Box Girder Bridge over Baner Khad on Dadh to Suvidha Complex Baroi Chowk road at RD 0/486 under RIDF-XXI (NABARD) in Distt Kangra (HP),Dr Suresh Kumar walia,Internal,Er JN Sharma AE Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,29-Feb-2020 12:55 PM,04-Mar-2020 11:30 AM,techsummary_50313.pdf (769.49 KB),Dr Suresh Kumar walia,Internal,Er JN Sharma AE Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,06-Mar-2020 04:23 PM,finsummary_50313.pdf (194.40 KB),26-May-2020,"INR 2,235,030",180.0,Suresh Kumar Walia,28-May-2020 10:48 AM,Award.pdf (295.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,AOC,2.0,149741.0,Puneet Khosla,17-Feb-2020 04:45 PM,Rejected-AOC,Lowest 2,28-May-2020 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,149102.0,Rahul,13-Feb-2020 10:17 PM,Accepted-AOC,Lowest 1,28-May-2020 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,149854.0,RAJEEV KUMAR ANAND,17-Feb-2020 04:12 PM,Rejected-AOC,Lowest 3,28-May-2020 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
