Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, G-II, Smt. Asha Kamal HDM, Sh. Balbir Singh Sr. Asstt. Sh. Ghan Shyam Jr. Asstt",Kishan Lal Chaudhary,29-May-2020 12:41 PM,finsummary_45528.pdf (303.38 KB),29-May-2020,"INR 8,280,942",365.0,Kishan Lal Chaudhary,29-May-2020 01:17 PM,AOC.pdf (939.00 KB),work awarded to Sh. Akash Sharma,PWD,2019_PWD_31643_1,SE-XII-WS-RGH- Tender/19-3519-20 dt. 16.9.19,"Widening and CD/MT of link road to Bhureshwar Mahadev Temple in km 0/0 to 2/315 (SH ROFD, R/wall, CD works , GSB , WBM-II III, M/T works , Road side V-shape drain and Parapets etc. in km 0/00 to 2/315",Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Smt. Asha Kamal HDM, , Sh. Balbir Singh Sr. Asstt. Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,03-Dec-2019 04:28 PM,03-Dec-2019 04:30 PM,techsummary_45528.pdf (1632.43 KB),Technical,SUMMARY,Kishan Lal Chaudhary,14-Nov-2019 04:56 PM,technical_45528.pdf,1.0,133389.0,akash,10-Oct-2019 10:39 AM,Accepted-AOC,L1,29-May-2020 01:17 PM,1.0,133389.0,akash,INR,"9,998,916",Finance,SUMMARY,Kishan Lal Chaudhary,21-Dec-2019 01:41 PM,finance_45528.pdf,BOQ Comparative Chart,AOC,PWD,SE-XII-WS-RGH- Tender/19-3519-20 dt. 16.9.19,2019_PWD_31643_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,Rajgarh Division HPPWD Rajgarh,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,"2,000",EE Rajagrh,Rajgarh,No,"1,15,500",No,fixed,,EE RAJGARH,RAJGARH,1.0,DD - Demand Draft,"Widening and CD/MT of link road to Bhureshwar Mahadev Temple in km 0/0 to 2/315 (SH ROFD, R/wall, CD works , GSB , WBM-II III, M/T works , Road side V-shape drain and Parapets etc. in km 0/00 to 2/315","Widening and CD/MT of link road to Bhureshwar Mahadev Temple in km 0/0 to 2/315 (SH ROFD, R/wall, CD works , GSB , WBM-II III, M/T works , Road side V-shape drain and Parapets etc. in km 0/00 to 2/315",Please refer Tender documents. ,NA ,"82,80,942",Civil Works - Roads,NA ,Tender,120.0,365.0,Rajgarh Division HPPWD Rajgarh,173101.0,NA ,NA ,NA ,Rajgarh Division HPPWD Rajgarh,No ,No,20-Sep-2019 03:00 PM,10-Oct-2019 11:30 AM,20-Sep-2019 03:00 PM,10-Oct-2019 11:00 AM,NA ,NA ,20-Sep-2019 03:00 PM,10-Oct-2019 11:00 AM,03-Dec-2019 04:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,133637.0,ASHISH KUMAR,10-Oct-2019 09:26 AM,Rejected-AOC,L2,29-May-2020 01:17 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,133638.0,Asphalt Carpet Construction Company,09-Oct-2019 11:13 PM,Rejected-AOC,L5,29-May-2020 01:17 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,133360.0,CHANDAN SWAROOP,09-Oct-2019 01:12 PM,Rejected-AOC,L6,29-May-2020 01:17 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,133605.0,Nakul Chauhan,09-Oct-2019 06:11 PM,Rejected-AOC,L4,29-May-2020 01:17 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,133520.0,Rakesh Verma,09-Oct-2019 12:36 PM,Rejected-AOC,L7,29-May-2020 01:17 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,List of work completed and in Hand As per Gen. Rule and Direction Sr.No.19 of bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,133499.0,Ranjeet Singh,09-Oct-2019 07:48 AM,Rejected-Technical,Original DD and Bid security not deposited,03-Dec-2019 04:28 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,133660.0,Vinay Thakur,10-Oct-2019 10:43 AM,Rejected-AOC,L3,29-May-2020 01:17 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Minimum Work Done Certificate as per Gen. Rule Sr.No.28.2(b) and Schedule F Sr.No.6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,List of Equipment detail Schedule F Sr.No.6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,PROOF OF MANDATORY MACHINERY TOOL AND PLANTS as per Gen. Rules 25 and Schedule F Sr. No.6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
