Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Technical,TechnicalBidOpeningSummary,Bhupinder Singh,11-Mar-2020 03:25 PM,technical_51518.pdf,1.0,150668.0,ganesh,24-Feb-2020 02:58 PM,Accepted-AOC,ok,27-May-2020 05:13 PM,1.0,150668.0,ganesh,INR,"2,301,567",Finance,Proceedingregardingopeningoffinancialbids,Ravi Dutt Sharma,14-Mar-2020 05:13 PM,finance_51518.pdf,BOQ Comparative Chart,26-May-2020,"INR 1,888,327",60.0,Ravi Dutt Sharma,27-May-2020 05:13 PM,Awardletter.PDF (1488.00 KB),Awardletter,Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant , Prem Chand, Sr. Assistant",Ravi Dutt Sharma,14-Mar-2020 06:13 PM,finsummary_51518.pdf (663.70 KB),Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant , Prem Chand, Sr. Assistant",Bhupinder Singh,11-Mar-2020 05:16 PM,12-Mar-2020 02:00 PM,techsummary_51518.pdf (827.14 KB),PWD,2020_PWD_35138_1,road Khuhi Jhurowal Bharolian km.0-0-0 to 2-500,"Job 5 Periodical maintenance on link road Khuhi Jhurowal Bharolian km.0-0-0 to 2-500 Sub Head Patch work , 30 mm thick BC , zebra crossing and side lines VR0142 Under State Head",AOC,17-Feb-2020 10:00 AM,25-Feb-2020 11:00 AM,17-Feb-2020 10:30 AM,24-Feb-2020 05:00 PM,NA ,NA ,17-Feb-2020 10:30 AM,24-Feb-2020 05:00 PM,12-Mar-2020 02:00 PM,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,1.0,FDR - Fixed Deposit,PWD,road Khuhi Jhurowal Bharolian km.0-0-0 to 2-500,2020_PWD_35138_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","35,900",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),"Job 5 Periodical maintenance on link road Khuhi Jhurowal Bharolian km.0-0-0 to 2-500 Sub Head Patch work , 30 mm thick BC , zebra crossing and side lines VR0142 Under State Head","Job 5 Periodical maintenance on link road Khuhi Jhurowal Bharolian km.0-0-0 to 2-500 Sub Head Patch work , 30 mm thick BC , zebra crossing and side lines VR0142 Under State Head",Please refer to Bidding Documents ,NA ,"18,88,327",Civil Works - Roads,NA ,Tender,120.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,AOC
,,,,,2.0,150603.0,SS CONSTRUCTION COMPANY,24-Feb-2020 02:42 PM,Rejected-AOC,ok,27-May-2020 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,AOC
