,infrastructure damaged - road,District,Number,Details,Date
0,,Barpeta,5,"Baghbar - Baghbar satra to Baghbar thana road | Baghbar gaon | Date of damage- 15/5/22 Type of damage- shoulder and H/C damage Damage length- 450 m,  Mandia Rowmari road to Dapnasing road | 1 no. Bordoloni village | Date of damage- 15/5/22 Type of damage- shoulder and H/C damage Damage Length- 450m,  Bamundongra tiniali to Bakshabadha road pkg no. As-01-339 | Bakshabadha village | Date of damage- 16/5/22 Type of damage- shoulder and H/C damage Damage Length- 300 m,  Kalpana bazar to Satrakanara 5 no seat pkg. no. As-01-281 | Satrakanara 5 no seat | Date of damage- 16/5/22 Type of damage- shoulder and H/C damage Damage Length- 150 m,  Kalgachia - 1. Guileza to Minisimla Road | Guileza to Minisimla village at various points. | As per report received from PWD (R) dept on 20/05/22, due to raising of Beki river water one breach gap has formed at PMGSY Road package No. AS-01-88 Guileza to Minisimla road from chainage 200.00m to 300.00m (Length=100.00m, width=5.50m and Depth=2.00m)",20-05-2022
1,,Bongaigaon,12,"Manikpur - Bhandara-I to Bhandara-V road | Bhandara | Erosion of Aie river bank adjacent to the road and threatening the existing Br. No. 3/1 and approaches (River bank protection) as per report received from PWRD, Bongaigaon. Date of incident 19.05.2022,  Dangaigaon Kirtanpara Road | Dangaigaon | Slipage of side berm and side sloves of the road between Ch. 1400 m to Ch. 1630m. as per report received from PWRD, Bongaigaon. Date of incident 19.05.2022,  Dangtol - Bakhaigaon Dakuapara Road | Bakhaigaon | Br. Approach of RCC Br. No. 3/1 as per report received from PWRD, Bongaigaon. Date of incident 19.05.2022,  Betbari to Jogdoba via Choapara Pt. I road | Betbari | Br. Approach damage of STPBr No. 5/1 as per report received from PWRD, Bongaigaon. Date of incident 19.05.2022,  SH-2 Road | Dangtal | Shoulder damaged due to rain cut at at 9th & 10 th km. as per report received from PWRD, Bongaigaon. Date of incident 19.05.2022,  Srijangram - Jogighopa Salbari Road | Jogighopa Salbari Road | Rain cut occurred at 12th km as per report receive from PWRD, Bongaigaon. Date of incident 19.05.2022,  Dumerguri Latibari Road | Dumerguri Latibari Road | Rain cut occurred at 1st and 2nd km as per report receive from PWRD, Bongaigaon. Date of incident 19.05.2022,  Kushbari Dubachuri Road | Kushabri Dubachuri Road | The road is in danger position from river Manas at 1st and 2nd km as per report receive from PWRD, Bongaigaon. Date of incident 19.05.2022,  SH-2 Road | SH-2 Road | Rain cut occurred at 2nd 34th km as per report receive from PWRD, Bongaigaon. Date of incident 19.05.2022,  Khoragaon Besimari Road as per report receive from PWRD, Bongaigaon. Date of incident 19.05.2022 | Khoragaon Besimari road | Approach damaged at Br No. 1/2 at 1st km as per report receive from PWRD, Bongaigaon. Date of incident 19.05.2022,  Malegarh Barjana Road | Malegarh Barjana Road | Rain cut occurred at 1st km as per report receive from PWRD, Bongaigaon. Date of incident 19.05.2022,  Boitamari - Sankarghola Kherpuji Road | Sankarghola | Land slide Occurred at 7th km as per report received from PWRD, Bongaigaon date of incident 19.05.2022",20-05-2022
2,,Darrang,6,"Mangaldoi - Mahaliajhar to Dalgaon Grant Road | Dalgaon Grant under Mangaldai Rev. Circle. | The road is submerged due to flood water and the culvert present in the road is damaged. The damage length as reported by PWRD is 60m (approx) as of now. Dated 20/05/2022,  Mahaliajhar to Bhakatpara road | Bhakatpara under Mangaldai Rev. Circle. | The road is submerged due to flood water .The submergence length as reported by PWRD is 500m (approx) as of now. Dated 20/05/2022.,  Ramhari to Mahaliajhar Road | Ramhari under Mangaldai Rev. Circle. | The road is submerged due to flood water .The submergence length as reported by PWRD is 1.2 km (approx) as of now. Dated 20/05/2022.,  Dalgaon - Arimari No. 2 to Arimari No.1 road | Arimari No. 2 to Arimari No.1 road at CH-2600M | as per report received from SDO,PWRD, Dalgaon Territorial Road sub-division Arimari No. 2 to Arimari No.1 road at CH-2600M has been damaged. Damage length - 15M, date of occurrence-16/05/2022 ,  Kachomari Char to Badlichar road | Kachomari Char to Badlichar road at CH-950, CH-1120, CH-1350, CH-3700 | as per report received from SDO,PWRD, Dalgaon Territorial Road sub-division Kachomari Char to Badlichar road at CH-950, CH-1120, CH-1350, CH-3700 has been damaged. Damage length - 105M, date of occurrence-16/05/2022 ,  Sipajhar - Singimari Dampur Road under PMGSY packge no AS 16-184 Submarge in water from ch 2500m to 4700mDepth av 0.80m, Length of submerge 2200m as reported by PWD (Roads) dated 20- 05-2022 | Singimari |",20-05-2022
3,,Darrang,,"Mangaldoi - Mahaliajhar to Dalgaon Grant Road | Dalgaon Grant under Mangaldai Rev. Circle. | The road is submerged due to flood water and the culvert present in the road is damaged. The damage length as reported by PWRD is 60m (approx) as of now. Dated 20/05/2022,  Mahaliajhar to Bhakatpara road | Bhakatpara under Mangaldai Rev. Circle. | The road is submerged due to flood water .The submergence length as reported by PWRD is 500m (approx) as of now. Dated 20/05/2022.,  Ramhari to Mahaliajhar Road | Ramhari under Mangaldai Rev. Circle. | The road is submerged due to flood water .The submergence length as reported by PWRD is 1.2 km (approx) as of now. Dated 20/05/2022.,  Dalgaon - Arimari No. 2 to Arimari No.1 road | Arimari No. 2 to Arimari No.1 road at CH-2600M | as per report received from SDO,PWRD, Dalgaon Territorial Road sub-division Arimari No. 2 to Arimari No.1 road at CH-2600M has been damaged. Damage length - 15M, date of occurrence-16/05/2022 ,  Kachomari Char to Badlichar road | Kachomari Char to Badlichar road at CH-950, CH-1120, CH-1350, CH-3700 | as per report received from SDO,PWRD, Dalgaon Territorial Road sub-division Kachomari Char to Badlichar road at CH-950, CH-1120, CH-1350, CH-3700 has been damaged. Damage length - 105M, date of occurrence-16/05/2022 ,  Sipajhar - Singimari Dampur Road under PMGSY packge no AS 16-184 Submarge in water from ch 2500m to 4700mDepth av 0.80m, Length of submerge 2200m as reported by PWD (Roads) dated 20- 05-2022 | Singimari |",20-05-2022
4,,Dhemaji,2,"Dhemaji - Dighalgarah to panchali PWD road. | Dighalgarah to Panchali road | Yesterday on 19/05/2022, a PWD road erosion has occurred at Dighalgarah to Panchali road. Depth-3.00 meter, Lengh-2.00 meter, Breath-1.50 meter. ,  Jonai - PWD territorial road Lachit Nagar to No.1 Mohmora Road , 15.00 meter side berm got eroded on 20/05/2022 due to Mohmorajan channel. | From Ch.55.00 M to Ch.70.00 M | As per report received from PWRD,Jonai Territorial Road Sub-Division-II,Jonai, a PWD territorial road Lachit Nagar to No.1 Mohmora Road , 15.00 meter side berm got eroded on 20/05/2022 due to Mohmorajan channel. To mitigate further damage contractor Rickey Taye is engaged for immediate restoration.",20-05-2022
5,,Dima-Hasao,1,Haflong - KK Road Maibang Block | Maibang Block | Restroration of the road,20-05-2022
6,,Goalpara,2,"Balijana - Ab. NH 37 to Bhalukdubi Pt V | Bhalukdubi Pt V | Length affected- 0.150 KM Average depth of submergence- 0.900 M Date- 19.5.2022,  Matia - PWD Road from Forest Gate to Krishnai | Near Krishnai Garo Bazar | Affected length = 1 km (approx.), Average depth of submerged = 0.25 m (from 19/05/2022 to 20/05/2022)",20-05-2022
7,,Hojai,8,"Doboka - Sarupather to Jamunamukh road | Jamunamukh | Sarupather to Jamunamukh road from 4th km PWD Deptt dated 16/05/2022,  Doboka to Jamunamukh road | Doboka | Doboka to Jamunamukh road from 8th km to 15th km PWD Deptt dated 16/05/2022,  Patia pather to Kathkatia Bhakat gaon road | Patia pather | Patia pather to Kathkatia bhakat gaon road 1st and 3rd km PWD Deptt dated 16/05/2022,  Kampur jamunamukh road | jamunamukh | Kampur jamunamukh road 1st and 2nd km PWD Deptt dated 16/05/2022,  Doboka Jamunamukh road | Doboka | Doboka Jamunamukh road to Patibaya gaon from 1st to 3rd km PWD Depttdated 16/05/2022,  Sarlock to Binakandi | Binakandi | Sarlock to Binakandi via jugijan at 1st to 2nd km PWD Deptt dated 16/05/2022,  Sarlock to Nikhari Mukh | Nikhari Mukh | Sarlock to Nikhari Mukh 1st and 2 nd km PWD Deptt dated 16/05/2022,  Borjhari Majhagoan to Baliram gaon | Borjhari Majhagoan | Borjhari Majhagoan to Baliram gaon via Kalia daman than 1st km. PWD Deptt dated 16/05/2022",20-05-2022
8,,Jorhat,4,"Jorhat West - 1. Malow Ali | Dhekorgorah, Monaimajhi, Dagaon, Malowali, Alengmora, Khutiapota etc | Due to continuous heavy rain, Artificial water logging occurred at 1st KM of Malow Ali for a stretch of 220.00 M submerging the entire stretch damaging the BT surface road resulting in pot holes . (Report prepared by PWD Jorhat, Dergaon and Titabar Territorial Road Division ). Date : 20/05/2022,  2. 2 No. Kuhumjogania Road | Da gaon, Kuhumjogania, Gamtou Chuk etc | Due to continuous heavy rain, damage occurred at 2 No. Kuhumjogania Road for a length of 600.00 M .(Report prepared by PWD Jorhat, Dergaon and Titabar Territorial Road Division ). Date : 20/05/2022,  3. Kamalabariya Bihaliya Path | Kamalabaria, Bihalya gaon, Bhabalichuk | Due to continuous heavy rain, damage occurred at the Kamalabariya Bihaliya road for a length of 500.00 M . (Report prepared by PWD Jorhat, Dergaon and Titabar Territorial Road Division ). Date : 20/05/2022,  4. Sarucharai Extension Road | Kalbari, Dhankhuloi, Bormer, Chengeliati | Due to continuous heavy rain, damage occurred at bridge approach at 1st KM of Sarucharai Extension Road for a length of 150.00 M (Report prepared by PWD Jorhat, Dergaon and Titabar Territorial Road Division). Date : 20/05/2022",20-05-2022
9,,Karimganj,1,RK Nagar - Dhalibill Ramkrishnagar Road | Dhalibill Near Singla River | Dhalibill Ramkrishnagar Road (AS-13-239) damaged length 200.00 m on date 19-05-2022 due to incessant rains and drained out of accumulated rain water from catchment area,20-05-2022
