,infrastructure damaged - road,District,Number,Details,Date
0,,Bajali,3,"Bajali - pokha odalguri road damaged.length 1200m | pokha odalguri | road damaged.length 1200m.This report is received from AEE,PWD,Patacharkuchi TR Sub Division,Pathsala on 23/06/2022. | (Long - 0.000000, Lat - 0.000000),  Pakritol Dekapara Road side berm damaged.length 500m | pakritol to dekapara | road side berm damaged.length 500m.This report is received from AEE,PWD,Patacharkuchi TR Sub Division,Pathsala on 23/06/2022. | (Long - 0.000000, Lat - 0.000000),  Golaghat Dhaneswari Road length 1000m | golaghat Dhaneswari road | road damaged.length 1000m.This report is received from AEE,PWD,Patacharkuchi TR Sub Division,Pathsala on 23/06/2022. | (Long - 0.000000, Lat - 0.000000)",24-06-2022
1,,Baksa,2,"Baska - Doomni to Arnibil Gorom Chawk CC Block road | Doomni | Doomni to Arnibil Gorom Chawk CC Block road damaged due to flood on 18/06/2022 at village Doomni | (Long - 91.316355, Lat - 26.725098),  Bhutankhuti LP School to Bhutankhuti Village Road | Bhutankhuti | Bhutankhuti LP School to Bhutankhuti Village Road damaged on 18/06/2022 at village Bhutankhuti | (Long - 91.376203, Lat - 26.765609)",24-06-2022
2,,Barpeta,2,"Barpeta - Howly Belguri road | Howly | Road submerged 700.00 m PWRD Barpeta DOO 17.06.2022 | (Long - 90.977138, Lat - 26.434694),  Joypur Kawaimari road via Kuthilajar chariali | Joypur | Side berm eroded & Culvert Damage 2300.00 m PWRD Barpeta DOO 17.06.2022 | (Long - 90.951808, Lat - 26.427429)",24-06-2022
3,,Bongaigaon,7,"Bongaigaon - Kashidoba Kakoijana Road | Kakoijana | Approach of RCC Bridge No. 4/1 & 5/1 partially damaged at 4th and 5th KM as per report received from PWRD Bongaigaon date- 24.06.2022 | (Long - 90.373700, Lat - 26.243600),  Dholagaon Ravapara Tilapara Road | Dewangaon | About 10 m lenth of Road breached out at ch 1500.00m as per report received from PWRD, Bongaigaon date- 24.06.2022 | (Long - 90.526423, Lat - 26.405793),  Bageswari Temple to Chitkagaon Road | Chitkagaon | Side slopes erroded and hard crust damaged at ch 200.00m. as per report received from PWRD, Bongaigaon date-24.06.2022 | (Long - 90.565225, Lat - 26.469981),  Kasuagaon to Mamugaon Road | Kasuahaon | Hard crust damaged and side slopes erroded at ch. 450.00m as per report from PWRD, Bongaigaon date- 24.06.2022 | (Long - 90.491831, Lat - 26.411503),  Salbari Bongaigaon Road | Salbari | Road embankment erroed by received Tunia at Ch. 8800.00m. as per report received from PWRD, Bongaigaon date- 24.06.2022 | (Long - 90.737730, Lat - 26.435847),  Manikpur - Gerukabari Kirtanpara road. | Bashbari no 2 | Road Embankment eroded by river Aie and washout around 50.00 mtr.Road length at 10th KM (Bashbari No 2) on Gerukabari Kirtanpara road. | (Long - 90.711862, Lat - 26.382400),  Dangtol - Mulagaon to Chengmari | Chengmari | Embankment and shoulder damaged at 9th km as per report received from PWRD, Bongaigaon date- 24.06.2022 | (Long - 90.511898, Lat - 26.390512)",24-06-2022
4,,Cachar,2,"Lakhipur - Paillorbond to Lakhipur Road | Paillorbond area | PWD Road Damage Report Received From Circle Office Lakhipur on 24.06.2022 | (Long - 0.000000, Lat - 0.000000),  Dilkush to Laleyan | CH 1500 to 3000 | PWD Road Damage Report Received From Circle Office Lakhipur on 24.06.2022 | (Long - 0.000000, Lat - 0.000000)",24-06-2022
5,,Cachar,,"Lakhipur - Paillorbond to Lakhipur Road | Paillorbond area | PWD Road Damage Report Received From Circle Office Lakhipur on 24.06.2022 | (Long - 0.000000, Lat - 0.000000),  Dilkush to Laleyan | CH 1500 to 3000 | PWD Road Damage Report Received From Circle Office Lakhipur on 24.06.2022 | (Long - 0.000000, Lat - 0.000000)",24-06-2022
6,,Dhemaji,1,"Sissiborgaon - PWD road from NH 52 to Kamchi Nagaon Road | At Ch 1331.00 M to Ch. 1435.00 M and Ch. 3341.00 M to Ch. 4007.00 M | Damaged the road embankment, side shoulder, hard crust along with concrete and ICBP pavement. around Length - 770 Meters on 24-06-2022 | (Long - 94.611087, Lat - 27.568348)",24-06-2022
7,,Dhubri,27,"Bilasipara - 4TH KM BS ROAD TO SOLMARI AZRA ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER | 4TH KM BS ROAD TO SOLMARI AZRA ROAD | AFFECTED BY THE FLOOD WATER W.E.F. 14/06/2022 TO 18/06/2022 | (Long - 90.168293, Lat - 26.250705),  NH-31 AT SANKOSH GOBARDHAN PARA ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER | NH-31 AT SANKOSH GOBARDHAN PARA ROAD | AFFECTED BY THE FLOOD WATER W.E.F. 14/06/2022 TO 18/06/2022 | (Long - 90.167946, Lat - 26.235662),  17.4TH KM BS ROAD TO KHEJURBARI PMGSY ROAD.PACKAGE NO.AS-05-11(.)SIDE BUM & HARD CRUST AND APPROACHES OF RCC.BR NO.2/1 & 4/1, DAMAGED BY HELL RIVER FLOOD WATER | 17.4TH KM BS ROAD TO KHEJURBARI PMGSY ROAD | AFFECTED BY THE FLOOD WATER W.E.F. 14/06/2022 TO 18/06/2022 | (Long - 90.163863, Lat - 26.253870),  NH-31 TO NATUN LAUPARA ROAD (.)APPROACHES OF RCC.BR.NO.1/1 DAMAGED BY HELL RIVER FLOOD WATER | NH-31 TO NATUN LAUPARA ROAD | AFFECTED BY THE FLOOD WATER W.E.F. 14/06/2022 TO 18/06/2022 | (Long - 90.184571, Lat - 26.234151),  Athani - NH-31 AT SATAGURI TO PIAZBARI ROAD(.)SIDE BUM& HARD CRUST DAMAGED FROM CH. 0.00M TO CH. 1500.00M BY FLOOD WATER OF TIPKAI RIVER FLOOD WATER. | NH-31 AT SATAGURI TO PIAZBARI ROAD | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.064699, Lat - 26.160364),  NH-31 AT BAGRIBARI TO BANIAMARI PT-III ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER (Latitude 26.195339, Longitude 90.124693)(.) | NH-31 AT BAGRIBARI TO BANIAMARI PT-III ROAD | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.124693, Lat - 26.195339),  BANIAMARI PT-IV TO SADHUBHASA ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER (Latitude 26.174145, Longitude 90.101736)(.) | BANIAMARI PT-IV TO SADHUBHASA ROAD. | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.101736, Lat - 26.174145),  EXTENSION OF NH-31 AT BAGRIBARI TO BANIAMARI ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER. | EXTENSION OF NH-31 AT BAGRIBARI TO BANIAMARI ROAD | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.116589, Lat - 26.189084),  NH-31 AT NAYAHAT TO DUBACHURI ROAD (.)APPROACHES OF RCC.BR.NO.2/1 DAMAGED BY TIPKAI RIVER FLOOD WATER (Latitude 26.205262, Longitude 90.155589)(.) | NH-31 AT NAYAHAT TO DUBACHURI ROAD | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.155589, Lat - 26.205262),  EXTENSION OF NAYAHAT TO DUBACHURI ROAD (.)APPROACHES OF RCC.BR.NO.3/1 AND SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER. | EXTENSION OF NAYAHAT TO DUBACHURI ROAD | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.161418, Lat - 26.202045),  PIAZBARI BAZAR TO BANIAMARI PT-III ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER (Latitude 26.174528, Longitude 90.101305)(.) | PIAZBARI BAZAR TO BANIAMARI PT-III ROAD. | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.101305, Lat - 26.174528),  MAHAMAYA IB TO GUTIPARA ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER. | MAHAMAYA IB TO GUTIPARA ROAD | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.139246, Lat - 26.199108),  EXTENSION OF MAHAMAYA IB TO GUTIPARA ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER (Latitude 26.193328, Longitude 90.144571)(.) | EXTENSION OF MAHAMAYA IB TO GUTIPARA ROAD. | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.144571, Lat - 26.193328),  NH-31 BAGRIBARI TO JAHARMURA ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER (Latitude 26.194366, Longitude 90.131345)(.) | NH-31 BAGRIBARI TO JAHARMURA ROAD | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.131345, Lat - 26.194366),  Golakganj - BASANTIPUR TO MUSALMAN PARA ROAD SUBMERGED AT 1ST KM (18-06-2022) | BASANTIPUR TO MUSALMAN PARA ROAD | | (Long - 26.342900, Lat - 89.864000),  HATIDHURA SRIRAMPUR ROAD AT WATER SUPPLY OFFICE TO DHATURAMARI ROAD SUBMERGED AT 1ST KM (18-06-2022) | HATIDHURA SRIRAMPUR ROAD | | (Long - 26.323700, Lat - 89.855000),  1ST KM OF HATIDHURA SRIRAMPUR ROAD TO HATIDHURA COLLEGE ROAD SUBMERGED AT 1ST KM (18-06-2022) | HATIDHURA SRIRAMPUR ROAD TO HATIDHURA COLLEGE ROAD | | (Long - 26.221900, Lat - 89.855100),  ROAD SURFACE DAMAGED FROM 21ST KM OF DK ROAD TOP MADHYAPETLA AT 1ST & 2ND KM (18-06-2022) | 21ST KM OF DK ROAD TOP MADHYAPETLA | | (Long - 26.273500, Lat - 89.861000),  ROAD SURFACE DAMAGED 300.00 M BOTH APPROACHESC OF BOX CULVERT NO. 4/1 INCLUDING SIDE BERM AND SIDE SHOULDER DAMAGED ON MADHYAPETLA TO PATHANERKUTI PMGSY ROAD (18-06-2022) | MADHYAPETLA TO PATHANERKUTI PMGSY ROAD | | (Long - 26.273500, Lat - 89.861000),  DK ROAD TO BALASHI ROAD SUBMERGED FROM 1ST KM TO 2ND KM IN SEVERAL STRECHES (18-06-2022) | DK ROAD TO BALASHI ROAD | | (Long - 26.198500, Lat - 89.862600),  SIDE BERM, SIDE SLOPE AND BRIDGE APPROACHES OF SPT BR. NO. 1/1 DAMAGED OF POKALAGAI TO POLASHKANDI ROAD FROM CH.0.00 M TO 100.00 M. (18-06-2022) | POKALAGAI TO POLASHKANDI ROAD | | (Long - 26.346300, Lat - 89.859200),  DK ROAD TO LOHARPUR SUBMERGED AT 2ND KM | DK ROAD TO LOHARPUR | | (Long - 26.251300, Lat - 89.853800),  GRAHAMPUR TO POKALAGI ROAD SUBMERGED AT 1ST & 2ND KM IN SEVERAL STRECHES (18-06-2022) | GRAHAMPUR TO POKALAGI ROAD | | (Long - 26.251200, Lat - 89.853600),  ROAD SURFACE SIDE SHOULDER BADLY DAMAGED ON TAMACHABAGAN TO KALACHANPARA ROAD AT 1ST & 2ND KM (18-06-2022) | TAMACHABAGAN TO KALACHANPARA ROAD | | (Long - 26.313300, Lat - 89.837300),  Agamoni - ROAD SUBMERGED ON NH-17 NEAR AGOMONI GIRLS SCHOOL TO P.K. ROAD VIA SANKARDEVA SISHU NIKETAN AT 1 ST KM (0.15 KM) dtd. 12/06/2022 to 18/06/2022 | NH-17 NEAR AGOMONI GIRLS SCHOOL TO P.K. ROAD VIA SANKARDEVA SISHU NIKETAN AT 1 ST KM (0.15 KM) | | (Long - 0.000000, Lat - 0.000000),  SIDE BERM DAMAGED ON BBPJ ROAD AT 2nd KM dtd. 12/06/2022 to 18/06/2022. | SIDE BERM DAMAGED ON BBPJ ROAD AT 2nd KM | | (Long - 0.000000, Lat - 0.000000),  SIDE BERM DAMAGED ON RANPAGLIRHAT TO SATRASAL ROAD AT 1ST KM dtd. 12/06/2022 to 18/06/2022. | RANPAGLIRHAT TO SATRASAL ROAD AT 1ST KM | | (Long - 0.000000, Lat - 0.000000)",24-06-2022
8,,Dhubri,,"Bilasipara - 4TH KM BS ROAD TO SOLMARI AZRA ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER | 4TH KM BS ROAD TO SOLMARI AZRA ROAD | AFFECTED BY THE FLOOD WATER W.E.F. 14/06/2022 TO 18/06/2022 | (Long - 90.168293, Lat - 26.250705),  NH-31 AT SANKOSH GOBARDHAN PARA ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER | NH-31 AT SANKOSH GOBARDHAN PARA ROAD | AFFECTED BY THE FLOOD WATER W.E.F. 14/06/2022 TO 18/06/2022 | (Long - 90.167946, Lat - 26.235662),  17.4TH KM BS ROAD TO KHEJURBARI PMGSY ROAD.PACKAGE NO.AS-05-11(.)SIDE BUM & HARD CRUST AND APPROACHES OF RCC.BR NO.2/1 & 4/1, DAMAGED BY HELL RIVER FLOOD WATER | 17.4TH KM BS ROAD TO KHEJURBARI PMGSY ROAD | AFFECTED BY THE FLOOD WATER W.E.F. 14/06/2022 TO 18/06/2022 | (Long - 90.163863, Lat - 26.253870),  NH-31 TO NATUN LAUPARA ROAD (.)APPROACHES OF RCC.BR.NO.1/1 DAMAGED BY HELL RIVER FLOOD WATER | NH-31 TO NATUN LAUPARA ROAD | AFFECTED BY THE FLOOD WATER W.E.F. 14/06/2022 TO 18/06/2022 | (Long - 90.184571, Lat - 26.234151),  Athani - NH-31 AT SATAGURI TO PIAZBARI ROAD(.)SIDE BUM& HARD CRUST DAMAGED FROM CH. 0.00M TO CH. 1500.00M BY FLOOD WATER OF TIPKAI RIVER FLOOD WATER. | NH-31 AT SATAGURI TO PIAZBARI ROAD | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.064699, Lat - 26.160364),  NH-31 AT BAGRIBARI TO BANIAMARI PT-III ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER (Latitude 26.195339, Longitude 90.124693)(.) | NH-31 AT BAGRIBARI TO BANIAMARI PT-III ROAD | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.124693, Lat - 26.195339),  BANIAMARI PT-IV TO SADHUBHASA ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER (Latitude 26.174145, Longitude 90.101736)(.) | BANIAMARI PT-IV TO SADHUBHASA ROAD. | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.101736, Lat - 26.174145),  EXTENSION OF NH-31 AT BAGRIBARI TO BANIAMARI ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER. | EXTENSION OF NH-31 AT BAGRIBARI TO BANIAMARI ROAD | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.116589, Lat - 26.189084),  NH-31 AT NAYAHAT TO DUBACHURI ROAD (.)APPROACHES OF RCC.BR.NO.2/1 DAMAGED BY TIPKAI RIVER FLOOD WATER (Latitude 26.205262, Longitude 90.155589)(.) | NH-31 AT NAYAHAT TO DUBACHURI ROAD | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.155589, Lat - 26.205262),  EXTENSION OF NAYAHAT TO DUBACHURI ROAD (.)APPROACHES OF RCC.BR.NO.3/1 AND SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER. | EXTENSION OF NAYAHAT TO DUBACHURI ROAD | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.161418, Lat - 26.202045),  PIAZBARI BAZAR TO BANIAMARI PT-III ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER (Latitude 26.174528, Longitude 90.101305)(.) | PIAZBARI BAZAR TO BANIAMARI PT-III ROAD. | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.101305, Lat - 26.174528),  MAHAMAYA IB TO GUTIPARA ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER. | MAHAMAYA IB TO GUTIPARA ROAD | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.139246, Lat - 26.199108),  EXTENSION OF MAHAMAYA IB TO GUTIPARA ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER (Latitude 26.193328, Longitude 90.144571)(.) | EXTENSION OF MAHAMAYA IB TO GUTIPARA ROAD. | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.144571, Lat - 26.193328),  NH-31 BAGRIBARI TO JAHARMURA ROAD (.)SIDE BUM & HARD CRUST DAMAGED BY TIPKAI RIVER FLOOD WATER (Latitude 26.194366, Longitude 90.131345)(.) | NH-31 BAGRIBARI TO JAHARMURA ROAD | Due to flood water on dated 14/06/2022 to 18/06/2022 | (Long - 90.131345, Lat - 26.194366),  Golakganj - BASANTIPUR TO MUSALMAN PARA ROAD SUBMERGED AT 1ST KM (18-06-2022) | BASANTIPUR TO MUSALMAN PARA ROAD | | (Long - 26.342900, Lat - 89.864000),  HATIDHURA SRIRAMPUR ROAD AT WATER SUPPLY OFFICE TO DHATURAMARI ROAD SUBMERGED AT 1ST KM (18-06-2022) | HATIDHURA SRIRAMPUR ROAD | | (Long - 26.323700, Lat - 89.855000),  1ST KM OF HATIDHURA SRIRAMPUR ROAD TO HATIDHURA COLLEGE ROAD SUBMERGED AT 1ST KM (18-06-2022) | HATIDHURA SRIRAMPUR ROAD TO HATIDHURA COLLEGE ROAD | | (Long - 26.221900, Lat - 89.855100),  ROAD SURFACE DAMAGED FROM 21ST KM OF DK ROAD TOP MADHYAPETLA AT 1ST & 2ND KM (18-06-2022) | 21ST KM OF DK ROAD TOP MADHYAPETLA | | (Long - 26.273500, Lat - 89.861000),  ROAD SURFACE DAMAGED 300.00 M BOTH APPROACHESC OF BOX CULVERT NO. 4/1 INCLUDING SIDE BERM AND SIDE SHOULDER DAMAGED ON MADHYAPETLA TO PATHANERKUTI PMGSY ROAD (18-06-2022) | MADHYAPETLA TO PATHANERKUTI PMGSY ROAD | | (Long - 26.273500, Lat - 89.861000),  DK ROAD TO BALASHI ROAD SUBMERGED FROM 1ST KM TO 2ND KM IN SEVERAL STRECHES (18-06-2022) | DK ROAD TO BALASHI ROAD | | (Long - 26.198500, Lat - 89.862600),  SIDE BERM, SIDE SLOPE AND BRIDGE APPROACHES OF SPT BR. NO. 1/1 DAMAGED OF POKALAGAI TO POLASHKANDI ROAD FROM CH.0.00 M TO 100.00 M. (18-06-2022) | POKALAGAI TO POLASHKANDI ROAD | | (Long - 26.346300, Lat - 89.859200),  DK ROAD TO LOHARPUR SUBMERGED AT 2ND KM | DK ROAD TO LOHARPUR | | (Long - 26.251300, Lat - 89.853800),  GRAHAMPUR TO POKALAGI ROAD SUBMERGED AT 1ST & 2ND KM IN SEVERAL STRECHES (18-06-2022) | GRAHAMPUR TO POKALAGI ROAD | | (Long - 26.251200, Lat - 89.853600),  ROAD SURFACE SIDE SHOULDER BADLY DAMAGED ON TAMACHABAGAN TO KALACHANPARA ROAD AT 1ST & 2ND KM (18-06-2022) | TAMACHABAGAN TO KALACHANPARA ROAD | | (Long - 26.313300, Lat - 89.837300),  Agamoni - ROAD SUBMERGED ON NH-17 NEAR AGOMONI GIRLS SCHOOL TO P.K. ROAD VIA SANKARDEVA SISHU NIKETAN AT 1 ST KM (0.15 KM) dtd. 12/06/2022 to 18/06/2022 | NH-17 NEAR AGOMONI GIRLS SCHOOL TO P.K. ROAD VIA SANKARDEVA SISHU NIKETAN AT 1 ST KM (0.15 KM) | | (Long - 0.000000, Lat - 0.000000),  SIDE BERM DAMAGED ON BBPJ ROAD AT 2nd KM dtd. 12/06/2022 to 18/06/2022. | SIDE BERM DAMAGED ON BBPJ ROAD AT 2nd KM | | (Long - 0.000000, Lat - 0.000000),  SIDE BERM DAMAGED ON RANPAGLIRHAT TO SATRASAL ROAD AT 1ST KM dtd. 12/06/2022 to 18/06/2022. | RANPAGLIRHAT TO SATRASAL ROAD AT 1ST KM | | (Long - 0.000000, Lat - 0.000000)",24-06-2022
9,,Kamrup,6,"Rangia - Chepti Bihdia Road at Ch 600.00 m | Vill- Chepti | Chepti Bihdia Road at Ch 600.00 m was washed away as per report of AEE, PWD, NKT Roads, Rangia on 22.06.2022 | (Long - 91.636262, Lat - 26.414157),  Katrakhat Kendukona Road | Vill- Kaniha Dagharia | Katrakhat Kendukona Road was damaged as per report of AEE, PWD, NKT Roads, Rangia on 22.06.2022 | (Long - 26.378128, Lat - 91.626082),  Kayan - Morowa Baranghati Road via Dhuhi Hospital Chowk to Kayan Circle Office (breaches 80 m and side berm eroded). Damage Date: 16/06/2022. | Vill- Dhuhi. Reported by PWRD, Jalukbari & Hajo Territorial Road Division on 23/06/2022. | GPS co-ordinates couldn't be provided at the moment by respective department. | (Long - 0.000000, Lat - 0.000000),  Kumtibari Bathan Road via Irrigation Project (breaches 60 m and side berm eroded). Damage Date: 16/06/2022. | Vill- Bordongabatakuchi. Reported by PWRD, Jalukbari & Hajo Territorial Road Division on 23/06/2022. | GPS co-ordinates couldn't be provided at the moment by respective department. | (Long - 0.000000, Lat - 0.000000),  Nabajyoti High School Road (breaches 70 m and side berm eroded). Damage Date: 16/06/2022. | Vill- Larmagourhati. Reported by PWRD, Jalukbari & Hajo Territorial Road Division on 23/06/2022. | GPS co-ordinates couldn't be provided at the moment by respective department. | (Long - 0.000000, Lat - 0.000000),  Kamalpur morowa road (breaches 150 m and side berm eroded). Damage Date: 16/06/2022. | Vill- Borpulla, Bokultol. Reported by PWRD, Jalukbari & Hajo Territorial Road Division on 23/06/2022. | GPS co-ordinates couldn't be provided at the moment by respective department. | (Long - 0.000000, Lat - 0.000000)",24-06-2022
