Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Pre Qualification,"Chief Engineer, Irrigation, Assam, Ghy-03","O/o the Chief Engineer, Irrigation, Assam, Ghy-03",Irrigation Department||Chief Engineer(Major)-Irrigation Dept,NIT No.DDP/VI/11/2017/1 Dt.07/07/2017,2017_ID_2740_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,14-Jul-2017 02:30 PM,24-Jul-2017 03:00 PM,14-Jul-2017 02:30 PM,24-Jul-2017 02:00 PM,NA ,NA ,14-Jul-2017 02:30 PM,24-Jul-2017 02:00 PM,03-Aug-2017 11:05 AM,"1,000","Chief Engineer, Irrigation, Assam",Guwahati,No,1.0,DD - Demand Draft,"2,43,256",Yes,percentage,2.0%,"E.E Dhansiri Project Div(I), Canal I",Udalguri,DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION UDALGURI GROUP 23,Reshaping regrading from ch 1200m to ch 3660 Construction of HPCD at ch 808m 2252 m 1302m 2735m Construction of cattle crossing at ch 1900m ch 2700m ch 3250m including reconstruction of fall at ch 2951 0m of K2B2M canal etc,Please refer Tender documents. ,NA ,"1,21,62,800",Civil Works - Others,NA ,Rate Contract,180.0,180.0,Dhansiri,784509.0,NA ,NA ,NA ,"O/o the Chief Engineer, Irrigation, Assam, Ghy-03",No ,No,AOC,1.0,14878.0,Dibakar Pathak,INR,5042100.0,28-Feb-2018,INR 1.21628E+7,180.0,Amit Singha,28-Feb-2018 02:23 PM,Gr-23.pdf (159.00 KB),AOC,"Chief Engineer, Irrigation",Internal,"Chief Engineer, Irrigation, Director Design, Irrigation, Director Design (M.I)",Amit Singha,03-Aug-2017 11:02 AM,03-Aug-2017 11:05 AM,techsummary_4376.pdf (108.45 KB),Irrigation Department||Chief Engineer(Major)-Irrigation Dept,2017_ID_2740_1,NIT No.DDP/VI/11/2017/1 Dt.07/07/2017,DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION UDALGURI GROUP 23,"Chief Engineer(I),Assam, Ghy-03",Internal,"Chief Engineer(I),Assam, Ghy-03,Chief Engineer(MI),Assam, Ghy-03, Director Design(I), Director Design(MI)",Amit Singha,28-Feb-2018 02:22 PM,finsummary_4376.pdf (358.98 KB),1,14960,ASHOK KUMAR BAJAJ,22-Jul-2017 11:07 PM,Accepted-AOC,Awarded,28-Feb-2018 02:23 PM,Finance,Provisionally Admitted,Amit Singha,28-Feb-2018 02:03 PM,finance_4376.pdf,BOQ Comparative Chart,Technical,6 nos rejected due to non compliance of technical specification and 13 nos. provisionally accepted.,Amit Singha,02-Aug-2017 04:09 PM,technical_4376.pdf,AOC
,,.pdf,Bid Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,14960.0,ASHOK KUMAR BAJAJ,INR,5904500.0,,,,,,,,,,,,,,,,,,,,,,,,,2,15061,BINU RAM BORO,23-Jul-2017 06:09 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Aug-2017 04:09 PM,,,,,,,,,,,,AOC
,,.pdf,Cost of Bid Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15056,BIRENDRA BRAHMA,23-Jul-2017 05:23 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Aug-2017 04:09 PM,,,,,,,,,,,,AOC
,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14767,CHITTARANJAN BISWAS,20-Jul-2017 04:22 PM,Rejected-Finance,Rejected,28-Feb-2018 02:22 PM,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14809,Dhiraj Daimari,21-Jul-2017 03:37 PM,Rejected-Finance,Rejected,28-Feb-2018 02:22 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14878,Dibakar Pathak,24-Jul-2017 10:40 AM,Accepted-AOC,Awarded,28-Feb-2018 02:23 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,15110,innovation,24-Jul-2017 11:08 AM,Rejected-Finance,Rejected,28-Feb-2018 02:22 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,15106,JANARDHAN BRAHMA,24-Jul-2017 11:22 AM,Rejected-Finance,Rejected,28-Feb-2018 02:22 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15033,Junas Khakhlari,23-Jul-2017 12:46 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Aug-2017 04:09 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14934,M/S MOONLIGHT ENTERPRISE,24-Jul-2017 10:54 AM,Rejected-Finance,Rejected,28-Feb-2018 02:22 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15126,M/S ONE STAR ENGINEERING,24-Jul-2017 12:35 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Aug-2017 04:09 PM,,,,,,,,,,,,AOC
