Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,Tender Stage
Irrigation Department||Chief Engineer(Major)-Irrigation Dept,2017_ID_2734_1,No.DDP/VI/11/2017/1 Dt.07/07/2017,DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION UDALGURI GROUP 18,1,15133,BARAK ENTERPRISE,24-Jul-2017 01:11 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Aug-2017 03:54 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,Pre Qualification,"1,000","Chief Engineer, Irrigation, Assam",Guwahati,No,"5,29,132",Yes,percentage,2.0%,"E.E Dhansiri Project Div(I), Canal I",Udalguri,DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION UDALGURI GROUP 18,Reshaping Regrading at various reaches at ch 0m 4700m Construction Restoration of HPCD at ch 2830m 3000m including repairing of aqueduct at ch 3102m of DiB1M canal Reshaping and regrading at various reaches at ch 0m 1463m and Restoration etc,Please refer Tender documents. ,NA ,"2,64,56,600",Civil Works - Others,NA ,Rate Contract,180.0,180.0,Dhansiri,784509.0,NA ,NA ,NA ,"O.o the Chief Engineer, Irrigation, Assam, Ghy-03",No ,No,Irrigation Department||Chief Engineer(Major)-Irrigation Dept,No.DDP/VI/11/2017/1 Dt.07/07/2017,2017_ID_2734_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,14-Jul-2017 02:00 PM,24-Jul-2017 03:00 PM,14-Jul-2017 02:00 PM,24-Jul-2017 02:00 PM,NA ,NA ,14-Jul-2017 02:00 PM,24-Jul-2017 02:00 PM,01-Aug-2017 04:05 PM,"Chief Engineer, Irrigation, Assam, Ghy-03","O.o the Chief Engineer, Irrigation, Assam, Ghy-03",1.0,DD - Demand Draft,AOC
,,,,2,15016,BINOD DAIMARI,24-Jul-2017 01:52 PM,Accepted-AOC,Awarded,27-Feb-2018 03:29 PM,AOC,,,.pdf,Bid Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,AOC
,,,,3,14735,FIROJ ALI,19-Jul-2017 10:01 PM,Rejected-Finance,Rejected,27-Feb-2018 03:27 PM,AOC,,,.pdf,Cost of Bid Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,15090,M/S AGH CONSTRUCTIONS,24-Jul-2017 12:07 PM,Rejected-Finance,Rejected,27-Feb-2018 03:27 PM,AOC,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,15096,M/S. D.K. ASSAM ASSOCIATES PVT. LTD.,23-Jul-2017 10:51 PM,Rejected-Finance,Rejected,27-Feb-2018 03:27 PM,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,14861,MS MURLIDHAR AGARWALA AND CO,24-Jul-2017 11:30 AM,Rejected-Finance,Rejected,27-Feb-2018 03:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,14855,SAILENDRA KUMAR SARMAH,23-Jul-2017 05:26 PM,Rejected-Finance,Rejected,27-Feb-2018 03:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,14993,Sri Ananta Daimari,23-Jul-2017 04:56 AM,Accepted-AOC,Awarded,27-Feb-2018 03:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,14893,Sri Chandan deka,22-Jul-2017 03:24 PM,Rejected-Finance,Rejected,27-Feb-2018 03:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,15044,Sri Kishore K Sutradhar,24-Jul-2017 12:12 PM,Accepted-AOC,Awarded,27-Feb-2018 03:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
