Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION UDALGURI GROUP 19,Reshaping and regrading at various reaches of ch 4050m 8160m including construction of inlet at ch 2195m cattle crossing at ch 1140m 1860m of D2B2M canal Construction of Superpassage at ch150m 850m 1050m and HPCD at ch 390m 440 640etc,Please refer Tender documents. ,NA ,"2,17,18,300",Civil Works - Others,NA ,Rate Contract,180.0,180.0,Dhansiri,784509.0,NA ,NA ,NA ,"O/o the Chief Engineer, Irrigation, Assam, Ghy-03",No ,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Pre Qualification,14-Jul-2017 02:00 PM,24-Jul-2017 03:00 PM,14-Jul-2017 02:00 PM,24-Jul-2017 02:00 PM,NA ,NA ,14-Jul-2017 02:00 PM,24-Jul-2017 02:00 PM,01-Aug-2017 04:20 PM,Irrigation Department||Chief Engineer(Major)-Irrigation Dept,No.DDP/VI/11/2017/1 Dt.07/07/2017,2017_ID_2735_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"4,34,366",Yes,percentage,2.0%,"E.E Dhansiri Project Div(I), Canal I",Udalguri,"Chief Engineer, Irrigation, Assam, Ghy-03","O/o the Chief Engineer, Irrigation, Assam, Ghy-03","1,000","Chief Engineer, Irrigation, Assam",Guwahati,No,AOC,"Chief Engineer(I),Assam,Ghy-03",Internal,"Chief Engineer(I),Assam, Ghy-03,Chief Engineer(MI),Assam, Ghy-03, Director Design(I),Director Design (MI)",Amit Singha,27-Feb-2018 03:44 PM,finsummary_4372.pdf (238.21 KB),1.0,14940.0,Khitish Ojha,INR,6707600.0,Irrigation Department||Chief Engineer(Major)-Irrigation Dept,2017_ID_2735_1,No.DDP/VI/11/2017/1 Dt.07/07/2017,DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION UDALGURI GROUP 19,27-Feb-2018,INR 2.17183E+7,180.0,Amit Singha,27-Feb-2018 03:49 PM,Gr19.pdf (238.00 KB),AOC,Finance,Provisionally Admitted,Amit Singha,27-Feb-2018 03:37 PM,finance_4372.pdf,BOQ Comparative Chart,"Chief Engineer, Irrigation",Internal,"Chief Engineer, Irrigation, Chief Engineer (M.I), Director Design (I), Director Design (M.I)",Amit Singha,01-Aug-2017 04:13 PM,01-Aug-2017 04:20 PM,techsummary_4372.pdf (107.44 KB),1,15130,ARCHNIRMAN PRIVATE LIMITED,24-Jul-2017 01:53 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Aug-2017 04:11 PM,Technical,"2 nos. rejected due to noncomplaince of technical specification, otehr 8 nos. are provisionally accepted.",Amit Singha,01-Aug-2017 04:11 PM,technical_4372.pdf,AOC
,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,.pdf,Bid Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,14997.0,SRI SAMAR WARRI,INR,6792700.0,,,,,,,,,,,,,,,,,,,,,,,,,2,14940,Khitish Ojha,22-Jul-2017 07:59 PM,Accepted-AOC,Awarded,27-Feb-2018 03:49 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Bid Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,15138.0,M/S SUNRISE ENTERPRISE,INR,6110600.0,,,,,,,,,,,,,,,,,,,,,,,,,3,15120,MS Namsay Enterprise,24-Jul-2017 11:56 AM,Rejected-AOC,Not awarded,27-Feb-2018 03:49 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15138,M/S SUNRISE ENTERPRISE,24-Jul-2017 01:07 PM,Accepted-AOC,Awarded,27-Feb-2018 03:49 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15147,Nabin Baro,24-Jul-2017 01:55 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Aug-2017 04:11 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15123,ROHIT CHANDRA RABHA,24-Jul-2017 12:24 PM,Rejected-AOC,Not awarded,27-Feb-2018 03:49 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14982,SOHANLAL PATWARY,23-Jul-2017 02:28 AM,Rejected-AOC,Not awarded,27-Feb-2018 03:49 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,14897,Sri Chandan deka,22-Jul-2017 03:37 PM,Rejected-Finance,Rejected,27-Feb-2018 03:44 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15122,Sri Kishore K Sutradhar,24-Jul-2017 12:08 PM,Rejected-AOC,Not awarded,27-Feb-2018 03:49 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14997,SRI SAMAR WARRI,23-Jul-2017 05:34 AM,Accepted-AOC,Awarded,27-Feb-2018 03:49 PM,,,,,,AOC
