Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
14-Jul-2017 02:00 PM,24-Jul-2017 03:00 PM,14-Jul-2017 02:00 PM,24-Jul-2017 02:00 PM,NA ,NA ,14-Jul-2017 02:00 PM,24-Jul-2017 02:00 PM,01-Aug-2017 04:25 PM,Irrigation Department||Chief Engineer(Major)-Irrigation Dept,No.DDP/VI/11/2017/1 Dt.07/07/2017,2017_ID_2737_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION UDALGURI GROUP 21,Reshaping and Regrading including construction of structures of S1B2M canal from ch 0m 2040m of S1K1D1B1M canal from ch0 tailpoint of canal S3D3B1M from ch 0m to tailpoint of canal S4D1B1M from ch 0m to tail point of canal S5D3B1M etc,Please refer Tender documents. ,NA ,"1,73,83,100",Civil Works - Others,NA ,Rate Contract,180.0,180.0,Dhansiri,784509.0,NA ,NA ,NA ,"O/o the Chief Engineer, Irrigation, Assam, Ghy-03",No ,No,"1,000","Chief Engineer, Irrigation, Assam",Guwahati,No,"Chief Engineer, Irrigation, Assam, Ghy-03","O/o the Chief Engineer, Irrigation, Assam, Ghy-03",1.0,Fee/PreQual/Technical,.pdf,Pre Qualification,"3,47,662",Yes,percentage,2.0%,"E.E Dhansiri Project Div(I), Canal I",Udalguri,1.0,DD - Demand Draft,AOC,Technical,"4 nos. rejected due to non compliance of technical specification, others 8 nos. are provisionally accepted.",Amit Singha,01-Aug-2017 04:18 PM,technical_4374.pdf,Irrigation Department||Chief Engineer(Major)-Irrigation Dept,2017_ID_2737_1,No.DDP/VI/11/2017/1 Dt.07/07/2017,DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION UDALGURI GROUP 21,Finance,Provisionally Admitted,Amit Singha,28-Feb-2018 10:59 AM,finance_4374.pdf,BOQ Comparative Chart,28-Feb-2018,INR 1.73831E+7,180.0,Amit Singha,28-Feb-2018 11:12 AM,Gr21.pdf (232.00 KB),AOC,1,14921,AJOY NARZARY,22-Jul-2017 07:27 PM,Rejected-Finance,Rejected,28-Feb-2018 11:09 AM,1.0,14956.0,ASHOK KUMAR BAJAJ,INR,7971000.0,"Chief Engineer, Irrigation",Internal,"Chief Engineer, Irrigation, Chief Engineer (M.I), Director Design (I), Director Design (M.I)",Amit Singha,01-Aug-2017 04:22 PM,01-Aug-2017 04:25 PM,techsummary_4374.pdf (114.04 KB),"Chief Engineer(I),Assam,Guwahati-03",Internal,"Chief Engineer(I),Assam,Guwahati-03,Chief Engineer(MI),Assam,Guwahati-03, Director Design(I),Director Design(MI)",Amit Singha,28-Feb-2018 11:09 AM,finsummary_4374.pdf (330.33 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Documents,,,,,,,2.0,FDR - Fixed Deposit Receipt,AOC,,,,,,,,,,,,,,,,,,,,,,,2,14922,ARZED HUSSAIN SAHARIA,24-Jul-2017 12:36 PM,Rejected-Finance,Rejected,28-Feb-2018 11:09 AM,2.0,15023.0,SRI BINOY BORO,INR,4043800.0,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Bid Documents,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3,14956,ASHOK KUMAR BAJAJ,22-Jul-2017 10:54 PM,Accepted-AOC,Awarded,28-Feb-2018 11:12 AM,3.0,15025.0,NERSWN SHA GOYARI,INR,2798600.0,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4,15053,BIRENDRA BRAHMA,23-Jul-2017 05:11 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Aug-2017 04:18 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5,14631,INNOVATION,16-Jul-2017 11:24 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Aug-2017 04:18 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6,14933,JISOYA KHAKHLARI,22-Jul-2017 07:03 PM,Rejected-Finance,Rejected,28-Feb-2018 11:09 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,7,15135,Ms KC Enterprise,24-Jul-2017 01:00 PM,Rejected-Finance,Rejected,28-Feb-2018 11:09 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,8,15025,NERSWN SHA GOYARI,23-Jul-2017 10:02 AM,Accepted-AOC,Awarded,28-Feb-2018 11:12 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,9,14814,PROBUDH KHAKHLARI,21-Jul-2017 03:23 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Aug-2017 04:18 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,10,14980,SOHANLAL PATWARY,23-Jul-2017 02:16 AM,Rejected-Finance,Rejected,28-Feb-2018 11:09 AM,,,,,,,,,,,,,,,,,,,AOC
