Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
14-Jul-2017 01:00 PM,24-Jul-2017 03:00 PM,14-Jul-2017 01:00 PM,24-Jul-2017 02:00 PM,NA ,NA ,14-Jul-2017 01:00 PM,24-Jul-2017 02:00 PM,01-Aug-2017 03:30 PM,DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION UDALGURI GROUP 16,Reshaping Regrading of main canal from ch 10342m 10550m including restoration of old CC lining works at various reaches from ch 0m 10850m of B2M canal,Please refer Tender documents. ,NA ,"1,41,01,800",Civil Works - Others,NA ,Rate Contract,180.0,180.0,Dhansiri,784509.0,NA ,NA ,NA ,"O/o the Chief Engineer, Irrigation, Assam, Ghy-03",No ,No,1.0,DD - Demand Draft,"2,82,036",Yes,percentage,2.0%,"E.E Dhansiri Project Div(I), Canal I",Udalguri,"Chief Engineer, Irrigation, Assam, Ghy-03","O/o the Chief Engineer, Irrigation, Assam, Ghy-03",Irrigation Department||Chief Engineer(Major)-Irrigation Dept,No.DDP/VI/11/2017/1 Dt.07/07/2017,2017_ID_2731_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Pre Qualification,"1,000","Chief Engineer, Irrigation, Assam",Guwahati,No,AOC,22-Feb-2018,INR 1.41018E+7,180.0,Amit Singha,22-Feb-2018 03:35 PM,Gr-16.pdf (215.00 KB),AOC,"Chief Engineer, Irrigation, Assam, Ghy-03",Internal,"Chief Engineer, Irrigation, Assam, Ghy-03, Chief Engineer(MI), Assam, Ghy-03, Director Design(I), Director Design(MI)",Amit Singha,22-Feb-2018 03:34 PM,finsummary_4368.pdf (328.66 KB),1,15026,Abong Brahma,23-Jul-2017 10:12 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Aug-2017 03:22 PM,Finance,Provisionally Admitted,Amit Singha,15-Feb-2018 01:19 PM,finance_4368.pdf,BOQ Comparative Chart,Irrigation Department||Chief Engineer(Major)-Irrigation Dept,2017_ID_2731_1,No.DDP/VI/11/2017/1 Dt.07/07/2017,DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION UDALGURI GROUP 16,Technical,8 nos. rejected due to non-compliance of technical specification and 9 nos. provisionally accepted,Amit Singha,01-Aug-2017 03:22 PM,technical_4368.pdf,1.0,14841.0,Pankaj Boro,INR,4512700.0,"Chief Engineer, Irrigation",Internal,"Chief Engineer, Irrigation, Chief Engineer (M.I), Director Design (I), Director Design (M.I)",Amit Singha,01-Aug-2017 03:26 PM,01-Aug-2017 03:30 PM,techsummary_4368.pdf (128.09 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Documents,,,,,AOC,,,,,,,,,,,,,,2,14979,ASHOK KUMAR BAJAJ,23-Jul-2017 12:22 AM,Rejected-Finance,Rejected,22-Feb-2018 03:34 PM,,,,,,,,,,,,,,,,2.0,14996.0,SRI SAMAR WARRI,INR,4980600.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Bid Documents,,,,,AOC,,,,,,,,,,,,,,3,14932,Bidintha Kachari,22-Jul-2017 06:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Aug-2017 03:22 PM,,,,,,,,,,,,,,,,3.0,14998.0,Sri Munush Daimari,INR,3189000.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,AOC,,,,,,,,,,,,,,4,14925,Binod Deka,24-Jul-2017 12:27 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Aug-2017 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,5,15051,BIRENDRA BRAHMA,23-Jul-2017 05:02 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Aug-2017 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,6,14961,BRIKENDRA BASUMATARY,22-Jul-2017 11:11 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Aug-2017 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,7,15152,Dhruva Narayan Sharma,24-Jul-2017 01:59 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Aug-2017 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,8,15035,Dinesh Basumatary,23-Jul-2017 01:16 PM,Rejected-Finance,Rejected,22-Feb-2018 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,9,14844,MINTU BISWAS,21-Jul-2017 08:59 PM,Rejected-Finance,Rejected,22-Feb-2018 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,10,15116,MS Namsay Enterprise,24-Jul-2017 11:46 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Aug-2017 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
