S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,DD - Demand Draft,CMD LACADA,"CMD LACADA, Chandmari,Ghy-3","3,56,100",Yes,percentage,2.0%,EE Dhansiri Project Weir Divn. Irrigation,Bhairabkundo,21-Dec-2017 05:00 PM,08-Jan-2018 03:00 PM,21-Dec-2017 05:00 PM,08-Jan-2018 02:00 PM,NA ,NA ,22-Dec-2017 10:00 AM,08-Jan-2018 02:00 PM,29-Jan-2018 06:00 PM,"1,000",EE Dhansiri Project Weir Divn. Irrigation,Bhairabkundo,No,1.0,IFB 3.III AND IFB 4,Other,,Irrigation Department,CMD/CAD/LA/T/7/2016/29,2017_ID_4571_21,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and EMD,Construction of Field Channel,Brick Lined and Earthen F C,Please refer to Bidding Document ,NA ,"1,78,05,000",Civil Works,NA ,Tender,180.0,90.0,"Udalguri, Bhairabkundo",784509.0,NA ,NA ,NA ,"CMD LACADA, Chandmari,Ghy-3",No ,No,AOC,Finance,Financial Bid has been opened,Ram Pravesh Chauhan,23-Feb-2018 12:38 PM,finance_7305.pdf,BOQ Comparative Chart,26-Feb-2018,INR 1.7805E+7,90.0,Ram Pravesh Chauhan,26-Feb-2018 04:46 PM,21.pdf (759.00 KB),Works are awarded to six nos of Bidders,1,25336,Babul Baglary,08-Jan-2018 03:59 AM,Accepted-AOC,Awarded,26-Feb-2018 04:46 PM,Technical,Technical Bid has been opened,Chan Mohan Das,29-Jan-2018 02:41 PM,technical_7305.pdf,B Malakar,Internal,P DEKA D SAIKIA H K MILI C M DAS R GOGOI,Ram Pravesh Chauhan,29-Jan-2018 05:14 PM,29-Jan-2018 06:00 PM,techsummary_7305.pdf (1566.21 KB),B Malakar,Internal,P DEKA D SAIKIA H K MILI C M DAS R GOGOI,Ram Pravesh Chauhan,23-Feb-2018 04:20 PM,finsummary_7305.pdf (706.10 KB),1.0,25035.0,HARADHAN KUNDU,INR,2000000.0,Irrigation Department,2017_ID_4571_21,CMD/CAD/LA/T/7/2016/29,Construction of Field Channel,AOC
2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Prequalification Details,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2,25196,Bharati Das Boro,08-Jan-2018 11:13 AM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 04:46 PM,,,,,,,,,,,,,,,,,,,2.0,25166.0,Sidhartha Bora,INR,3000000.0,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Document,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,3,25366,Elite Agency,08-Jan-2018 12:03 PM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 04:46 PM,,,,,,,,,,,,,,,,,,,3.0,25188.0,Sri Enel Daimari,INR,2000000.0,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ/Price Bid,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,4,25035,HARADHAN KUNDU,07-Jan-2018 01:40 AM,Accepted-AOC,Awarded,26-Feb-2018 04:46 PM,,,,,,,,,,,,,,,,,,,4.0,25313.0,SAMAR WARRI,INR,6000000.0,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,5,25095,Jainur Haque,06-Jan-2018 02:12 PM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 04:46 PM,,,,,,,,,,,,,,,,,,,5.0,25317.0,NERSWN SHA GOYARI,INR,1000000.0,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,6,25085,Khitish Ojha,07-Jan-2018 12:21 PM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 04:46 PM,,,,,,,,,,,,,,,,,,,6.0,25336.0,Babul Baglary,INR,2000000.0,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,7,25213,MRINAL BHUYAN,07-Jan-2018 05:04 PM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,8,25317,NERSWN SHA GOYARI,08-Jan-2018 01:55 AM,Accepted-AOC,Awarded,26-Feb-2018 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,9,25352,PARIMAL DEV NATH,08-Jan-2018 11:04 AM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,10,25337,RANJIT KUMAR CHAKRABARTY,08-Jan-2018 12:10 PM,Rejected-Finance,Quoted rate is not acceptable,23-Feb-2018 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,11,25313,SAMAR WARRI,08-Jan-2018 01:38 AM,Accepted-AOC,Awarded,26-Feb-2018 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,12,25166,Sidhartha Bora,08-Jan-2018 12:09 PM,Accepted-AOC,Awarded,26-Feb-2018 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,13,25323,Sri Ekho Das,08-Jan-2018 02:21 AM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,14,25188,Sri Enel Daimari,08-Jan-2018 10:07 AM,Accepted-AOC,Awarded,26-Feb-2018 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,15,25210,Sri Suren Ch Baro,07-Jan-2018 04:09 PM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
