Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Instrument Type,Tender Stage
Technical,Technical Bid has been opened,Chan Mohan Das,29-Jan-2018 02:51 PM,technical_7311.pdf,B Malakar,Internal,P DEKA D SAIKIA H K MILI C M DAS R GOGOI,Ram Pravesh Chauhan,23-Feb-2018 04:02 PM,finsummary_7311.pdf (706.10 KB),B MALAKAR,Internal,P DEKA D SAIKIA H K MILI C M DAS R GOGOI,Chan Mohan Das,29-Jan-2018 04:37 PM,29-Jan-2018 05:00 PM,techsummary_7311.pdf (1566.03 KB),1,25020,ABDUL BASIR,07-Jan-2018 11:21 PM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 05:37 PM,26-Feb-2018,INR 5000000.0,90.0,Ram Pravesh Chauhan,26-Feb-2018 05:37 PM,25.pdf (698.00 KB),Works are awarded to five nos of Bidders,Irrigation Department,2017_ID_4571_27,CMD/CAD/LA/T/7/2016/29,Construction of Field Channel,Finance,Technical Bid has been opened,Ram Pravesh Chauhan,23-Feb-2018 12:50 PM,finance_7311.pdf,BOQ Comparative Chart,1.0,25028.0,UJJAL TALUKDAR,INR,1000000.0,AOC,CMD LACADA,"CMD LACADA, Chandmari,Ghy-3",1.0,IFB 3.III AND IFB 4,Other,,Construction of Field Channel,Brick Lined and Earthen F C,Please refer to Bidding Document ,NA ,"50,00,000",Civil Works,NA ,Tender,180.0,90.0,"Udalguri, Bhairabkundo",784509.0,NA ,NA ,NA ,"CMD LACADA, Chandmari,Ghy-3",No ,No,"1,000",EE Dhansiri Project Weir Divn. Irrigation,Bhairabkundo,No,21-Dec-2017 05:00 PM,08-Jan-2018 03:00 PM,21-Dec-2017 05:00 PM,08-Jan-2018 02:00 PM,NA ,NA ,22-Dec-2017 10:00 AM,08-Jan-2018 02:00 PM,29-Jan-2018 05:00 PM,"1,00,000",Yes,percentage,2.0%,EE Dhansiri Project Weir Divn. Irrigation,Bhairabkundo,Irrigation Department,CMD/CAD/LA/T/7/2016/29,2017_ID_4571_27,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and EMD,1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,,,2,25236,AJOY KUMAR BRAHMA,08-Jan-2018 12:02 AM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 05:37 PM,,,,,,,,,,,,,,,,,,2.0,25134.0,SONATON DAIMARI,INR,500000.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Prequalification Details,2.0,FDR - Fixed Deposit Receipt,AOC
,,,,,,,,,,,,,,,,,,3,25198,ARZED HUSSAIN SAHARIA,07-Jan-2018 01:00 PM,Accepted-AOC,Awarded,26-Feb-2018 05:37 PM,,,,,,,,,,,,,,,,,,3.0,25159.0,SRI PROCHIT CH. BASUMATARY,INR,1000000.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Document,,,AOC
,,,,,,,,,,,,,,,,,,4,25161,JOYGA RAM BAGLARY,06-Jan-2018 09:47 PM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 05:37 PM,,,,,,,,,,,,,,,,,,4.0,25198.0,ARZED HUSSAIN SAHARIA,INR,1000000.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ/Price Bid,,,AOC
,,,,,,,,,,,,,,,,,,5,25288,M/s B.S.P.VERMA,07-Jan-2018 11:14 PM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 05:37 PM,,,,,,,,,,,,,,,,,,5.0,25207.0,ROHIT CHANDRA RABHA,INR,1000000.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,AOC
,,,,,,,,,,,,,,,,,,6,25155,PHUNGKHA BASUMATARY,06-Jan-2018 08:47 PM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,25168,RICHARD BAGLARI,06-Jan-2018 11:51 PM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,25207,ROHIT CHANDRA RABHA,07-Jan-2018 03:17 PM,Accepted-AOC,Awarded,26-Feb-2018 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,25134,SONATON DAIMARI,06-Jan-2018 08:19 PM,Accepted-AOC,Awarded,26-Feb-2018 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,25226,Sri Chandan Chouhan,07-Jan-2018 08:14 PM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,11,25159,SRI PROCHIT CH. BASUMATARY,06-Jan-2018 09:17 PM,Accepted-AOC,Awarded,26-Feb-2018 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,12,24977,tanhar galib zaman,05-Jan-2018 06:01 PM,Rejected-AOC,Works are awarded in other group,26-Feb-2018 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,13,25028,UJJAL TALUKDAR,08-Jan-2018 01:49 PM,Accepted-AOC,Awarded,26-Feb-2018 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
