Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Periodic Maintenance Tashizong to Beth Zhikli Road DRRP No. HP0403VR00072 AMP 2020-21 PMGSY Roads,"Providing and Laying Built up Spray Grout Single Layer, Tack Coat and 25mm thick Bitumenious concrete in Km 0/0 to 1/0",Please refer Tender documents. ,NA ,"6,97,109",Civil Works - Roads,NA ,Tender,120.0,60.0,Baijnath,176125.0,NA ,NA ,NA ,Xen HPPWD Division Baijnath,No ,No,PWD,PWD-BD-NIT-2019-20-23574-630,2020_PWD_36034_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,350.0,EE Baijnath,Baijnath,No,1.0,DD - Demand Draft,Xen HPPWD Division Baijnath,Xen HPPWD Division Baijnath,"14,000",No,fixed,,EE Baijnath,Baijnath,12-Mar-2020 10:00 AM,20-Apr-2020 01:00 PM,12-Mar-2020 11:00 AM,20-Apr-2020 12:00 PM,NA ,NA ,12-Mar-2020 05:00 PM,20-Apr-2020 12:00 PM,27-Apr-2020 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as Indicated Schedule F.,1.0,extend date again,Date,,AOC,Finance,Financial Bid Open,Sanjiv Kumar,18-Jun-2020 12:38 PM,finance_53052.pdf,BOQ Comparative Chart,1.0,156958.0,Akshay Acharya,INR,"906,283",1.0,156958.0,Akshay Acharya,19-Apr-2020 01:23 PM,Accepted-AOC,Lower side,18-Jun-2020 12:41 PM,Technical,Two bidders participated in this work and found responsive. Hence tender recommended by committee to open the financial bid,Sanjiv Kumar,24-Apr-2020 11:37 AM,technical_53052.pdf,PWD,2020_PWD_36034_1,PWD-BD-NIT-2019-20-23574-630,Periodic Maintenance Tashizong to Beth Zhikli Road DRRP No. HP0403VR00072 AMP 2020-21 PMGSY Roads,Er S K Sood,Internal,Sh. Rajinder Chaudhary SR DAO Sh Ravi Rana HDM Sh Sunil Kumar Supdt GII Er Vaneet Sharma AE Baijnath,Sanjiv Kumar,24-Apr-2020 11:38 AM,27-Apr-2020 11:00 AM,techsummary_53052.pdf (290.64 KB),Er SK Sood,Internal,HDM SupdtGII Sr DAO AE Baijanth,Sanjiv Kumar,18-Jun-2020 12:40 PM,finsummary_53052.pdf (123.88 KB),18-Jun-2020,"INR 685,808",60.0,Sanjiv Kumar,18-Jun-2020 12:41 PM,AwardBethjhikli01.pdf (242.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Earnest Money as Indicated Schedule F.,,,,,AOC,,,,,,,,,,,,2.0,157010.0,P. L. SHARMA,19-Apr-2020 04:54 PM,Rejected-AOC,Higher side,18-Jun-2020 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid GST Registration and PAN No.,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that no Both Gazatted Non Gazetted officer employee in HPPWD Division Baijnath related him,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that - arbitration / litigation case with PWD is pending in any court of law,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished with the bid Name of work is correct in all respect,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery with proof of ownership required as per SBD if hiring affidavit of consent required from o,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum work done amount not less than 40 percent of the estimated cost (without LD) in last 5year,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
