Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
Technical,Technical bid opened on dated 06.12.2019,Rahul Dubey,18-Dec-2019 01:24 PM,technical_47298.pdf,Finance,Financial bid opened on dated 18-12.2019,Rahul Dubey,19-Dec-2019 03:19 PM,finance_47298.pdf,BOQ Comparative Chart,04-Jun-2020,"INR 119,349,921",120.0,Rahul Dubey,04-Jun-2020 02:45 PM,Award.pdf (619.00 KB),Award Letter,1.0,138256.0,HARJEET SINGH,04-Dec-2019 01:38 PM,Accepted-AOC,Lowest Amount,04-Jun-2020 02:45 PM,Sh.Rahul Dubey,Internal,"Sh.Suraj parkash SDAO,Smt.Anita Rana Supdt-Gr-II,Smt.Kanchan Bala HDM",Rahul Dubey,18-Dec-2019 01:28 PM,18-Dec-2019 01:40 PM,techsummary_47298.pdf (259.65 KB),1.0,138256.0,HARJEET SINGH,INR,"165,115,116","HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",2019_HPIPH_32826_1,EE/IPHNBD/2019/7026-99 dt.21.11.19,"Providing R WSS to Multi Vill.Group of GP Dhaloon Patiyalkar Kaled,Ramehar Sihund and Baldhar(Under JJM)",Sh.Rahul Dubey EE,Internal,"Sh.S.P. Verma SDAO,Smt.Anita Rana Supdt Gr.II,Smt.Kanchan Bala HDM",Rahul Dubey,19-Dec-2019 03:25 PM,finsummary_47298.pdf (260.08 KB),AOC,Executive Engineer,IPH Division Nagrota Bagwan Distt.Kangra HP,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Cost of Bid documents through online mode,22-Nov-2019 02:00 PM,06-Dec-2019 11:30 AM,22-Nov-2019 02:00 PM,06-Dec-2019 11:00 AM,NA ,NA ,22-Nov-2019 02:00 PM,06-Dec-2019 11:00 AM,18-Dec-2019 01:40 PM,"2,500",EE IPH Nagrota Bagwan,EE IPH Nagrota Bagwan,No,"5,00,000",No,fixed,,EE IPH Nagrota Bagwan,EE IPH Nagrota Bagwan,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",EE/IPHNBD/2019/7026-99 dt.21.11.19,2019_HPIPH_32826_1,Yes,Global Tenders,Lump-sum,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,"Providing R WSS to Multi Vill.Group of GP Dhaloon Patiyalkar Kaled,Ramehar Sihund and Baldhar(Under JJM)","Providing R WSS to Multi Vill.Group of GP Dhaloon Patiyalkar Kaled,Ramehar Sihund and Baldhar(Under JJM",Please refer Tender documents. ,NA ,"11,93,49,921",Civil Works,NA ,Tender,60.0,120.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,Nagrota Bagwan,No ,No,1.0,Corrigendum,Other,,AOC
,,,,,,,,,,,,,,,,,,2.0,138138.0,R K ENGINNERS SALES LTD,04-Dec-2019 01:40 PM,Rejected-Finance,Highest Amount,19-Dec-2019 03:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Scanned copy of Earnest Money through online mode /Physical submission of original Bid Security (in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Scanned copy of Enlistment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Scanned copy of GST./Income tax/EPF latest clearance as prescribed in the NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Scanned copy of Work done certificate as per NIT Eligible Criteria Condition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,An affidavit that any Govt./Semi Govt./ etc. have not even blacklist to the firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.pdf,Form6_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Terms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Technical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
