Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Tender Stage
Er SK Sood,Internal,HDM SupdtG-II Sr. DAO AE Baijnath,Sanjiv Kumar,09-Jun-2020 12:17 PM,finsummary_48513.pdf (92.38 KB),09-Jun-2020,"INR 307,102",60.0,Sanjiv Kumar,09-Jun-2020 12:18 PM,AwardBhullanamajher.pdf (231.00 KB),PWD,2019_PWD_33668_1,PWD-BD-NIT-2019-20/18627-80,Periodic Maintenance Bhullana to Majher DRRP No. HP407VR0063 (Under AMP 2019-20 Village Road),Er S K Sood,Internal,Sh. Rajinder Chaudhary SR DAO Sh Ravi Rana HDM Sh Sunil Kumar Supdt GII Er Vaneet Sharma AE Baijnath,Sanjiv Kumar,24-Jan-2020 12:24 PM,28-Jan-2020 11:00 AM,techsummary_48513.pdf (537.41 KB),Technical,Three bidders participated in this work and two bidders found responsive. Hence tender recommended by committee to open the financial bid.,Sanjiv Kumar,24-Jan-2020 12:23 PM,technical_48513.pdf,1.0,144527.0,Parveen,10-Jan-2020 05:59 PM,Accepted-AOC,Lower side,09-Jun-2020 12:18 PM,Finance,Financial Bid Open Successfully,Sanjiv Kumar,09-Jun-2020 12:15 PM,finance_48513.pdf,BOQ Comparative Chart,1.0,144527.0,Parveen,INR,"417,454",AOC,PWD,PWD-BD-NIT-2019-20/18627-80,2019_PWD_33668_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,350.0,EE HPPWD Baijnath,Baijnath,No,27-Dec-2019 10:00 AM,13-Jan-2020 11:00 AM,27-Dec-2019 11:00 AM,13-Jan-2020 10:30 AM,NA ,NA ,27-Dec-2019 11:00 AM,13-Jan-2020 10:30 AM,28-Jan-2020 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as Indicated Schedule F.,Periodic Maintenance Bhullana to Majher DRRP No. HP407VR0063 (Under AMP 2019-20 Village Road),Providing and Laying built up spray grout single layer tack coat premix carpet with seal coat in Km 0/0 to 0/500,Please refer Tender documents. ,NA ,"3,07,102",Civil Works - Roads,NA ,Tender,120.0,60.0,Baijnath,176125.0,NA ,NA ,NA ,HPPWD Division Baijnath,No ,No,"6,200",No,fixed,,EE HPPWD Baijnath,Baijnath,Xen HPPWD Baijnath,Xen HPPWD Baijnath,1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,144558.0,Ravinder Rana,11-Jan-2020 01:27 PM,Rejected-AOC,Higher Side,09-Jun-2020 12:18 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Earnest Money as Indicated Schedule F.,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,144650.0,satish abrol,13-Jan-2020 08:48 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Jan-2020 12:23 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid GST Registration and PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that no Both Gazatted Non Gazetted officer employee in HPPWD Division Baijnath related him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that no arbitration / litigation case with PWD is pending in any court of law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished with the bid Name of work is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery required as per SBD with proof if hiring affidavit required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum civil work done amount not less than 40 percent of the estimated cost (without LD) in last f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
