Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
PWD,12277-12326 dated 26-11-2019,2019_PWD_33138_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,09-Dec-2019 10:00 AM,23-Dec-2019 11:30 AM,09-Dec-2019 10:00 AM,23-Dec-2019 11:00 AM,NA ,NA ,09-Dec-2019 10:00 AM,23-Dec-2019 11:00 AM,31-Jan-2020 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F (Required only National Bank ),"Executive Engineer, HP.PWD., Division, Kangra","Executive Engineer, HP.PWD., Division, Kangra",1.0,FDR - Fixed Deposit,C/O road from Satsang House to Gram Panchyat Lunj,(SH- P/L 80mm thick interlock tiles pavement in km. 0/0 to 0/180 and C/O cause way),Please refer Tender documents. ,NA ,"5,87,454",Civil Works - Roads,NA ,Tender,120.0,90.0,Work,176001.0,NA ,NA ,NA ,"Executive Engineer, HP.PWD., Division, Kangra",No ,No,"11,750",No,fixed,,"Executive Engineer H.P.PWD., Kangra",Kangra,350.0,"Executive Engineer H.P.PWD., Kangra",Kangra,No,AOC,PWD,2019_PWD_33138_1,12277-12326 dated 26-11-2019,C/O road from Satsang House to Gram Panchyat Lunj,Er. Sanjiv Mahajan,Internal,"Er.Rishi Kumar, A.E. Sh. S.K. Dyal, Sr. DAO, Sh. Ajay Mahajan, HDM, Sh. Jiwan Singh, Supdt.",Sanjiv Mahajan,31-Jan-2020 03:41 PM,31-Jan-2020 04:00 PM,techsummary_47747.pdf (133.25 KB),Sanjiv Mahajan,Internal,"A.E, Nift, HDM, Supdt, DAO",Sanjiv Mahajan,11-Jun-2020 01:10 PM,finsummary_47747.pdf (51.27 KB),11-Jun-2020,"INR 587,454",90.0,Sanjiv Mahajan,11-Jun-2020 01:15 PM,Award.pdf (157.00 KB),Award,1.0,142059.0,Yash Paul Govt.Contractor,INR,"643,416",Finance,Summary,Sanjiv Mahajan,11-Jun-2020 01:03 PM,finance_47747.pdf,BOQ Comparative Chart,1.0,141888.0,Ashwani,23-Dec-2019 10:39 AM,Rejected-Finance,Rate higher side,11-Jun-2020 01:10 PM,Technical,Opened,Sanjiv Mahajan,31-Jan-2020 03:34 PM,technical_47747.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money indicated in schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,141948.0,NARESH KUMAR,21-Dec-2019 04:02 PM,Rejected-Finance,Rate higher side,11-Jun-2020 01:10 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,142015.0,Neeraj,22-Dec-2019 10:21 AM,Rejected-Finance,Rate higher side,11-Jun-2020 01:10 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,141006.0,pankaj patial govt contractor,18-Dec-2019 10:17 PM,Rejected-Finance,Rate higher side,11-Jun-2020 01:10 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical staff required as per Clause 36(1)(2) and 36(A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,142013.0,Sunny Kumar,22-Dec-2019 09:32 AM,Rejected-Finance,Rate higher side,11-Jun-2020 01:10 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of litigation case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,142059.0,Yash Paul Govt.Contractor,23-Dec-2019 09:01 AM,Accepted-AOC,Awarded,11-Jun-2020 01:15 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b and Sr. No-4 Schedule-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant shown in schedule-F (Sr. No-6.19) (Refer clause No-18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No-23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (Refer General Rule No-21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
