Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
08-May-2020 05:00 PM,02-Jun-2020 11:30 AM,08-May-2020 05:00 PM,01-Jun-2020 05:00 PM,NA ,NA ,08-May-2020 05:00 PM,01-Jun-2020 05:00 PM,09-Jun-2020 11:30 AM,1.0,Corrigendum,Date,,350.0,"Executive Engineer, HPPWD Division Sangrah",UCO Bank Sangrah,No,1.0,DD - Demand Draft,A/R and M/O on Paller Pidiyadhar road km 0/00 to 17/00,C/O R/wall in wire create from RD 7/130 to 7/145 and 7/095 to 7/107),Please refer Tender documents. ,NA ,"6,08,183",Civil Works,NA ,Tender,90.0,90.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,1.0,Fee/PreQual/Technical,.pdf,26.1. COST OF TENDER,"12,200",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",UCO Bank Sangrah,PWD,24-74 DATED 22.04.2020,2020_PWD_37007_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",AOC,Executive Engineer,Internal,Superintendent G-II DHD DAO,Rattan Kumar Sharma,09-Jun-2020 10:55 AM,09-Jun-2020 11:30 AM,techsummary_54612.pdf (391.22 KB),PWD,2020_PWD_37007_4,24-74 DATED 22.04.2020,A/R and M/O on Paller Pidiyadhar road km 0/00 to 17/00,20-Jun-2020,"INR 608,183",90.0,Rattan Kumar Sharma,20-Jun-2020 11:32 AM,08.pdf (835.00 KB),AOC,Executive Engineer,Internal,Tender Assistant DHD DAO Superintendent G-II,Rattan Kumar Sharma,20-Jun-2020 11:31 AM,finsummary_54612.pdf (336.54 KB),1,159888,AJAY CHAUHAN,29-May-2020 05:00 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 11:31 AM,Technical,SUMMARY,Rattan Kumar Sharma,03-Jun-2020 03:13 PM,technical_54612.pdf,Finance,SUMMARY,Rattan Kumar Sharma,12-Jun-2020 10:23 AM,finance_54612.pdf,BOQ Comparative Chart,1.0,160206.0,RADHA RAMAN,INR,"533,425",AOC
,,,,,,,,,,,,,,,,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,.pdf,26.2.EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,159984,Ashok Kumar,30-May-2020 02:29 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 11:31 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,.pdf,26.3.CONTRACTORS REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,159858,Babu ram,29-May-2020 02:36 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 11:31 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.4.GST REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,160247,Gian Singh,01-Jun-2020 02:24 PM,Rejected-Technical,Not Qualified,09-Jun-2020 10:55 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"26.6. LIST OF MACHINERY ,TOOL,PLANT",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,160214,JAI PRAKASH,01-Jun-2020 12:31 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 11:31 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.7. FORM NO 8.,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,160144,M/s Bala Ram Contractor,01-Jun-2020 03:09 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 11:31 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof to registration under Employees Provident Funds,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,160206,RADHA RAMAN,01-Jun-2020 11:54 AM,Accepted-AOC,AOC,20-Jun-2020 11:32 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,160172,RANDEEP SINGH,01-Jun-2020 09:07 AM,Rejected-Technical,Not Qualified,09-Jun-2020 10:55 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,160252,ROHIT KUMAR,01-Jun-2020 02:53 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 11:31 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,159836,SANDEEP SHARMA,29-May-2020 01:11 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 11:31 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,11,159988,SEXIIR5915,30-May-2020 02:42 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 11:31 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,12,159796,SHARMA CONSTRUCTIONS,30-May-2020 02:02 PM,Rejected-Technical,Not Qualified,09-Jun-2020 10:55 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,13,158457,SWARAN SINGH,15-May-2020 02:34 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 11:31 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,14,160272,VIJENDER SHARMA,01-Jun-2020 03:33 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 11:31 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,15,159781,virender singh,28-May-2020 07:51 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 11:31 AM,,,,,,,,,,,,,,,,,AOC
