Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour HP,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,1.0,DD - Demand Draft,PWD,PWP/Tender/2019-20- 1396-1445 dt 26.06.2019,2019_PWD_29831_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"2,000",EE Paonta Sahib,Paonta Sahib,Yes,"1,13,550",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,03-Jul-2019 04:30 PM,25-Jul-2019 11:30 AM,03-Jul-2019 05:00 PM,24-Jul-2019 05:00 PM,NA ,NA ,03-Jul-2019 05:00 PM,24-Jul-2019 05:00 PM,02-Aug-2019 11:00 AM,"Strengthening of link road Haripur Tohana to Rampurghat road 0/0 to 2/210. (SH Providing and Laying G.S.B. wet mix macadam, 50 mm thick B.M. 30 mm thick bitumenious concrete in km 0/0 to 1/510 and interlocking thick paver block in km 1/810 to 2/210","Strengthening of link road Haripur Tohana to Rampurghat road 0/0 to 2/210. (SH Providing and Laying G.S.B. wet mix macadam, 50 mm thick B.M. 30 mm thick bitumenious concrete in km 0/0 to 1/510 and interlocking thick paver block in km 1/810 to 2/210",please refer tender document ,NA ,"81,01,501",Civil Works - Roads,NA ,Tender,90.0,180.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,AOC,1.0,125636.0,Manoj Chawla,24-Jul-2019 01:08 PM,Accepted-AOC,L1,25-Jun-2020 04:03 PM,Technical,Summary,Dalip Singh Tomar,01-Aug-2019 04:28 PM,technical_43098.pdf,1.0,125636.0,Manoj Chawla,INR,"10,053,457",Finance,summary,Dalip Singh Tomar,25-Jun-2020 03:43 PM,finance_43098.pdf,BOQ Comparative Chart,PWD,2019_PWD_29831_2,PWP/Tender/2019-20- 1396-1445 dt 26.06.2019,"Strengthening of link road Haripur Tohana to Rampurghat road 0/0 to 2/210. (SH Providing and Laying G.S.B. wet mix macadam, 50 mm thick B.M. 30 mm thick bitumenious concrete in km 0/0 to 1/510 and interlocking thick paver block in km 1/810 to 2/210",Er. Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,01-Aug-2019 04:33 PM,02-Aug-2019 11:00 AM,techsummary_43098.pdf (755.83 KB),Er. Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,25-Jun-2020 03:48 PM,finsummary_43098.pdf (134.25 KB),25-Jun-2020,"INR 8,101,501",180.0,Dalip Singh Tomar,25-Jun-2020 04:03 PM,aoc.pdf (1039.00 KB),AOC,AOC
,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,125889.0,M/S VINEY KUMAR SHARMA,24-Jul-2019 03:18 PM,Rejected-Technical,Not Qualified,01-Aug-2019 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,125888.0,RAMNIK THAKUR,24-Jul-2019 03:10 PM,Rejected-Technical,Not Qualified,01-Aug-2019 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,125406.0,Rashid Ali Civil Contractor,23-Jul-2019 08:58 AM,Rejected-Technical,Not Qualified,01-Aug-2019 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Scanned copy of 40 percent work done certificate for similar nature of work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Bidding Capacity/C.A. annual report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,List of machinery tool plants as per schedule F Sr. No. 6.19 Ref.Clause No.18 i.e. R.C. and bills.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
