Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
29-Jun-2020,"INR 84,128,805",730.0,Suresh Kumar Walia,30-Jun-2020 04:29 PM,Award.pdf (969.00 KB),Award,Dr Suresh Kumar walia,Internal,Er Vinay Mehra AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,24-Jan-2020 03:14 PM,finsummary_48044.pdf (193.95 KB),Dr Suresh Kumar walia,Internal,Er Vinay Mehra Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,17-Jan-2020 04:54 PM,22-Jan-2020 11:00 AM,techsummary_48044.pdf (1000.20 KB),PWD,2019_PWD_33358_1,PWD CIVIL-5057-86-TANDA,Construction of School of Nursing inDr R. P. Govt. Medical College at Tanda in Distt Kangra (Himachal Pradesh). Deposit Work,Finance,Sum,Suresh Kumar Walia,24-Jan-2020 03:10 PM,finance_48044.pdf,BOQ Comparative Chart,1.0,143879.0,Ravi Kumar,INR,"84,128,805",Technical,Sum,Suresh Kumar Walia,17-Jan-2020 04:51 PM,technical_48044.pdf,1.0,143866.0,Kumar,05-Jan-2020 03:43 PM,Rejected-AOC,L3,30-Jun-2020 04:29 PM,AOC,16-Dec-2019 02:00 PM,07-Jan-2020 11:30 AM,16-Dec-2019 02:00 PM,06-Jan-2020 05:00 PM,NA ,NA ,16-Dec-2019 02:00 PM,06-Jan-2020 05:00 PM,22-Jan-2020 11:00 AM,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD,1.0,DD - Demand Draft,"5,00,000",No,fixed,,EE HPPWD Division Tanda at Nagrota Bagwan,Tanda at Nagrota Bagwan,Construction of School of Nursing inDr R. P. Govt. Medical College at Tanda in Distt Kangra (Himachal Pradesh). Deposit Work,"Construction of Civil work including water supply and sanitary installation, Rain water Harvesting System, Septic Tank and Soak pit etcetera",Please refer Tender documents. ,NA ,"7,30,26,732",Civil Works - Buildings,NA ,Tender,120.0,730.0,TANDA,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,PWD,PWD CIVIL-5057-86-TANDA,2019_PWD_33358_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,"5,000",EE HPPWD Division Tanda at Nagrota Bagwan,Kangra,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,143952.0,M/s Surindera Traders,06-Jan-2020 03:16 PM,Rejected-Technical,Not Fulfill criteria,17-Jan-2020 04:54 PM,AOC,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,143912.0,Pawan Kumar,06-Jan-2020 12:29 PM,Rejected-Technical,Not Fulfill criteria,17-Jan-2020 04:54 PM,AOC,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,143879.0,Ravi Kumar,06-Jan-2020 10:55 AM,Accepted-AOC,Lowest 1,30-Jun-2020 04:29 PM,AOC,,,,,,,,,,,,,,.pdf,GST Registration no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,143891.0,Ujjawal Singh,06-Jan-2020 10:22 AM,Rejected-AOC,L2,30-Jun-2020 04:29 PM,AOC,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Bidding Capacity a/w Balance sheets for the last 5 year duly signed by C.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
