Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
05-Jun-2020,"INR 741,055",90.0,Sushil Kumar Dhadwal,05-Jun-2020 04:30 PM,34580_1.pdf (988.00 KB),Shri Vinay Sharma,Er. Sushil Dhadwal,Internal,Sh.Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Sushil Kumar Dhadwal,04-Jun-2020 07:33 PM,finsummary_50616.pdf (470.33 KB),Er. Sushil Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Sushil Kumar Dhadwal,03-Mar-2020 07:02 PM,04-Mar-2020 11:00 AM,techsummary_50616.pdf (1617.37 KB),PWD,2020_PWD_34580_1,8993-9020,"Construction of link road to Village Rasan KM 0/000 to 1/500 in Tehsil Dharamshala, Distt. Kangra, HP (Under SCSP)",Finance,As per document attached,Sushil Kumar Dhadwal,04-Mar-2020 12:43 PM,finance_50616.pdf,BOQ Comparative Chart,1.0,150277.0,Vinay sharma govt contractor,INR,"741,055",Technical,As per document attached,Sushil Kumar Dhadwal,02-Mar-2020 12:03 PM,technical_50616.pdf,1.0,150846.0,Ankit Choudhary,25-Feb-2020 11:19 AM,Rejected-Finance,Higher bidder,04-Jun-2020 07:33 PM,AOC,350.0,EE Dharamshala,Dharamshala,No,Executive Engineer,Executive Engineer HP PWD Division Dharamshala,1.0,DD - Demand Draft,"Construction of link road to Village Rasan KM 0/000 to 1/500 in Tehsil Dharamshala, Distt. Kangra, HP (Under SCSP)","Sub Head - Formation cutting, Edge wall, soling and cement concrete pavement etc",Please refer Tender documents. ,NA ,"7,62,186",Civil Works - Roads,NA ,Tender,120.0,90.0,Dharamshala,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (Indicated in schedule F),PWD,8993-9020,2020_PWD_34580_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,13-Feb-2020 10:00 AM,27-Feb-2020 11:00 AM,13-Feb-2020 10:00 AM,26-Feb-2020 05:00 PM,NA ,NA ,13-Feb-2020 10:00 AM,26-Feb-2020 05:00 PM,04-Mar-2020 11:00 AM,"15,300",No,fixed,,EE Dharamshala,Dharamshala,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,150745.0,Dinesh,26-Feb-2020 12:18 PM,Rejected-Finance,Higher bidder,04-Jun-2020 07:33 PM,AOC,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,151235.0,Kapil Sharma,26-Feb-2020 04:11 PM,Rejected-Finance,Higher bidder,04-Jun-2020 07:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,150982.0,Parveen Kumar,26-Feb-2020 01:05 PM,Rejected-Finance,Higher bidder,04-Jun-2020 07:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (General rule 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,150943.0,Rajeev Kumar,25-Feb-2020 04:54 PM,Rejected-Finance,Higher bidder,04-Jun-2020 07:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (General rule 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,150737.0,Tilak Raj,24-Feb-2020 05:16 PM,Rejected-Finance,Higher bidder,04-Jun-2020 07:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,150277.0,Vinay sharma govt contractor,20-Feb-2020 01:08 PM,Accepted-AOC,L1,05-Jun-2020 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper (General rule 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him (General rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with name of work is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident fund Number(EPF Number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
