Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Annual maintenance of Sainj Hottee road km 0.0 to 4.0 SH Providing bituminous concrete 30 mm thick i.c pot holes in km 0.0 to 3.0 under AMP 2020.21,Annual maintenance of Sainj Hottee road km 0.0 to 4.0 SH Providing bituminous concrete 30 mm thick i.c pot holes in km 0.0 to 3.0 under AMP 2020.21,Please refer Tender documents. ,NA ,"27,10,706",Civil Works - Roads,NA ,Tender,90.0,60.0,Theog,171201.0,NA ,NA ,NA ,Executive Engineer HP PWD Division Theog,No ,No,PWD,pw.THD/CB/-tender2020-13977-86 Dt.29.1.2020,2020_PWD_35112_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender for (as per Schedule-F),17-Feb-2020 11:00 AM,29-Feb-2020 11:00 AM,17-Feb-2020 11:00 AM,28-Feb-2020 06:00 PM,NA ,NA ,17-Feb-2020 11:00 AM,28-Feb-2020 06:00 PM,03-Mar-2020 11:00 AM,1.0,DD - Demand Draft,"1,500",EE Theog,HP PWD Theog,No,Executive Engineer,HP PWD Theog Division,"48,500",No,fixed,,EE Theog,HP PWD Theog,AOC,PWD,2020_PWD_35112_3,pw.THD/CB/-tender2020-13977-86 Dt.29.1.2020,Annual maintenance of Sainj Hottee road km 0.0 to 4.0 SH Providing bituminous concrete 30 mm thick i.c pot holes in km 0.0 to 3.0 under AMP 2020.21,Er Vijay Kumar Chauhan,Internal,Deepak Sharma Sr DAO Lekh Ram Shandil HDM Leela Verma Sr Asstt,Vijay Kumar Chauhan,02-Mar-2020 05:28 PM,03-Mar-2020 11:00 AM,techsummary_51494.pdf (380.26 KB),Er Vijay Kumar Chauhan,Internal,Deepak Sharma Sr DAO Lekh Ram Shandil HDM Leela verma Sr Asstt.,Vijay Kumar Chauhan,02-Jun-2020 04:25 PM,finsummary_51494.pdf (369.71 KB),02-Jun-2020,"INR 2,710,706",60.0,Vijay Kumar Chauhan,02-Jun-2020 04:29 PM,AOCsainjhoti.pdf (571.00 KB),AOC,1.0,151539.0,Bharat Bhushan Verma,INR,"3,384,860",Finance,Summary,Vijay Kumar Chauhan,03-Mar-2020 04:15 PM,None,BOQ Comparative Chart,1.0,151539.0,Bharat Bhushan Verma,28-Feb-2020 05:14 PM,Accepted-AOC,Responsive,02-Jun-2020 04:29 PM,Technical,summary,Vijay Kumar Chauhan,02-Mar-2020 03:06 PM,technical_51494.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,151718.0,chauhan,28-Feb-2020 03:15 PM,Rejected-Finance,Non Responsive,02-Jun-2020 04:25 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,151336.0,Laiq Ram Chauhan and Sons,26-Feb-2020 09:05 PM,Rejected-Finance,Non Responsive,02-Jun-2020 04:25 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,151623.0,Satish Kumar Vij,27-Feb-2020 10:46 PM,Rejected-Finance,Non Responsive,02-Jun-2020 04:25 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Hand (as per Performa given in General Rule No-19).,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery,Tool,Plant,(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under EPF and miscellaneous provision Act 1952.,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor shall provide Asphalt Paver Strictly as per the direction of E-in-C with documentary proo,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
