EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"1,65,100",No,fixed,,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,PWD,PW.BGN.T-I/2019-20-1732-43 dt 19.06.2019 and Corri,2019_PWD_30185_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,corrigendum,Date,,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,1.0,DD - Demand Draft,"5,000",Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,No,12-Jul-2019 05:00 PM,27-Jul-2019 11:30 AM,12-Jul-2019 05:00 PM,26-Jul-2019 05:00 PM,NA ,NA ,12-Jul-2019 05:00 PM,26-Jul-2019 05:00 PM,29-Aug-2019 11:00 AM,Construction of Link road from Jole to Kainth via Choora Amroh Dharun Kuhroo Sanjhot road Km 00 to 14255 MT under NABARD RIDF XXIV SH Co 5 7 mtr wide Formation cutting Retaining wall Cross Drainage work GSBWMM MT U shape drain Parapets KM Stone and,Construction of Link road from Jole to Kainth via Choora Amroh Dharun Kuhroo Sanjhot road Km 00 to 14255 MT under NABARD RIDF XXIV SH Co 5 7 mtr wide Formation cutting Retaining wall Cross Drainage work GSBWMM MT U shape drain Parapets KM Stone and,Please refer Tender documents. ,NA ,"1,32,53,682",Civil Works - Roads,NA ,Tender,120.0,365.0,Bangana,174307.0,NA ,NA ,NA ,Executive Engineer HPWD Bangana,No ,No,AOC,1.0,125030.0,KULDEEP SINGH GOVT. CONTRACTOR,26-Jul-2019 03:09 PM,Accepted-AOC,Lowest,07-Jun-2020 12:19 PM,Technical,technical evaluation summary,Ram Saroop Kalia,23-Aug-2019 05:47 PM,technical_43514.pdf,Finance,Fin Bid Opened,Ram Saroop Kalia,06-Jun-2020 04:41 PM,finance_43514.pdf,BOQ Comparative Chart,1.0,125030.0,KULDEEP SINGH GOVT. CONTRACTOR,INR,"19,060,824",EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,23-Aug-2019 05:48 PM,29-Aug-2019 11:00 AM,techsummary_43514.pdf (114.26 KB),PWD,2019_PWD_30185_1,PW.BGN.T-I/2019-20-1732-43 dt 19.06.2019 and Corri,Construction of Link road from Jole to Kainth via Choora Amroh Dharun Kuhroo Sanjhot road Km 00 to 14255 MT under NABARD RIDF XXIV SH Co 5 7 mtr wide Formation cutting Retaining wall Cross Drainage work GSBWMM MT U shape drain Parapets KM Stone and,07-Jun-2020,"INR 19,060,824",365.0,Sanjiv Kumar Agnihotri,07-Jun-2020 12:19 PM,AOC4.pdf (251.00 KB),Work Awarded,Er Sanjiv Kumar EE,Internal,Supdt HDM DAO,Sanjiv Kumar Agnihotri,07-Jun-2020 12:13 PM,finsummary_43514.pdf (101.78 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,125129.0,Ramesh Chand Sharma,18-Jul-2019 07:13 PM,Rejected-AOC,Higher,07-Jun-2020 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,125153.0,SANJIV KUMAR,18-Jul-2019 08:09 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,23-Aug-2019 05:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,From No 8 duly signed by Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
