Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Finance,SUMMARY,Rattan Kumar Sharma,23-Apr-2020 04:24 PM,finance_52771.pdf,BOQ Comparative Chart,1.0,155753.0,M/S SARVJEET SINGH,INR,"5,222,699",Technical,SUMMARY,Rattan Kumar Sharma,20-Mar-2020 02:55 PM,technical_52771.pdf,1.0,155843.0,Atul Sharma,19-Mar-2020 03:43 PM,Rejected-Finance,THE LOWEST BIDDER,20-Jun-2020 11:01 AM,20-Jun-2020,"INR 3,760,605",120.0,Rattan Kumar Sharma,20-Jun-2020 11:03 AM,04.pdf (1692.00 KB),AOC,Executive Engineer,Internal,Tender Assistant DHD DAO Superintendent G-II,Rattan Kumar Sharma,20-Jun-2020 11:01 AM,finsummary_52771.pdf (287.60 KB),Executive Engineer,Internal,Superintendent G-II DHD DAO,Rattan Kumar Sharma,22-Apr-2020 11:42 AM,22-Apr-2020 12:15 PM,techsummary_52771.pdf (570.90 KB),PWD,2020_PWD_35900_1,11216 DATED 03.03.2020,Periodical maintenance on Sangrah paller Road and Pidiyadhar Paller road under AMP 2020-21,AOC,PWD,11216 DATED 03.03.2020,2020_PWD_35900_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,05-Mar-2020 02:00 PM,20-Mar-2020 11:30 AM,05-Mar-2020 02:00 PM,19-Mar-2020 05:00 PM,NA ,NA ,05-Mar-2020 02:00 PM,19-Mar-2020 05:00 PM,22-Apr-2020 12:15 PM,"63,900",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",UCO Bank Sangrah,"1,500","Executive Engineer, HPPWD Division Sangrah",UCO Bank Sangrah,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,1.0,DD - Demand Draft,Periodical maintenance on Sangrah paller Road and Pidiyadhar Paller road under AMP 2020-21,Providing and laying 30 mm thick bituminous concrete on Sangrah Paller road in km. 10/0 to 12/270 2.270 kms and Pidiyadhar paller road in km. 4/0 to 6/0 2.000 kms including construction of road side drain),Please refer Tender documents. ,NA ,"37,60,605",Civil Works,NA ,Tender,90.0,120.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",AOC
,,,,,,,,,,,,,,,,2.0,155753.0,M/S SARVJEET SINGH,19-Mar-2020 11:59 AM,Accepted-AOC,AOC,20-Jun-2020 11:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FULL COPY OF LATEST CONTRACTORS REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST NUMBER,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"LIST OF MACHINERY, TOOL, PLANT AS PER SBD CONDITIONS",,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM NO 8,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof to registration under Employees Provident Funds,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,AOC
