Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Public Works Roads Department,2019_PWD_12417_1,CE/AXOM MALA/52/2018/3,Preparation of Detailed Project Reports for improvement of SH and MDRs under Axom Mala,1,61483,AICONS ENGINEERING PVT. LTD.,13-Jul-2019 03:02 PM,Rejected-AOC,Not Qualified,17-Jun-2020 04:53 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,Bid Security,Public Works Roads Department,CE/AXOM MALA/52/2018/3,2019_PWD_12417_1,Yes,Open Tender,EOI,Services,2.0,No,No,Offline,No,No,No,05-Mar-2019 05:00 PM,15-Jul-2019 04:00 PM,05-Mar-2019 05:00 PM,15-Jul-2019 02:00 PM,05-Mar-2019 05:00 PM ,20-Mar-2019 02:00 PM ,05-Mar-2019 05:00 PM,15-Jul-2019 02:00 PM,30-Aug-2019 02:00 PM,"O/o the C.E. PWD (EAP), Assam, Fatasil Ambari.","O/o the C.E. PWD (EAP), Assam, Fatasil Ambari, Guwahati, 781025",Preparation of Detailed Project Reports for improvement of SH and MDRs under Axom Mala,Preparation of Detailed Project Reports for improvement of SH and MDRs under Axom Mala,Please refer Tender documents. ,NA ,0.0,Consultancy,NA ,Tender,120.0,180.0,Guwahati,781025.0,"O/o the C.E. PWD (EAP), Assam, Fatasil Ambari. ","O/o the C.E. PWD (EAP), Assam, Fatasil Ambari, Guwahati, 781025  ",20-Mar-2019 02:00 PM ,"O/o the C.E. PWD (EAP), Assam, Fatasil Ambari.",No ,No,1.0,Addendum No. 8 for Bid Submission Date Extension,Date,,"10,00,000",Yes,fixed,,"C.E. PWD (EAP), Assam, Fatasil Ambari",Guwahati,1.0,DD - Demand Draft,"5,000",Assam State Road Board,Guwahati,No,AOC
,,,,2,59843,C E Testing Company Pvt Ltd,15-Jul-2019 01:19 PM,Accepted-AOC,Group 1 Total Contract Amount 46319838,17-Jun-2020 04:53 PM,AOC,,,.pdf,Cost of Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Addendum 7 for Axom Mala,Other,,,,,,,,2.0,BG - Bank Guarantee Irrevocable,,,,,AOC
,,,,3,61781,Choice Consultancy Services Private Limited,15-Jul-2019 12:58 PM,Rejected-AOC,Not Qualified,17-Jun-2020 04:53 PM,AOC,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit Receipt,,,,,AOC
,,,,4,61128,Feedback Infra Private Limited,15-Jul-2019 01:49 PM,Accepted-AOC,Group 2 and 5 Contract Amount 124654497,17-Jun-2020 04:53 PM,AOC,,,.pdf,Bidding Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,60322,Fortrerss Infracon Limited,15-Jul-2019 01:23 PM,Accepted-AOC,Group 3 and Group 4 Total Contract Amount 91373064,17-Jun-2020 04:53 PM,AOC,2.0,Finance,.pdf,Commercial Bids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,61841,Highway Engineering Consultant,15-Jul-2019 12:37 PM,Rejected-AOC,Not Qualified,17-Jun-2020 04:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,61660,Holtec Consulting Private Limited,15-Jul-2019 11:35 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Aug-2019 06:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,61005,KITCO Ltd,15-Jul-2019 11:38 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Aug-2019 06:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,61591,L N Malviya Infra Projects Pvt. Ltd.,15-Jul-2019 11:54 AM,Rejected-AOC,Not Qualified,17-Jun-2020 04:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,61130,RODIC CONSULTANTS PVT. LTD.,15-Jul-2019 12:19 PM,Rejected-AOC,Not Qualified,17-Jun-2020 04:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
