Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"Executive Engineer, Chamba Division HPPWD Chamba","Executive Engineer, Chamba Division HPPWD Chamba",1.0,DD - Demand Draft,"3,90,600",No,fixed,,"Executive Engineer, Chamba Division HPPWD Chamba",Chamba,PWD,Construction of parking complex at Chamba,2020_PWD_35020_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,14-Feb-2020 10:00 AM,28-Feb-2020 11:30 AM,14-Feb-2020 10:00 AM,27-Feb-2020 05:00 PM,NA ,NA ,14-Feb-2020 10:00 AM,27-Feb-2020 05:00 PM,17-Mar-2020 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F),Construction Parking Complex at Chamba Phase-1 Construction of Building portion including W.S. and S.I. and Rain Water Harvesting System,Construction Parking Complex at Chamba Phase-1 Construction of Building portion including W.S. and S.I. and Rain Water Harvesting System,Please refer Tender documents. ,NA ,"3,58,08,621",Civil Works - Buildings,NA ,Tender,90.0,540.0,Chamba,176310.0,NA ,NA ,NA ,"Executive Engineer, Chamba Division HPPWD Chamba",No ,No,"5,000","Executive Engineer, Chamba Division HPPWD Chamba",Chamba,No,AOC,Finance,Bid opening Summary,Jeet Singh Thakur,21-Mar-2020 07:40 PM,finance_51368.pdf,BOQ Comparative Chart,1.0,151010.0,AJAY KUMAR,INR,"62,310,537",1.0,151010.0,AJAY KUMAR,27-Feb-2020 11:26 AM,Accepted-AOC,L1,24-Jun-2020 04:56 PM,Technical,Bid opening Summary,Jeet Singh Thakur,29-Feb-2020 12:37 PM,technical_51368.pdf,EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,09-Mar-2020 12:24 PM,17-Mar-2020 11:30 AM,techsummary_51368.pdf (460.83 KB),PWD,2020_PWD_35020_1,Construction of parking complex at Chamba,Construction Parking Complex at Chamba Phase-1 Construction of Building portion including W.S. and S.I. and Rain Water Harvesting System,24-Jun-2020,"INR 35,808,621",540.0,Jeet Singh Thakur,24-Jun-2020 04:56 PM,3.2780parking.pdf (624.00 KB),Construction Parking Complex at Chamba Phase-1 Construction of Building portion including W.S. and S.I. and Rain Water Harvesting System,EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,24-Jun-2020 04:51 PM,finsummary_51368.pdf (169.27 KB),AOC
,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,151255.0,ANIL MAHAJAN,27-Feb-2020 04:23 PM,Rejected-Technical,Non Responsive,09-Mar-2020 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,151547.0,Des Raj and Co.,27-Feb-2020 04:51 PM,Rejected-AOC,L2,24-Jun-2020 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,151527.0,sahab singh thakur,27-Feb-2020 04:56 PM,Rejected-AOC,L3,24-Jun-2020 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Capacity/Report of charted Accountant showing total annual volume in last five years,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
