Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),21-Apr-2020 10:00 AM,27-Apr-2020 11:00 AM,21-Apr-2020 10:30 AM,27-Apr-2020 09:00 AM,NA ,NA ,21-Apr-2020 10:30 AM,27-Apr-2020 09:00 AM,20-May-2020 10:00 AM,PWD,Job 2 Construction of 6 Nos type-III quarter build,2020_PWD_36675_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Job 2 Construction of 6 Nos type-III quarter building at Regional Hospital Campus at Una, Tehsil and District Una H.P Sub Head C.o Building portion, Water Supply and Sanitary Installation, Rain Water Harvesting Tank, Septic Tank with Soak pit etc. D","Job 2 Construction of 6 Nos type-III quarter building at Regional Hospital Campus at Una, Tehsil and District Una H.P Sub Head C.o Building portion, Water Supply and Sanitary Installation, Rain Water Harvesting Tank, Septic Tank with Soak pit etc. D",Please refer to Bidding Documents ,NA ,"88,84,788",Civil Works - Buildings,NA ,Tender,120.0,365.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"2,000","Executive Engineer, Una Division, HPPWD, Una",Una,No,1.0,FDR - Fixed Deposit,"1,21,500",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",AOC,Er.G.S. Rana,Internal,"Er. R.D. Sharma AE Harish Chander Head Draughtsman , Dinesh Kumar, DAO, Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant",Ravi Dutt Sharma,16-May-2020 05:49 PM,20-May-2020 10:00 AM,techsummary_54141.pdf (451.45 KB),PWD,2020_PWD_36675_1,Job 2 Construction of 6 Nos type-III quarter build,"Job 2 Construction of 6 Nos type-III quarter building at Regional Hospital Campus at Una, Tehsil and District Una H.P Sub Head C.o Building portion, Water Supply and Sanitary Installation, Rain Water Harvesting Tank, Septic Tank with Soak pit etc. D",25-Jun-2020,"INR 8,884,788",365.0,Gurcharan Singh Rana,27-Jun-2020 01:57 PM,Awardletter..pdf (1648.00 KB),Awardletter,Er.G.S. Rana,Internal,"Er. R.D. Sharma AE Harish Chander Head Draughtsman , Dinesh Kumar, DAO, Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant",Ravi Dutt Sharma,21-May-2020 12:26 PM,finsummary_54141.pdf (720.74 KB),Finance,Proceedingregardingopeningoffinancialbids,Ravi Dutt Sharma,21-May-2020 11:57 AM,finance_54141.pdf,BOQ Comparative Chart,1.0,157149.0,Sohan Singh Govt. Contractor,INR,"9,986,227",1.0,157232.0,Dhreeraj Sharma,26-Apr-2020 01:44 PM,Rejected-AOC,ok,27-Jun-2020 01:57 PM,Technical,TechnicalBidOpeningSummary,Bhupinder Singh,28-Apr-2020 01:09 PM,technical_54141.pdf,AOC
,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,157253.0,Rahul Verma Govt. Contractor,26-Apr-2020 10:54 PM,Rejected-AOC,ok,27-Jun-2020 01:57 PM,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,157149.0,Sohan Singh Govt. Contractor,23-Apr-2020 11:03 PM,Accepted-AOC,ok,27-Jun-2020 01:57 PM,,,,,,AOC
,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bidding Capacity/ C.A. Annual Report a/w balance sheet as Per General Rules 28.2a and 28.2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Credit facility of minimum 10Percent of estimated cost from the Scheduled Bank be attached.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
