Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"5,000",EE HPPWD Division Tanda at Nagrota Bagwan,Kangra,No,1.0,DD - Demand Draft,"1,52,300",No,fixed,,EE HPPWD Division Tanda at Nagrota Bagwan,Tanda at Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD (Nationalized Bank),Construction of link road from Thana Bargran to Bushal Km 0/000to 4/300 including 65.00 mtrs span PSC Box Girder bridge over Bathu Khad at RD1/890 Thana Bargran to Bushal via Thana Lahar road under NABARD RIDF-XVII in Distt Kangra (HP).,"Construction of balance work of formation cutting, retaining wall, cross drainage work, V-shape drain, parapets and Metalling and Tarring etc",Please refer Tender documents. ,NA ,"1,19,75,641",Civil Works - Roads,NA ,Tender,120.0,270.0,TANDA,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,11-Nov-2019 02:00 PM,26-Nov-2019 11:30 AM,11-Nov-2019 02:00 PM,25-Nov-2019 05:00 PM,NA ,NA ,11-Nov-2019 02:00 PM,25-Nov-2019 05:00 PM,11-Dec-2019 03:00 PM,PWD,NIT 3586-3600,2019_PWD_32470_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,AOC,Dr Suresh Kumar Walia,Internal,Er Ankit AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,07-Dec-2019 04:36 PM,11-Dec-2019 03:00 PM,techsummary_46710.pdf (1078.87 KB),PWD,2019_PWD_32470_1,NIT 3586-3600,Construction of link road from Thana Bargran to Bushal Km 0/000to 4/300 including 65.00 mtrs span PSC Box Girder bridge over Bathu Khad at RD1/890 Thana Bargran to Bushal via Thana Lahar road under NABARD RIDF-XVII in Distt Kangra (HP).,18-Jun-2020,"INR 14,424,017",270.0,Suresh Kumar Walia,19-Jun-2020 03:20 PM,Award1.pdf (785.00 KB),Award,Dr Suresh Kumar walia,Internal,Er Vinay Mehra AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,04-Jan-2020 03:11 PM,finsummary_46710.pdf (1078.86 KB),1.0,137256.0,Nageshwer Mankotia,21-Nov-2019 12:55 PM,Rejected-Technical,Not fulfill criteria,07-Dec-2019 04:36 PM,Technical,Sum,Suresh Kumar Walia,07-Dec-2019 04:33 PM,technical_46710.pdf,1.0,137484.0,pritam singh thkur,INR,"14,424,017",Finance,Sum,Suresh Kumar Walia,04-Jan-2020 03:08 PM,finance_46710.pdf,BOQ Comparative Chart,AOC
,,,,2.0,FDR - Fixed Deposit,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,137484.0,pritam singh thkur,25-Nov-2019 01:54 PM,Accepted-AOC,Lowest1,19-Jun-2020 03:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,137518.0,Rohit,25-Nov-2019 03:26 PM,Rejected-AOC,Lowest 2,19-Jun-2020 03:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,137391.0,sanjeev kumar,23-Nov-2019 03:37 PM,Rejected-Technical,Not fulfill criteria,07-Dec-2019 04:36 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,137498.0,SANJEEV KUMAR GOVT CONTRACTOR,25-Nov-2019 01:20 PM,Rejected-Technical,Not fulfill criteria,07-Dec-2019 04:36 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Undertaking that contractor has not more than 2 works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,137504.0,Ujjawal Singh,25-Nov-2019 02:15 PM,Rejected-Technical,Not fulfill criteria,07-Dec-2019 04:36 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Bidding Capacity a/w Balance sheets for the last 5 year duly signed by C.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,EPF No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Work in Hand Detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
