EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"4,42,470",Yes,fixed,,"Chief Engineer, PWD (Roads), Assam",GUWAHATI,MLCSNA/RIDF-XXV/Kamrup(R)/08,MLCSNA/RIDF-XXV/Kamrup(R)/08 Construction of RCC Bridge No. 1/1 on Rangia Darranga Road to Pub Sitara under Mahavir Lachit Chilarai Setu Nirman Abhijan under RIDF-XXV of NABARD for the year 2019-20 under Rangia Rural Road Division,Please refer Tender documents. ,NA ,"2,21,23,000",Civil Works,NA ,Tender,180.0,548.0,Kamrup Rural,781003.0,NA ,NA ,NA ,"O/o the Chief Engineer, PWD (Roads), Assam",No ,No,"Chief Engineer, PWD (Roads), Assam","O/o the Chief Engineer, PWD (Roads), Assam, Chandmari, 781003","6,700","Empowered Officer, ASRB",GUWAHATI,No,1.0,DD - Demand Draft,Public Works Roads Department,CESTBRNAB/RIDFXXV/17/19-20/Pt4,2019_PWD_15241_18,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,EMD,07-Dec-2019 01:30 PM,31-Dec-2019 11:00 AM,09-Dec-2019 10:30 AM,30-Dec-2019 02:00 PM,09-Dec-2019 10:10 AM ,30-Dec-2019 02:00 PM ,09-Dec-2019 10:30 AM,30-Dec-2019 02:00 PM,30-Jan-2020 05:10 PM,AOC,Chief Engineer PWD Roads,Internal,,GAURI KANTA BARMAN,19-Jun-2020 01:37 PM,finsummary_23127.pdf (530.64 KB),Public Works Roads Department,2019_PWD_15241_18,CESTBRNAB/RIDFXXV/17/19-20/Pt4,MLCSNA/RIDF-XXV/Kamrup(R)/08,1.0,70209.0,AKHILANANDA BHATTACHARJYA,INR,19910700.0,Finance,Finance opened,GAURI KANTA BARMAN,30-Jan-2020 06:10 PM,,BOQ Comparative Chart,19-Jun-2020,INR 1.99107E+7,548.0,GAURI KANTA BARMAN,19-Jun-2020 01:39 PM,KamR08.pdf (531.00 KB),Bivuti Saikia,Internal,,BHUPEN SAHARIA,30-Jan-2020 05:05 PM,30-Jan-2020 05:10 PM,techsummary_23127.pdf (365.96 KB),Technical,Verified,BHUPEN SAHARIA,30-Jan-2020 05:01 PM,technical_23127.pdf,1,70243,Abdur Rekib,30-Dec-2019 10:21 AM,Rejected-Finance,Verified,19-Jun-2020 01:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Document,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,70209,AKHILANANDA BHATTACHARJYA,30-Dec-2019 11:09 AM,Accepted-AOC,L1,19-Jun-2020 01:39 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,70094,dhaneswar kalita,28-Dec-2019 03:44 PM,Rejected-Finance,Verified,19-Jun-2020 01:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,70192,Dipak Singha Lahkar,30-Dec-2019 10:51 AM,Rejected-Finance,Verified,19-Jun-2020 01:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,70293,Jiten Kalita,30-Dec-2019 01:28 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jan-2020 05:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,70216,M/S Bright Engineer,29-Dec-2019 10:49 PM,Rejected-Finance,Verified,19-Jun-2020 01:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,68807,NIRMAL PATHAK,20-Dec-2019 01:47 PM,Rejected-Finance,Verified,19-Jun-2020 01:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,70129,Puberun Real Estate Pvt. Ltd.,29-Dec-2019 12:31 AM,Rejected-Finance,Verified,19-Jun-2020 01:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,70136,Raju Mesh,29-Dec-2019 03:51 AM,Rejected-Finance,Verified,19-Jun-2020 01:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,69213,SIDDHARTHA KALITA,27-Dec-2019 01:14 PM,Rejected-Finance,Verified,19-Jun-2020 01:37 PM,AOC
